序号,代码,名称,最新价,涨跌额,涨跌幅,昨收,今开,最高,最低,成交量,成交额,成交额(亿元)
1,sh000001,上证指数,4010.0307,50.693,1.28,3959.3378,3977.5394,4010.8715,3955.908,576570090.0,1173088930413,11730.89 亿
2,sz399001,深证成指,15268.715,447.528,3.02,14821.187,14992.547,15274.717,14846.554,71805067868.0,1467207129010,14672.07 亿
3,Total,沪深总成交额,,,,,,,,,2640296059423,26402.96 亿
