序号,名称,代码,涨停统计,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,首次封板时间,炸板次数,振幅,所属行业
1,凯瑞德,002072,2天1板,-7.780083179473877,8.89,10.6,6.22亿,32.67亿,32.69亿,17.734651565551758,0.0,092500,2,19.91701316833496,贸易Ⅱ
2,好利科技,002729,0天0板,-1.797752857208252,17.48,19.58,4.10亿,30.67亿,31.98亿,13.155698776245117,0.0,092500,1,17.977527618408203,其他电子
3,风语筑,603466,2天1板,2.321582078933716,11.9,12.79,17.94亿,70.78亿,70.78亿,24.223337173461914,0.0,093058,10,7.824591636657715,数字媒体
4,快克智能,603203,0天0板,4.344122409820557,61.25,64.57,16.28亿,198.39亿,202.14亿,7.987636089324951,0.0,093103,3,6.916524410247803,自动化设
5,铖昌科技,001270,2天1板,-2.4063189029693604,159.39,179.65,41.28亿,326.44亿,328.53亿,11.830109596252441,0.0,093106,1,13.256184577941895,军工电子
6,兴业股份,603928,7天4板,7.823129177093506,15.85,16.17,9.79亿,54.00亿,54.00亿,18.1267032623291,0.0,093150,3,10.204081535339355,塑料
7,雷赛智能,002979,3天2板,5.34867000579834,73.27,76.51,44.23亿,163.20亿,231.53亿,26.672889709472656,0.0,093151,1,5.765636444091797,自动化设
8,艾艾精工,603580,3天2板,1.8254231214523315,30.68,33.14,4.36亿,40.09亿,40.09亿,10.285605430603027,0.0,093156,14,11.052107810974121,塑料
9,兆驰股份,002429,0天0板,5.717151641845703,10.54,10.97,21.38亿,476.86亿,477.14亿,4.378981113433838,0.0,093200,2,4.9147443771362305,黑色家电
10,华依科技,688071,0天0板,11.267605781555176,40.29,43.45,5.38亿,34.16亿,34.16亿,15.472843170166016,0.0,093209,4,15.796741485595703,专用设备
11,伊戈尔,002922,0天0板,6.172006607055664,31.48,32.62,10.94亿,118.68亿,133.03亿,9.130437850952148,0.0,093354,1,7.993254661560059,其他电子
12,三维股份,603033,0天0板,2.613065481185913,10.21,10.95,5.07亿,103.38亿,105.28亿,4.739413738250732,0.0,093355,3,9.447236061096191,橡胶
13,东方材料,603110,0天0板,4.829545497894287,22.14,23.23,4.28亿,44.55亿,44.55亿,9.492219924926758,0.0,093804,1,9.990530014038086,化学制品
14,国华退,000004,6天4板,-8.88888931274414,0.41,0.5,310.36万,5177.85万,5427.59万,5.539729595184326,0.0,093845,2,20.0,软件开发
15,腾龙股份,603158,0天0板,3.6317567825317383,12.27,13.02,5.51亿,60.22亿,60.22亿,8.915934562683105,0.0,093926,2,11.148648262023926,汽车零部
16,渤海汽车,600960,0天0板,3.9800994396209717,4.18,4.42,1.89亿,39.73亿,39.73亿,4.670111179351807,0.0,093944,1,7.462686538696289,汽车零部
17,永杉锂业,603399,0天0板,4.25,20.85,22.0,19.40亿,106.81亿,106.81亿,17.77164077758789,0.0,093944,2,10.0,能源金属
18,白银有色,601212,0天0板,1.3513513803482056,5.25,5.7,20.93亿,388.75亿,388.75亿,5.223714351654053,0.0,094112,2,11.003860473632812,工业金属
19,中金岭南,000060,0天0板,2.0746889114379883,7.38,7.95,30.95亿,327.75亿,327.76亿,9.080897331237793,0.0,094154,2,8.852005958557129,工业金属
20,湖南白银,002716,0天0板,2.0142180919647217,8.61,9.28,24.18亿,200.17亿,243.07亿,11.721670150756836,0.0,094321,3,11.492891311645508,贵金属
21,中源协和,600645,0天0板,4.797843933105469,19.44,20.41,5.60亿,90.93亿,90.97亿,6.051146507263184,0.0,094343,1,6.522911071777344,生物制品
22,华盛昌,002980,0天0板,5.022226333618164,111.04,116.3,19.05亿,112.47亿,210.31亿,16.572458267211914,0.0,094639,5,11.633405685424805,电网设备
