序号,代码,名称,最新价,涨跌额,涨跌幅,昨收,今开,最高,最低,成交量,成交额,成交额(亿元)
1,sh000001,上证指数,4041.2382,-2.405,-0.059,4043.6432,4059.1941,4060.0688,4005.4137,590364903.0,1432112821099,14321.13亿
2,sz399001,深证成指,15416.804,-180.708,-1.159,15597.512,15677.933,15749.356,15288.493,76763155669.0,1658999133095,16589.99亿
3,Total,沪深总成交额,,,,,,,,,3091111954194,30911.12亿
