序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,动态市盈率,换手率,封单资金,最后封板时间,板上成交额,连续跌停,开板次数,所属行业
1,002963,豪尔赛,-10.0,18.99,1.09亿,23.36亿,28.55亿,-152.03822326660156,4.433385372161865,13293,150000,4172103,1,0,装修装饰
2,605222,起帆电缆,-9.992070198059082,22.7,5.66亿,93.73亿,93.73亿,24.57760238647461,5.731407642364502,1323410,150000,4898660,1,1,电网设备
3,920193,吉和昌,-29.989919662475586,55.56,10.61亿,14.00亿,61.86亿,61.513187408447266,66.47816467285156,2425138,145643,91297917,1,10,电池
4,001317,三羊马,-9.993805885314941,43.59,3.68亿,37.26亿,37.30亿,-3127.06689453125,9.654736518859863,3046635,134857,48829518,1,10,铁路公路
5,688669,聚石化学,-20.0,89.76,7.26亿,108.91亿,108.91亿,-45.56367492675781,6.122081756591797,3307835,145537,46796788,1,7,塑料
6,002552,宝鼎科技,-10.003059387207031,58.84,8.88亿,216.83亿,228.29亿,86.41287994384766,3.812124252319336,3400952,145254,19334824,1,0,元件
7,603682,锦和商管,-10.033445358276367,8.07,1.64亿,38.13亿,38.13亿,104.61132049560547,4.206137657165527,4616040,150000,17061594,1,7,一般零售
8,600769,祥龙电业,-10.009182929992676,19.6,6.79亿,73.50亿,73.50亿,386.7815246582031,8.91091537475586,4656960,150000,80981320,1,5,环境治理
9,605598,上海港湾,-9.99281120300293,37.56,2.77亿,91.28亿,91.28亿,571.6790161132812,2.919386625289917,4766364,130245,31035828,1,11,专业工程
10,603626,科森科技,-9.985527992248535,18.66,6.62亿,103.54亿,103.54亿,6.7151689529418945,6.143825054168701,5081118,150000,48745518,1,7,消费电子
11,603978,深圳新星,-10.013262748718262,27.14,5.38亿,57.29亿,57.29亿,79.39256286621094,8.987618446350098,6310050,150000,36497162,1,5,金属新材
12,603278,大业股份,-9.991743087768555,10.9,4.23亿,37.25亿,37.25亿,-37.9228401184082,10.937548637390137,7549340,150000,16031720,1,4,通用设备
13,600783,鲁信创投,-10.008976936340332,20.05,9.33亿,149.24亿,149.24亿,-239.99815368652344,6.0265326499938965,9281145,150000,22809140,1,2,通用设备
14,603679,华体科技,-9.985315322875977,18.39,2.39亿,32.68亿,32.68亿,-57.89533233642578,7.064906120300293,9708963,132319,73409202,1,11,光学光电
15,600869,远东股份,-9.98242473602295,25.61,43.64亿,568.38亿,568.38亿,147.05213928222656,7.431574821472168,11112179,150000,103140867,1,5,电网设备
16,002575,群兴玩具,-10.0,5.04,2.42亿,29.45亿,31.07亿,-872.4358520507812,7.8404011726379395,12588408,144012,30694711,1,1,文娱用品
17,002565,顺灏股份,-9.992070198059082,11.35,9.34亿,120.30亿,120.31亿,150.5113067626953,7.455005645751953,13290850,145345,19032815,1,0,包装印刷
18,002106,莱宝高科,-9.979494094848633,13.17,8.87亿,92.84亿,92.96亿,66.6044692993164,9.317063331604004,15573827,143900,76207556,3,3,光学光电
19,603026,石大胜华,-10.002224922180176,80.89,12.22亿,188.23亿,188.23亿,16.71048927307129,6.208746910095215,16018404,150000,92123921,1,4,电池
20,603638,艾迪精密,-10.0,25.11,10.15亿,220.76亿,218.80亿,36.44397735595703,4.483033657073975,18793227,150000,41821984,1,1,工程机械
21,301197,工大科雅,-19.993959426879883,26.49,2.57亿,28.81亿,31.93亿,-112.25407409667969,8.547514915466309,20432425,095936,65427651,1,3,通用设备
