序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率,所属板块
1,300548,长芯博创,231.86,12.34,25.47,314150,69.94 亿,15.94,233.0,200.11,200.11,206.39,11.67,201.89,34.41,CPO概念
2,603773,沃格光电,39.22,10.01,3.57,225722,8.66 亿,8.78,39.22,36.09,36.22,35.65,10.05,-98.75,7.55,CPO概念
3,603306,华懋科技,97.06,10.0,8.82,219418,20.59 亿,9.98,97.06,88.25,89.2,88.24,6.66,139.05,10.31,CPO概念
4,002281,光迅科技,108.09,10.0,9.83,891018,93.81 亿,12.21,108.09,96.09,96.13,98.26,11.43,90.96,8.92,CPO概念
5,002025,航天电器,78.22,10.0,7.11,268439,20.46 亿,11.01,78.22,70.39,70.39,71.11,5.91,194.83,5.39,CPO概念
6,600330,天通股份,19.7,9.99,1.79,1004147,18.81 亿,11.56,19.7,17.63,17.63,17.91,8.14,317.95,3.03,CPO概念
7,688313,仕佳光子,106.98,8.27,8.17,592664,61.34 亿,16.25,112.64,96.58,96.84,98.81,13.11,141.53,31.84,CPO概念
8,600498,烽火通信,54.95,7.22,3.7,1414581,73.72 亿,10.3,54.98,49.7,51.2,51.25,11.12,109.18,4.68,CPO概念
9,301205,联特科技,248.39,6.88,16.0,136483,33.64 亿,9.51,253.68,231.58,232.6,232.39,16.36,295.5,20.32,CPO概念
10,688025,杰普特,275.6,5.76,15.01,59318,15.68 亿,8.12,276.5,255.33,257.05,260.59,6.24,93.96,11.4,CPO概念
11,002475,立讯精密,55.09,5.4,2.82,2996031,163.01 亿,8.57,55.78,51.3,51.5,52.27,4.12,26.14,5.02,CPO概念
12,300570,太辰光,128.29,4.34,5.34,344804,43.45 亿,7.7,129.89,120.42,121.0,122.95,17.94,97.46,17.07,CPO概念
13,600105,永鼎股份,34.64,4.24,1.41,1864375,63.72 亿,5.18,34.92,33.2,33.95,33.23,12.75,115.41,15.35,CPO概念
14,300620,光库科技,231.11,4.09,9.09,228782,52.70 亿,8.1,236.01,218.03,218.03,222.02,9.26,325.96,26.53,CPO概念
15,000988,华工科技,114.93,4.09,4.52,1112309,126.65 亿,9.13,117.85,107.77,108.21,110.41,11.07,78.57,10.45,CPO概念
