序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率,所属板块
1,300548,长芯博创,231.86,12.34,25.47,314150,69.94 亿,15.94,233.0,200.11,200.11,206.39,11.67,201.89,34.41,F5G概念
2,000070,特发信息,20.88,10.01,1.9,1862159,35.91 亿,14.65,20.88,18.1,18.67,18.98,20.95,1763.28,12.47,F5G概念
3,002281,光迅科技,108.09,10.0,9.83,891018,93.81 亿,12.21,108.09,96.09,96.13,98.26,11.43,90.96,8.92,F5G概念
4,688313,仕佳光子,106.98,8.27,8.17,592664,61.34 亿,16.25,112.64,96.58,96.84,98.81,13.11,141.53,31.84,F5G概念
5,600498,烽火通信,54.95,7.22,3.7,1414581,73.72 亿,10.3,54.98,49.7,51.2,51.25,11.12,109.18,4.68,F5G概念
6,000988,华工科技,114.93,4.09,4.52,1112309,126.65 亿,9.13,117.85,107.77,108.21,110.41,11.07,78.57,10.45,F5G概念
7,000810,创维数字,11.98,3.81,0.44,387687,4.65 亿,6.41,12.28,11.54,11.6,11.54,3.49,76.61,2.12,F5G概念
8,603083,剑桥科技,115.55,3.59,4.0,430281,49.60 亿,3.68,117.04,112.93,112.93,111.55,15.61,154.65,5.47,F5G概念
9,300252,金信诺,14.51,3.27,0.46,455508,6.47 亿,6.05,14.65,13.8,13.91,14.05,8.15,913.22,4.4,F5G概念
10,603118,共进股份,14.41,3.22,0.45,961351,13.60 亿,6.38,14.47,13.58,13.67,13.96,12.21,98.61,2.25,F5G概念
11,603803,瑞斯康达,14.34,2.43,0.34,915745,12.87 亿,7.43,14.5,13.46,13.8,14.0,21.55,-97.05,3.88,F5G概念
12,605277,新亚电子,23.87,1.75,0.41,104067,2.47 亿,4.22,24.05,23.06,23.06,23.46,3.27,36.57,4.79,F5G概念
13,600487,亨通光电,59.54,1.67,0.98,1941819,114.02 亿,8.01,60.8,56.11,57.21,58.56,7.94,46.36,4.77,F5G概念
14,002396,星网锐捷,27.94,1.23,0.34,168788,4.68 亿,3.59,28.08,27.09,27.18,27.6,2.89,40.02,2.35,F5G概念
15,603890,春秋电子,15.78,1.09,0.17,424368,6.67 亿,2.82,15.91,15.47,15.47,15.61,9.5,22.89,2.31,F5G概念
