序号,代码,名称,最新价,涨跌额,涨跌幅,昨收,今开,最高,最低,成交量,成交额,成交额(亿元)
1,sh000001,上证指数,3966.1712,-28.826,-0.722,3994.9975,3967.6296,3979.1271,3955.2458,541569801.0,902481840101,9024.82 亿
2,sz399001,深证成指,13996.266,-46.23,-0.329,14042.496,13928.428,14058.053,13891.479,65183680950.0,1231564810590,12315.65 亿
3,Total,沪深总成交额,,,,,,,,,2134046650691,21340.47 亿
