序号,代码,名称,最新价,涨跌额,涨跌幅,昨收,今开,最高,最低,成交量,成交额,成交额(亿元)
1,sh000001,上证指数,3940.5509,7.852,0.2,3932.6992,3935.5479,3951.3221,3925.7198,529992688.0,915566238949,9155.66亿
2,sz399001,深证成指,13703.208,-71.707,-0.521,13774.915,13782.861,13843.923,13655.835,64427550432.0,1044768430082,10447.68亿
3,Total,沪深总成交额,,,,,,,,,1960334669031,19603.35亿
