序号,名称,代码,连板数,涨停统计,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,所属行业
1,爱仕达,002403,4,4天4板,9.991942405700684,13.65,5.92亿,40.56亿,46.50亿,14.694936752319336,83718439,092500,093403,1,小家电
2,亚盛集团,600108,4,9天5板,10.0,5.28,8895.30万,102.80亿,102.80亿,0.8653258681297302,555415132,092503,092503,0,种植业
3,百大集团,600865,4,4天4板,10.00800609588623,13.74,5883.69万,51.70亿,51.70亿,1.1381452083587646,235053463,092501,092501,0,一般零售
4,海欣食品,002702,3,3天3板,10.048623085021973,6.79,5.98亿,31.15亿,37.74亿,19.385509490966797,68849242,092500,093639,2,食品加工
5,敦煌种业,600354,3,8天5板,9.968521118164062,10.48,5.13亿,55.31亿,55.31亿,9.317177772521973,120265336,093103,093339,2,种植业
6,中国出版,601949,3,3天3板,9.984399795532227,7.05,3.79亿,134.23亿,134.23亿,2.86175274848938,97957635,093042,093042,0,出版
7,桂林旅游,000978,2,2天2板,10.027472496032715,8.01,2.05亿,37.50亿,37.50亿,5.458022594451904,165162915,093000,093000,0,旅游及景
8,华脉科技,603042,2,2天2板,9.980557441711426,16.97,1.13亿,35.43亿,35.43亿,3.178022623062134,74463239,092503,092503,0,通信设备
9,读者传媒,603999,2,2天2板,9.954751014709473,7.29,6914.01万,41.99亿,41.99亿,1.6465694904327393,129885638,092503,092503,0,出版
10,华盛昌,002980,2,4天3板,10.0,129.91,22.89亿,131.58亿,244.77亿,17.609006881713867,7701064,095442,142721,27,电网设备
11,澳洋健康,002172,2,6天3板,9.935205459594727,5.09,8.17亿,38.95亿,38.98亿,22.233190536499023,58052468,134342,134421,1,医疗服务
12,集泰股份,002909,2,7天6板,9.96216869354248,8.72,11.43亿,33.17亿,34.01亿,35.7491455078125,18533488,102818,144800,9,化学制品
13,中百集团,000759,2,2天2板,10.0,7.7,4.55亿,50.49亿,50.51亿,9.017088890075684,173749013,093006,093048,1,一般零售
14,中京电子,002579,2,2天2板,9.993552207946777,17.06,8.37亿,99.53亿,104.51亿,8.468289375305176,240187740,093036,093036,0,元件
15,百合花,603823,2,2天2板,9.993108749389648,63.84,4.28亿,265.81亿,265.81亿,1.618415355682373,169137696,093055,093055,0,化学制品
16,华体科技,603679,2,2天2板,10.01262092590332,26.15,2.52亿,46.46亿,46.46亿,5.538900852203369,43996381,093552,093552,0,光学光电
17,金正大,002470,2,6天3板,10.0,2.53,8.14亿,83.13亿,83.14亿,10.115416526794434,120321375,095203,095203,0,农化制品
18,上海电影,601595,2,2天2板,9.985458374023438,22.69,10.10亿,101.70亿,101.70亿,10.38203239440918,51522636,101622,112413,1,影视院线
19,博瑞传播,600880,1,首板,10.096153259277344,4.58,6735.06万,50.06亿,50.07亿,1.3453760147094727,100469325,092503,092503,0,教育
20,红棉股份,000523,1,首板,10.0,3.96,4.97亿,71.07亿,72.68亿,6.9908037185668945,201191958,092500,092500,0,综合Ⅱ
21,三孚股份,603938,1,首板,10.00247573852539,44.43,1.84亿,170.00亿,170.00亿,1.0840235948562622,212107042,092502,092502,0,化学原料
22,泸天化,000912,1,首板,10.0,4.73,2.27亿,74.17亿,74.17亿,3.1297032833099365,124946261,093451,093451,0,农化制品
23,中粮科技,000930,1,首板,10.0,5.83,2.33亿,108.22亿,108.23亿,2.17305588722229,119326632,093118,093118,0,农产品加
24,中粮糖业,600737,1,首板,9.993943214416504,18.16,17.67亿,388.41亿,388.41亿,4.554940223693848,288829352,093012,093724,1,农产品加
25,我爱我家,000560,1,8天4板,9.904153823852539,3.44,21.79亿,80.59亿,81.03亿,27.648754119873047,57644231,093133,105154,3,房地产服
26,武汉凡谷,002194,1,首板,10.029790878295898,11.08,5.73亿,57.02亿,75.71亿,10.19539737701416,86498790,093903,093903,0,通信设备
27,热威股份,603075,1,首板,9.984235763549805,20.93,1.21亿,8.87亿,84.22亿,13.849085807800293,34768476,093702,093826,1,家电零部
28,深物业A,000011,1,首板,9.965237617492676,9.49,3.23亿,49.96亿,56.56亿,6.608541965484619,58406205,094345,104321,1,房地产开
29,新 华 都,002264,1,首板,9.985734939575195,7.71,3.12亿,50.18亿,55.50亿,6.349761962890625,32856928,093924,094103,1,广告营销
30,贵州燃气,600903,1,首板,10.015174865722656,7.25,4.24亿,84.39亿,84.39亿,5.189721584320068,44158249,094954,094954,0,燃气Ⅱ
31,生 意 宝,002095,1,首板,9.97977066040039,16.31,2.30亿,41.05亿,41.22亿,5.666959762573242,41662019,095030,103342,4,数字媒体
32,苏垦农发,601952,1,首板,9.968847274780273,10.59,6.01亿,145.93亿,145.93亿,4.2109375,31267875,095135,141608,1,种植业
33,国脉科技,002093,1,首板,10.01430606842041,7.69,2.06亿,77.48亿,77.48亿,2.7062134742736816,60235770,094136,094309,1,教育
34,川发龙蟒,002312,1,首板,10.011778831481934,9.34,4.21亿,176.03亿,176.31亿,2.4525694847106934,91008072,095145,095145,0,农化制品
35,粤桂股份,000833,1,首板,10.024096488952637,22.83,9.00亿,103.58亿,195.22亿,8.897505760192871,122930965,095342,095342,0,综合Ⅱ
36,慈文传媒,002343,1,首板,9.946714401245117,6.19,2.80亿,29.32亿,29.32亿,9.849508285522461,45638127,095345,095345,0,影视院线
37,赤天化,600227,1,首板,9.977827072143555,4.96,13.81亿,63.37亿,83.76亿,22.434480667114258,96834576,100348,100348,0,农化制品
38,黑猫股份,002068,1,首板,10.036275863647461,9.1,4.79亿,66.89亿,66.92亿,7.342739105224609,110913630,100821,100821,0,橡胶
39,中信出版,300788,1,首板,19.992441177368164,31.75,4.74亿,60.37亿,60.37亿,8.038463592529297,51069875,093551,093551,0,出版
40,众泰汽车,000980,1,首板,10.179640769958496,1.84,6.42亿,92.78亿,92.78亿,7.011051654815674,38793314,093348,095642,4,汽车零部
41,精艺股份,002295,1,首板,10.031347274780273,10.53,1.81亿,26.37亿,26.39亿,6.909456729888916,91436191,093030,093327,1,工业金属
