序号,名称,代码,涨停统计,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,首次封板时间,炸板次数,振幅,所属行业
1,华能蒙电,600863,2天1板,-0.7380073666572571,5.38,5.96,29.21 亿,351.15 亿,421.53 亿,7.829881191253662,-0.5545286536216736,093041,1,11.070110321044922,电力
2,嘉环科技,603206,3天2板,-4.660009384155273,20.05,23.13,11.00 亿,61.19 亿,61.19 亿,16.569602966308594,0.0,093106,2,15.121255874633789,通信服务
3,贵州燃气,600903,6天4板,1.4447884559631348,9.83,10.66,22.90 亿,113.05 亿,113.05 亿,19.209909439086914,-0.20304569602012634,093131,9,8.875128746032715,燃气Ⅱ
4,中科飞测,688361,0天0板,17.433107376098633,258.94,264.6,44.11 亿,906.71 亿,906.71 亿,4.947607517242432,0.0,093245,8,15.691609382629395,半导体
5,奥赛康,002755,0天0板,6.013639450073242,17.1,17.74,6.82 亿,158.71 亿,158.72 亿,4.212807655334473,0.0,093524,1,9.485430717468262,化学制药
6,智微智能,001339,0天0板,5.990825653076172,115.53,119.9,21.69 亿,143.87 亿,291.47 亿,15.152613639831543,-0.008655011653900146,093533,1,9.697248458862305,计算机设
7,友邦吊顶,002718,0天0板,4.239747524261475,82.61,87.18,2.25 亿,77.64 亿,106.94 亿,2.8326523303985596,0.06056201457977295,093842,1,10.170347213745117,装修建材
8,维信诺,002387,0天0板,4.939759254455566,8.71,9.13,6.71 亿,121.50 亿,121.66 亿,5.431670665740967,0.0,094736,1,10.481927871704102,光学光电
9,华亚智能,003043,0天0板,4.13040018081665,65.8,69.51,7.08 亿,55.16 亿,88.06 亿,12.661121368408203,0.015199878253042698,095045,1,8.751384735107422,半导体
10,锐翔智能,920178,0天0板,25.004032135009766,310.01,322.4,19.40 亿,45.29 亿,204.41 亿,46.36356735229492,0.10979429632425308,095840,1,33.16532516479492,自动化设
11,长电科技,600584,0天0板,8.896563529968262,66.22,66.89,186.83 亿,1184.95 亿,1184.95 亿,15.98110580444336,0.0,100730,3,11.708600997924805,半导体
12,永和智控,002795,0天0板,7.255520820617676,10.2,10.46,5.59 亿,44.31 亿,45.05 亿,12.807092666625977,0.0,105154,1,11.041009902954102,通用设备
13,联泓新科,003022,0天0板,5.168820381164551,25.23,26.39,14.76 亿,336.68 亿,336.96 亿,4.33198881149292,0.0,105318,1,10.004168510437012,光伏设备
14,特发信息,000070,0天0板,5.756929397583008,19.84,20.64,31.14 亿,169.97 亿,172.29 亿,18.315507888793945,0.0,130033,3,11.407249450683594,通信设备
15,德业股份,605117,0天0板,7.657171726226807,169.7,173.39,44.37 亿,1543.18 亿,1543.18 亿,2.874282121658325,-0.005892404820770025,130259,1,10.264543533325195,光伏设备
16,菲沃泰,688371,0天0板,11.922141075134277,41.4,44.39,14.07 亿,138.89 亿,138.89 亿,10.214284896850586,0.0,130437,1,23.222492218017578,电子化学
17,集泰股份,002909,0天0板,5.376344203948975,6.86,7.16,2.55 亿,26.10 亿,26.75 亿,9.769477844238281,-0.2906976640224457,135639,1,12.596006393432617,化学制品
18,沃格光电,603773,0天0板,9.939205169677734,77.76,77.8,24.62 亿,174.69 亿,174.76 亿,15.020962715148926,0.02572678215801716,143700,3,15.000706672668457,光学光电
19,海象新材,003011,0天0板,9.137930870056152,25.32,25.52,2.67 亿,19.46 亿,26.00 亿,14.183235168457031,-0.5108055472373962,143921,1,11.336206436157227,家居用品
