序号,名称,代码,连板数,涨停统计,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,所属行业
1,利仁科技,001259,8,8天8板,9.99863338470459,80.53,7.64 亿,38.29 亿,59.26 亿,20.793535232543945,18736834,144436,144436,0,小家电
2,威龙股份,603779,6,9天7板,10.0,13.2,6734.79 万,43.83 亿,43.83 亿,1.5363972187042236,551150028,092501,092501,0,非白酒
3,达实智能,002421,4,4天4板,10.051546096801758,4.27,22.30 亿,85.54 亿,90.55 亿,26.12929916381836,130102736,092500,100036,8,IT服务Ⅱ
4,诚邦股份,603316,3,3天3板,9.991119384765625,24.77,3.58 亿,65.46 亿,65.46 亿,5.533083438873291,41557941,093118,093154,1,基础建设
5,川润股份,002272,3,3天3板,10.013233184814453,24.94,15.05 亿,101.79 亿,120.93 亿,14.88798713684082,130332075,092500,095112,2,通用设备
6,三孚股份,603938,3,10天5板,10.006138801574707,53.76,4.20 亿,205.70 亿,205.70 亿,2.075835943222046,147954885,093108,093108,0,化学原料
7,合百集团,000417,3,3天3板,10.046189308166504,9.53,9.23 亿,74.24 亿,74.32 亿,12.55815315246582,282265258,093118,093118,0,一般零售
8,可立克,002782,2,6天4板,10.00362491607666,30.35,12.76 亿,147.65 亿,150.53 亿,8.788043022155762,45575077,093709,112633,2,其他电子
9,法拉电子,600563,2,2天2板,10.0,162.36,12.40 亿,365.31 亿,365.31 亿,3.4404964447021484,192179524,093344,093850,2,元件
10,凯迪股份,605288,2,2天2板,10.0,104.61,4.81 亿,73.44 亿,73.93 亿,6.869324207305908,17778469,142337,143443,3,自动化设
11,潍柴重机,000880,1,首板,10.0,35.42,7.02 亿,80.41 亿,164.30 亿,8.752415657043457,213799760,093003,093003,0,汽车零部
12,世嘉科技,002796,1,首板,9.997934341430664,53.25,7.16 亿,121.25 亿,134.39 亿,5.9384446144104,46670323,093030,093215,1,通信设备
13,绿通科技,301322,1,首板,20.0,54.12,1.98 亿,52.07 亿,77.21 亿,3.8034207820892334,250057509,092500,092500,0,摩托车及
14,福星股份,000926,1,首板,10.144927024841309,2.28,2.04 亿,35.87 亿,36.32 亿,5.755711078643799,47392944,093039,093527,1,房地产开
15,市北高新,600604,1,首板,9.979633331298828,5.4,1.11 亿,76.00 亿,101.16 亿,1.4565845727920532,96759527,092504,092504,0,房地产开
16,龙星科技,002442,1,首板,10.016420364379883,6.7,2.65 亿,33.01 亿,33.72 亿,8.097368240356445,48032300,093242,094906,1,橡胶
17,汉钟精机,002158,1,首板,10.015698432922363,35.04,3.08 亿,186.96 亿,187.37 亿,1.6701072454452515,90171936,093239,093239,0,通用设备
18,欧晶科技,001269,1,首板,10.017969131469727,24.49,1.25 亿,47.12 亿,47.12 亿,2.674525022506714,109146860,093336,093336,0,光伏设备
19,四环生物,000518,1,首板,10.0,3.41,2.26 亿,35.11 亿,35.11 亿,6.620346546173096,28036638,093612,094751,2,生物制品
20,大众交通,600611,1,首板,10.0,5.06,4.34 亿,79.10 亿,119.62 亿,5.570704460144043,46230943,093856,093856,0,铁路公路
21,黑芝麻,000716,1,首板,10.060362815856934,5.47,1.97 亿,40.41 亿,41.18 亿,4.945888042449951,71290258,093903,093903,0,休闲食品
22,晶方科技,603005,1,首板,10.014947891235352,36.8,24.24 亿,240.00 亿,240.00 亿,10.260985374450684,310363324,094344,094344,0,半导体
23,杭电股份,603618,1,首板,9.997417449951172,42.58,26.79 亿,294.39 亿,294.39 亿,9.358060836791992,166158103,094507,095431,1,电网设备
24,利和兴,301013,1,首板,20.0,36.36,22.12 亿,68.81 亿,84.99 亿,33.280250549316406,121811999,094742,103051,1,专用设备
25,大胜达,603687,1,首板,10.00621509552002,17.7,8.91 亿,97.36 亿,97.36 亿,9.424199104309082,191430810,095514,095514,0,包装印刷
26,上海合晶,688584,1,首板,20.0,32.16,12.26 亿,110.41 亿,215.21 亿,11.625407218933105,90090547,101333,101333,0,半导体
27,和顺石油,603353,1,首板,9.991708755493164,53.06,4.25 亿,90.42 亿,91.21 亿,4.881831645965576,40279968,101354,102036,1,炼化及贸
28,和展能源,000809,1,首板,10.075567245483398,4.37,7600.70 万,36.04 亿,36.04 亿,2.1087636947631836,77009451,092500,092500,0,风电设备
29,金利华电,300069,1,首板,20.0,36.72,2505.33 万,42.96 亿,42.96 亿,0.5831453204154968,539869190,092500,092500,0,电网设备
30,张江高科,600895,1,首板,10.005766868591309,38.15,22.24 亿,590.83 亿,590.83 亿,3.9083123207092285,297090073,102328,102328,0,房地产开
31,雅运股份,603790,1,首板,9.993155479431152,32.14,1.91 亿,61.50 亿,61.50 亿,3.170537233352661,1850942,101527,101527,0,化学制品
32,声迅股份,003004,1,首板,9.992688179016113,45.13,2.10 亿,31.02 亿,36.94 亿,7.216111660003662,24216758,102430,112600,2,计算机设
33,国风新材,000859,1,首板,10.031347274780273,10.53,9.36 亿,94.34 亿,94.35 亿,10.30238151550293,89201704,102633,102633,0,塑料
34,交大昂立,600530,1,9天5板,10.029069900512695,7.57,3.53 亿,58.66 亿,58.66 亿,6.362917423248291,14218178,103606,104321,1,食品加工
35,宏盛股份,603090,1,首板,10.007651329040527,71.89,6.44 亿,71.89 亿,71.89 亿,9.225899696350098,61214335,104831,105104,1,通用设备
36,金徽酒,603919,1,首板,10.027100563049316,20.3,3.46 亿,102.97 亿,102.97 亿,3.445180892944336,33683993,103417,103417,0,白酒Ⅱ
37,密封科技,301020,1,首板,20.007740020751953,31.01,3.96 亿,45.40 亿,45.40 亿,9.37024974822998,73064645,103600,103600,0,汽车零部
38,滨海能源,000695,1,首板,9.98641300201416,16.19,3.31 亿,35.91 亿,37.52 亿,9.611059188842773,71550069,111457,111457,0,电池
39,法尔胜,000890,1,首板,10.017123222351074,12.85,7.94 亿,53.90 亿,53.91 亿,15.68266773223877,96112860,111509,130121,1,环保设备
40,万润科技,002654,1,6天3板,9.98288631439209,19.28,47.80 亿,162.96 亿,162.97 亿,30.15134620666504,32495071,112733,145054,4,光学光电
41,国投中鲁,600962,1,首板,9.984089851379395,27.65,2.71 亿,72.50 亿,72.50 亿,3.855196714401245,105540879,130115,130115,0,农产品加
42,多氟多,002407,1,4天2板,10.002703666687012,40.69,80.14 亿,438.95 亿,484.39 亿,19.1416072845459,321707143,130409,130409,0,化学制品
43,盛剑科技,603324,1,首板,10.017952919006348,30.64,2.68 亿,45.25 亿,45.25 亿,6.178863525390625,43127025,130537,130634,1,环保设备
44,华源控股,002787,1,首板,9.992193222045898,28.18,5.07 亿,70.69 亿,94.45 亿,7.458430767059326,59893772,105800,105800,0,包装印刷
45,凯瑞德,002072,1,首板,10.070921897888184,7.76,2.41 亿,28.52 亿,28.53 亿,8.600997924804688,3330592,110054,110054,0,贸易Ⅱ
46,银轮股份,002126,1,首板,10.007567405700684,58.15,20.89 亿,461.84 亿,492.42 亿,4.702167987823486,66174700,130903,135012,3,汽车零部
47,智光电气,002169,1,首板,10.0246000289917,17.89,14.91 亿,135.73 亿,140.03 亿,11.493416786193848,73476019,130736,134700,3,电网设备
