序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,动态市盈率,换手率,封单资金,最后封板时间,板上成交额,连续跌停,开板次数,所属行业
1,002392,北京利尔,-10.028653144836426,9.42,7.43 亿,109.04 亿,112.14 亿,21.49879264831543,6.586214542388916,11941734,142706,76455546,1,4,装修建材
2,603082,北自科技,-10.003908157348633,46.06,10.84 亿,18.68 亿,74.72 亿,98.27898406982422,56.28522491455078,13053956,144530,366102198,1,4,自动化设
3,600936,北投科技,-9.931507110595703,5.26,6.52 亿,87.90 亿,87.90 亿,88.02838897705078,7.275331497192383,23917746,131646,205744786,1,16,IT服务Ⅱ
4,000029,深深房Ａ,-9.993202209472656,26.48,6.38 亿,236.11 亿,267.89 亿,-1705.4578857421875,2.5943613052368164,24983350,130621,34241288,1,1,房地产开
5,603121,华培动力,-10.0,20.79,3.27 亿,70.38 亿,70.38 亿,-504.4267578125,4.4251179695129395,25599974,130006,40804533,1,0,汽车零部
6,600539,狮头股份,-9.974093437194824,13.9,3.17 亿,31.97 亿,31.97 亿,1518.7135009765625,9.627852439880371,29552831,101934,43301280,2,1,互联网电
7,600023,浙能电力,-10.0,6.03,13.49 亿,808.55 亿,808.55 亿,21.3407039642334,1.6280113458633423,29639234,134439,156385349,1,6,电力
8,603178,圣龙股份,-10.016834259033203,21.38,6.48 亿,50.54 亿,50.54 亿,66.93788146972656,12.372526168823242,32341526,112117,82523249,1,3,汽车零部
9,002918,蒙娜丽莎,-10.017889022827148,15.09,6.88 亿,32.32 亿,61.69 亿,-85.09112548828125,20.576139450073242,33450485,111230,158643583,1,8,家居用品
10,605299,舒华体育,-9.975550651550293,18.41,6.23 亿,75.34 亿,75.34 亿,77.42567443847656,8.06022834777832,50830010,131604,2219927507,3,0,文娱用品
11,603007,顺景科技,-9.963985443115234,7.5,11.55 亿,52.13 亿,66.35 亿,-272.5756530761719,21.142972946166992,53389597,133328,73773486,1,3,汽车零部
12,002081,金 螳 螂,-10.0,6.21,27.10 亿,164.21 亿,164.90 亿,23.39838981628418,15.691449165344238,73543241,135918,335080787,1,4,装修装饰
13,002348,高乐股份,-10.006540298461914,13.76,4.32 亿,124.33 亿,130.33 亿,-232.5955047607422,3.3953492641448975,76528992,095300,85307872,1,0,文娱用品
14,603278,大业股份,-10.018214225769043,14.82,8.72 亿,50.65 亿,50.65 亿,-51.5611457824707,16.720182418823242,84848145,131713,103886718,1,1,通用设备
15,000767,晋控电力,-10.019646644592285,4.58,12.05 亿,133.38 亿,140.92 亿,56.02297592163086,8.814477920532227,101174709,103909,169182004,1,1,电力
16,002031,巨轮智能,-10.023866653442383,7.54,28.18 亿,144.29 亿,165.83 亿,-115.6653060913086,19.160316467285156,138478886,134312,534036138,1,17,专用设备
17,600156,华升股份,-10.022778511047363,11.85,2.53 亿,47.65 亿,47.65 亿,-205.72976684570312,5.179817199707031,150775714,093700,72370320,1,0,纺织制造
18,600396,华电辽能,-9.969039916992188,14.54,30.31 亿,214.13 亿,214.13 亿,33.94729995727539,13.908052444458008,159170834,131110,445541979,1,8,电力
19,600578,京能电力,-10.036275863647461,7.44,22.22 亿,498.08 亿,498.08 亿,11.306340217590332,4.331145763397217,260108054,100835,5361934889,1,5,电力
20,600208,衢州发展,-10.1010103225708,3.56,12.35 亿,302.88 亿,302.92 亿,24.082637786865234,4.073474407196045,280881504,093603,7190702922,3,2,房地产开
21,600769,祥龙电业,-9.987141609191895,21.0,3.10 亿,78.75 亿,78.75 亿,414.4087829589844,3.8829827308654785,303618126,093147,3206901600,1,0,环境治理
22,601991,大唐发电,-10.023866653442383,7.54,43.35 亿,934.67 亿,1395.41 亿,12.056388854980469,4.546448707580566,1071345736,095839,29453482913,1,1,电力
