序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,动态市盈率,换手率,封单资金,最后封板时间,板上成交额,连续跌停,开板次数,所属行业
14,002931,锋龙股份,-9.992779731750488,62.33,9.43 亿,125.44 亿,136.19 亿,1027.62548828125,7.439385890960693,52027474,130033,369126985,1,32,通用设备
15,600084,中信尼雅,-10.015174865722656,5.93,1194.24 万,66.64 亿,66.64 亿,-255.5540313720703,0.1792161464691162,55986570,092503,93287795,1,0,非白酒
16,002324,普利特,-9.98781967163086,14.78,7.38 亿,114.73 亿,164.40 亿,86.43405151367188,6.3755574226379395,59341700,132151,293779498,1,21,塑料
17,001220,世盟股份,-10.006731033325195,40.11,1.22 亿,9.07 亿,37.02 亿,25.42308235168457,12.960580825805664,59698159,103145,28045312,1,1,物流
18,001331,胜通能源,-9.993943214416504,44.58,3.16 亿,74.84 亿,125.82 亿,212.56692504882812,4.131226062774658,66120833,100606,92204814,1,2,燃气Ⅱ
19,600422,昆药集团,-10.03649616241455,9.86,1.67 亿,74.64 亿,74.64 亿,-13.16048812866211,2.2329115867614746,67856589,093421,1289619966,1,2,中药Ⅱ
20,001234,泰慕士,-10.008387565612793,32.19,4.39 亿,29.45 亿,35.22 亿,63.75325393676758,13.564334869384766,74857619,094654,60739311,1,2,服装家纺
21,002691,冀凯股份,-9.918699264526367,5.54,1450.37 万,18.61 亿,18.84 亿,-30.810848236083984,0.7792123556137085,83736878,092500,78955526,2,0,专用设备
22,600126,杭钢股份,-10.019083976745605,9.43,18.14 亿,318.47 亿,318.47 亿,828.6881713867188,5.648815155029297,85912825,105803,556833012,1,13,普钢
23,000632,三木集团,-9.978307723999023,4.15,3255.76 万,19.32 亿,19.32 亿,-10.603264808654785,1.6853941679000854,113984730,092500,185868955,1,0,综合Ⅱ
24,002787,华源控股,-10.009354591369629,19.24,4.78 亿,48.27 亿,64.49 亿,62.973846435546875,9.364189147949219,138240073,093724,102953240,1,0,包装印刷
25,600736,苏州高新,-10.0,7.65,13.02 亿,88.07 亿,88.07 亿,59.6740837097168,14.604990005493164,138494957,103140,9696628050,1,7,房地产开
26,601567,三星电气,-10.012110710144043,22.29,5.57 亿,313.22 亿,313.22 亿,46.79828643798828,1.776453971862793,141167206,094444,3855618143,1,8,电网设备
27,001325,元创股份,-10.003091812133789,58.21,1.51 亿,11.41 亿,45.64 亿,28.921239852905273,12.659581184387207,146586517,102709,46987112,1,0,橡胶
28,600053,九鼎投资,-9.992913246154785,12.7,2067.31 万,55.06 亿,55.06 亿,-82.69862365722656,0.37546640634536743,147815985,092503,238540290,1,0,多元金融
29,600810,神马股份,-10.012063026428223,7.46,4445.64 万,80.62 亿,81.36 亿,-37.55915832519531,0.5514026284217834,152966613,092503,601629604,1,0,化学纤维
30,000716,黑芝麻,-10.0,4.59,2899.69 万,33.91 亿,34.56 亿,26.259855270385742,0.855217456817627,155110824,092500,229639536,1,0,休闲食品
31,002225,濮耐股份,-9.90654182434082,4.82,4078.54 万,45.72 亿,55.88 亿,73.89344024658203,0.8919990658760071,172783691,092500,205849668,1,0,装修建材
32,603359,东珠生态,-9.98217487335205,5.05,1526.31 万,22.53 亿,22.53 亿,-55.86937713623047,0.6775223016738892,183249102,092504,181659610,1,0,基础建设
33,600965,福成股份,-9.961685180664062,4.7,744.48 万,38.48 亿,38.48 亿,53.65495300292969,0.19347724318504333,199487603,092500,88146620,1,0,养殖业
34,600346,恒力石化,-9.982934951782227,21.1,5.60 亿,1485.25 亿,1485.25 亿,9.496014595031738,0.3767669200897217,327720051,093124,5872954735,1,1,炼化及贸
