序号,代码,名称,最新价,涨跌额,涨跌幅,昨收,今开,最高,最低,成交量,成交额,成交额(亿元)
1,sh000001,上证指数,4086.3442,6.444,0.158,4079.9004,4074.8109,4092.8305,4071.0803,589950867.0,1136051921710,11360.52 亿
2,sz399001,深证成指,14995.748,55.447,0.371,14940.301,14960.024,15054.46,14919.216,70993000124.0,1453399425008,14533.99 亿
3,Total,沪深总成交额,,,,,,,,,2589451346718,25894.51 亿
