序号,股票代码,股票名称,收盘价,对应值,成交量,成交额,指标
1,000070,特发信息,21.1,15.1,18647.1598,380347.6539,振幅值达15%的证券
2,000400,许继电气,25.66,-10.44,9096.0198,234269.3568,跌幅偏离值达7%的证券
3,000889,中嘉博创,3.92,-10.54,21712.1109,87431.2114,跌幅偏离值达7%的证券
4,000919,金陵药业,7.25,-9.11,9858.3371,72400.8748,跌幅偏离值达7%的证券
5,002517,恺英网络,18.17,-10.54,17111.5275,316390.7909,跌幅偏离值达7%的证券
6,002558,巨人网络,31.52,-9.33,15055.6811,483209.0435,跌幅偏离值达7%的证券
7,600423,柳化股份,3.21,-10.14,1031.94,3312.53,跌幅偏离值达7%的证券
8,600594,益佰制药,4.42,-8.17,12165.6419,54388.03,跌幅偏离值达7%的证券
9,601019,山东出版,8.33,-10.01,2140.14,17857.04,跌幅偏离值达7%的证券
10,603230,内蒙新华,11.32,-10.0,2493.56,28769.0,跌幅偏离值达7%的证券
11,603272,联翔股份,33.95,-8.35,1094.68,37522.62,跌幅偏离值达7%的证券
12,000586,汇源通信,21.6,36.31,6942.7425,145359.4086,换手率达20%的证券
13,002263,大东南,4.99,33.21,62379.1737,310455.8929,换手率达20%的证券
14,002328,新朋股份,10.76,40.46,23094.0932,247353.4929,换手率达20%的证券
15,002361,神剑股份,16.7,33.95,28673.7779,481408.7415,换手率达20%的证券
16,002560,通达股份,14.28,35.97,16291.626,224745.4218,换手率达20%的证券
17,600345,长江通信,55.0,21.16,4476.4221,245357.85,换手率达20%的证券
18,600537,亿晶光电,4.21,28.69,33961.5989,143270.98,换手率达20%的证券
19,603202,天有为,101.88,24.69,821.0829,81196.95,换手率达20%的证券
20,603284,林平发展,56.24,29.31,541.5329,30366.77,换手率达20%的证券
21,603538,美诺华,48.07,31.56,6947.9459,334508.28,换手率达20%的证券
22,920011,晨光电机,24.82,22.41,416.8509,10335.18,换手率达20%的证券
23,920088,科力股份,55.52,29.5,960.7081,53197.75,换手率达20%的证券
24,920158,长江能科,17.4,21.56,822.3536,13914.5,换手率达20%的证券
25,920181,赛英电子,60.95,56.04,561.4871,34257.03,换手率达20%的证券
26,001299,美能能源,16.85,22.79,4215.3266,65012.7249,连续三个交易日内，涨幅偏离值累计达20%的证券
27,001309,德明利,481.49,20.95,6265.826,2748023.4113,连续三个交易日内，涨幅偏离值累计达20%的证券
28,002418,康盛股份,6.26,23.48,47874.8297,271887.4742,连续三个交易日内，涨幅偏离值累计达20%的证券
29,600337,美克家居,3.22,24.01,54076.4903,163105.04,连续三个交易日内，涨幅偏离值累计达20%的证券
30,600743,华远控股,2.92,20.6,24445.8159,66643.86,连续三个交易日内，涨幅偏离值累计达20%的证券
31,603256,宏和科技,89.3,20.56,7547.2379,604907.33,连续三个交易日内，涨幅偏离值累计达20%的证券
32,605189,富春染织,17.85,22.76,6165.507,104352.79,连续三个交易日内，涨幅偏离值累计达20%的证券
33,605255,天普股份,115.84,20.43,755.4366,81021.1,连续三个交易日内，涨幅偏离值累计达20%的证券
34,002080,中材科技,50.14,9.46,6398.2945,311283.5222,涨幅偏离值达7%的证券
35,002240,盛新锂能,44.86,9.46,6969.1659,300855.933,涨幅偏离值达7%的证券
36,002436,兴森科技,25.23,9.46,20422.1545,494729.0318,涨幅偏离值达7%的证券
37,002467,二六三,7.87,9.46,35614.8651,273131.734,涨幅偏离值达7%的证券
38,002580,圣阳股份,20.88,9.46,10213.9055,207491.1511,涨幅偏离值达7%的证券
39,600527,江南高纤,2.81,10.14,21202.5665,57299.96,涨幅偏离值达7%的证券
40,600654,中安科,4.49,9.99,30610.9373,133370.6,涨幅偏离值达7%的证券
41,600982,宁波能源,5.79,10.02,11406.1478,63057.82,涨幅偏离值达7%的证券
42,601908,京运通,4.57,10.06,25167.5555,111263.4,涨幅偏离值达7%的证券
43,300164,通源石油,15.09,33.49,19534.2485,287173.0974,
44,301292,海科新源,89.05,38.63,3290.9396,285125.5934,
45,301667,纳百川,108.52,44.61,1003.4249,102662.7728,
46,301683,慧谷新材,119.44,33.37,476.0202,56300.1675,
47,688813,泰金新能,57.6,31.22,939.0361,51118.42,
48,300344,立方退,0.28,0.0,4781.2696,1352.7505,退市整理的证券
49,300390,天华新能,80.2,17.42,11128.8429,835580.7807,
50,301055,张小泉,30.28,17.0,1769.7514,51249.6105,
51,301526,国际复材,14.83,16.04,32182.0244,457745.5387,
52,688081,兴图新科,49.92,20.0,558.081,26044.37,
53,688135,利扬芯片,35.63,20.01,3947.8219,137621.33,
54,688610,埃科光电,110.49,16.26,529.6368,55734.14,
55,688667,菱电电控,134.35,20.0,418.2172,54361.9,
56,920351,华光源海,17.19,35.1,308.7897,5321.95,
