序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率,所属板块
1,300390,天华新能,80.2,17.42,11.9,1112884,83.56 亿,18.18,81.7,69.28,69.36,68.3,16.55,165.66,5.87,锂矿概念
2,002240,盛新锂能,44.86,10.0,4.08,696917,30.09 亿,7.04,44.86,41.99,41.99,40.78,7.63,-46.23,4.01,锂矿概念
3,001203,大中矿业,42.67,10.0,3.88,407540,16.64 亿,12.06,42.67,37.99,38.0,38.79,3.12,82.61,10.04,锂矿概念
4,600773,西藏城投,19.36,10.0,1.76,442099,8.40 亿,9.66,19.36,17.66,17.7,17.6,4.65,-33.33,4.29,锂矿概念
5,000688,国城矿业,45.13,9.99,4.1,268558,11.74 亿,11.53,45.13,40.4,40.4,41.03,2.27,49.68,20.56,锂矿概念
6,002667,威领股份,28.38,8.11,2.13,362457,9.75 亿,11.81,28.66,25.56,26.25,26.25,15.32,-425.1,19.58,锂矿概念
7,002497,雅化集团,26.13,8.02,1.94,891634,23.06 亿,6.95,26.53,24.85,24.85,24.19,8.42,67.63,2.78,锂矿概念
8,002192,融捷股份,78.32,7.04,5.15,476565,36.39 亿,9.64,79.74,72.69,72.93,73.17,18.39,72.95,5.76,锂矿概念
9,002738,中矿资源,82.92,6.64,5.16,503354,40.94 亿,6.21,83.99,79.16,79.97,77.76,7.08,130.73,4.91,锂矿概念
10,300585,奥联电子,17.03,5.91,0.95,136070,2.29 亿,8.77,17.4,15.99,16.03,16.08,7.95,656.57,4.09,锂矿概念
11,002756,永兴材料,75.92,5.78,4.15,247217,18.54 亿,8.36,77.54,71.54,71.77,71.77,6.36,57.75,3.27,锂矿概念
12,000155,川能动力,17.3,4.22,0.7,1077714,18.32 亿,5.78,17.46,16.5,16.54,16.6,5.84,63.56,3.05,锂矿概念
13,002466,天齐锂业,62.1,4.12,2.46,768397,47.18 亿,5.1,62.47,59.43,59.43,59.64,5.21,229.04,2.41,锂矿概念
14,000546,金圆股份,6.51,3.99,0.25,670620,4.33 亿,7.83,6.65,6.16,6.23,6.26,9.63,-37.28,1.25,锂矿概念
15,000792,盐湖股份,38.56,3.07,1.15,1075933,40.73 亿,5.0,38.58,36.71,37.4,37.41,2.03,17.35,4.41,锂矿概念
