序号,代码,名称,最新价,涨跌幅,成交额(亿元)
1,sz300308,中际旭创,612.0,6.398,333.44 亿
2,sz300502,新易盛,477.05,8.322,321.11 亿
3,sz300750,宁德时代,413.0,3.121,222.52 亿
4,sz300274,阳光电源,173.6,5.148,205.47 亿
5,sz000988,华工科技,116.08,-3.259,178.08 亿
6,sz300394,天孚通信,312.0,1.302,128.66 亿
7,sh601899,紫金矿业,31.65,-2.073,123.63 亿
8,sz002384,东山精密,116.06,3.885,108.78 亿
9,sh688256,寒武纪,1025.0,-1.159,105.08 亿
10,sz300059,东方财富,20.21,-5.251,98.13 亿
11,sz300476,胜宏科技,278.72,0.519,93.54 亿
12,sh688525,佰维存储,238.88,-1.768,93.52 亿
13,sz300014,亿纬锂能,70.8,5.577,93.10 亿
14,sh603986,兆易创新,290.2,-4.439,92.59 亿
15,sz300857,协创数据,219.25,-14.887,88.60 亿
16,sh601012,隆基绿能,18.99,2.538,85.23 亿
17,sh601138,工业富联,50.3,-0.317,79.26 亿
18,sz002015,协鑫能科,20.8,3.175,79.04 亿
19,sz002463,沪电股份,84.3,-2.351,78.62 亿
20,sh600821,金开新能,10.71,-3.6,76.60 亿
