序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,动态市盈率,换手率,封单资金,最后封板时间,板上成交额,连续跌停,开板次数,所属行业
1,603527,众源新材,-9.991386413574219,10.45,3.94 亿,33.12 亿,33.12 亿,24.81813621520996,11.613289833068848,4954345,142601,53182526,1,16,工业金属
2,002208,合肥城建,-10.025873184204102,13.91,9.73 亿,111.71 亿,111.74 亿,-213.48951721191406,8.34577465057373,7362563,145333,81355417,1,2,房地产开
3,603353,和顺石油,-10.008956909179688,40.19,5.13 亿,68.49 亿,69.09 亿,237.62432861328125,7.372601509094238,8504605,144232,221117141,1,11,炼化及贸
4,002165,红 宝 丽,-9.982014656066895,10.01,13.49 亿,72.84 亿,73.60 亿,147.3513946533203,18.119491577148438,22013971,144239,137051092,1,4,化学制品
5,603949,雪龙集团,-10.0,21.78,1.34 亿,45.78 亿,45.90 亿,56.39590835571289,2.8975961208343506,22178574,135406,100854468,1,9,汽车零部
6,002109,兴化股份,-10.03787899017334,4.75,6.27 亿,60.62 亿,60.62 亿,-10.739380836486816,10.043004035949707,29853750,141021,37544950,1,0,化学原料
7,002470,金正大,-10.119048118591309,3.02,17.49 亿,99.23 亿,99.24 亿,-252.50213623046875,17.337007522583008,33632538,143318,259311998,1,5,农化制品
8,600370,三房巷,-10.030394554138184,2.96,11.82 亿,115.34 亿,115.34 亿,-18.53386116027832,9.83508014678955,40007496,143701,6639142288,1,5,化学纤维
9,603322,超讯通信,-9.985734939575195,31.55,4.10 亿,49.72 亿,49.72 亿,62.27975082397461,8.099832534790039,40245180,130942,105205110,1,25,通信服务
10,002565,顺灏股份,-10.023309707641602,15.44,41.97 亿,163.66 亿,163.66 亿,182.33592224121094,24.217689514160156,45161212,143648,409517202,1,4,包装印刷
11,600691,潞化科技,-10.04672908782959,3.85,6.70 亿,91.46 亿,91.48 亿,-18.857479095458984,7.252788066864014,66032797,131607,180653243,1,4,农化制品
12,603629,利通电子,-10.004406929016113,61.26,29.53 亿,157.35 亿,160.73 亿,55.82395935058594,17.281448364257812,87125932,133032,163288530,1,0,消费电子
13,600722,金牛化工,-9.983268737792969,16.14,17.34 亿,109.80 亿,109.80 亿,228.5763702392578,15.577177047729492,130202235,135541,5909867885,1,0,化学原料
