序号,名称,代码,涨停统计,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,首次封板时间,炸板次数,振幅,所属行业
1,迪生力,603335,6天3板,-0.5643340945243835,8.81,9.75,10.61 亿,37.72 亿,37.72 亿,27.460248947143555,0.3416856527328491,092502,1,15.237019538879395,汽车零部
2,退市岩石,600696,0天0板,10.606060981750488,0.73,0.73,143.84 万,2.44 亿,2.44 亿,0.6034754514694214,1.388888955116272,093426,1,10.606060981750488,白酒Ⅱ
3,中工国际,002051,2天1板,9.896729469299316,12.77,12.78,16.57 亿,156.61 亿,156.62 亿,10.754651069641113,-0.07824726402759552,093739,26,7.745266914367676,专业工程
4,士兰微,600460,2天1板,8.227311134338379,38.28,38.91,69.08 亿,637.01 亿,637.01 亿,10.750835418701172,-0.2085505723953247,093826,44,5.682782173156738,半导体
5,生益科技,600183,2天1板,7.806020736694336,179.4,183.05,165.61 亿,4295.74 亿,4357.84 亿,3.8378944396972656,-0.055710308253765106,094048,3,4.957634449005127,元件
6,新致软件,688590,0天0板,10.00719928741455,15.28,16.67,6.35 亿,43.02 亿,47.81 亿,14.479098320007324,0.0,095005,3,19.078474044799805,软件开发
7,风华高科,000636,2天1板,8.580655097961426,70.61,71.53,126.85 亿,816.97 亿,816.97 亿,15.517822265625,0.0566813088953495,095048,34,5.428264141082764,元件
8,三川智慧,300066,0天0板,13.758389472961426,6.78,7.15,10.32 亿,67.67 亿,70.51 亿,15.313502311706543,0.0,095606,2,18.791946411132812,通用设备
9,宿迁联盛,603065,10天5板,7.835821151733398,14.45,14.74,9.08 亿,60.54 亿,60.54 亿,15.233570098876953,-1.7006803750991821,095700,7,14.925373077392578,化学制品
10,思进智能,003025,0天0板,2.9533374309539795,17.43,18.62,6.35 亿,39.46 亿,49.49 亿,15.597508430480957,0.0,095921,1,11.75428295135498,通用设备
11,锦龙股份,000712,0天0板,6.584821701049805,9.55,9.86,6.02 亿,85.54 亿,85.57 亿,7.041027545928955,0.0,101018,1,11.830357551574707,证券Ⅱ
12,宝胜股份,600973,0天0板,3.500761032104492,6.8,7.23,4.87 亿,93.25 亿,93.25 亿,5.1442484855651855,-0.14684288203716278,101047,1,10.806696891784668,电网设备
