序号,代码,名称,最新价,涨跌额,涨跌幅,昨收,今开,最高,最低,成交量,成交额,成交额(亿元)
1,sh000001,上证指数,4091.8917,-4.58,-0.112,4096.4717,4094.2124,4103.9259,4077.8702,615668296.0,1369612989674,13696.13 亿
2,sz399001,深证成指,15675.246,144.137,0.928,15531.109,15584.37,15761.004,15537.503,75482880215.0,1695082857789,16950.83 亿
3,Total,沪深总成交额,,,,,,,,,3064695847463,30646.96 亿
