序号,股票代码,股票名称,收盘价,对应值,成交量,成交额,指标
1,000048,京基智农,19.11,17.24,2860.1493,50725.3409,振幅值达15%的证券
2,002980,华盛昌,122.6,15.2,1805.3959,211989.8205,振幅值达15%的证券
3,603065,宿迁联盛,14.45,15.7,6382.3718,90751.78,振幅值达15%的证券
4,603260,合盛硅业,51.03,15.37,5153.0886,246085.74,振幅值达15%的证券
5,603335,迪生力,8.81,16.07,11756.9576,106064.78,振幅值达15%的证券
6,603458,勘设股份,13.38,15.48,4698.9001,66206.63,振幅值达15%的证券
7,000603,盛达资源,27.71,-11.02,1701.0967,47635.6195,跌幅偏离值达7%的证券
8,000893,亚钾国际,43.7,-11.02,2479.4755,112212.1695,跌幅偏离值达7%的证券
9,001203,大中矿业,37.33,-10.04,3803.6213,143958.3417,跌幅偏离值达7%的证券
10,001259,利仁科技,64.51,-9.75,616.24,41335.5816,跌幅偏离值达7%的证券
11,002981,朝阳科技,22.99,-11.02,1133.5892,26614.2345,跌幅偏离值达7%的证券
12,600791,京能置业,9.84,-9.86,293.0,2883.12,跌幅偏离值达7%的证券
13,603039,泛微网络,44.33,-9.88,2529.5201,118665.83,跌幅偏离值达7%的证券
14,603586,金麒麟,17.37,-9.89,360.92,6269.18,跌幅偏离值达7%的证券
15,603766,隆鑫通用,11.5,-8.47,6518.6665,75883.46,跌幅偏离值达7%的证券
16,603778,国晟科技,16.04,-9.88,8123.7301,131204.18,跌幅偏离值达7%的证券
17,002008,大族激光,136.62,8.98,5857.9795,771099.7436,涨幅偏离值达7%的证券
18,002080,中材科技,74.92,8.98,5470.852,403130.4606,涨幅偏离值达7%的证券
19,002436,兴森科技,44.1,8.98,20132.4358,868881.2045,涨幅偏离值达7%的证券
20,002484,江海股份,95.4,8.98,4957.4272,463217.9523,涨幅偏离值达7%的证券
21,002851,麦格米特,163.64,8.98,2986.3706,485233.0436,涨幅偏离值达7%的证券
22,600052,东望时代,4.02,10.25,3016.0809,11520.02,涨幅偏离值达7%的证券
23,600696,退市岩石,0.73,10.72,201.8441,143.84,涨幅偏离值达7%的证券
24,600888,新疆众和,12.49,10.15,10966.945,131235.35,涨幅偏离值达7%的证券
25,601636,旗滨集团,7.88,10.17,15742.6106,120794.78,涨幅偏离值达7%的证券
26,603166,福达股份,14.8,10.15,2253.486,32519.11,涨幅偏离值达7%的证券
27,002354,天娱数科,7.26,26.73,43495.8073,313844.7448,换手率达20%的证券
28,002421,达实智能,4.15,30.82,62755.3738,254301.1809,换手率达20%的证券
29,002806,华锋股份,20.7,28.42,4739.8336,95702.4186,换手率达20%的证券
30,002842,翔鹭钨业,46.35,31.43,8436.8379,382038.5836,换手率达20%的证券
31,002971,和远气体,59.24,27.52,4431.2806,263883.4113,换手率达20%的证券
32,603120,肯特催化,53.01,20.79,787.8495,42358.85,换手率达20%的证券
33,603399,永杉锂业,20.74,22.23,11390.4642,237668.26,换手率达20%的证券
34,603435,嘉德利,68.68,22.24,793.6016,53993.45,换手率达20%的证券
35,603459,红板科技,85.99,24.49,1936.1262,163228.88,换手率达20%的证券
36,920083,金戈新材,51.19,48.08,965.9119,45416.61,换手率达20%的证券
37,920126,永大股份,17.95,54.81,2448.0678,39714.25,换手率达20%的证券
38,920161,龙辰科技,39.8,30.24,1115.7058,45623.49,换手率达20%的证券
39,920206,彩客科技,60.62,25.21,359.4509,22262.21,换手率达20%的证券
40,920211,新睿电子,139.72,34.31,197.6459,25981.66,换手率达20%的证券
41,002552,宝鼎科技,70.93,27.39,2520.7427,154071.9427,连续三个交易日内，涨幅偏离值累计达20%的证券
42,002741,光华科技,35.85,24.24,11245.1945,341935.6977,连续三个交易日内，涨幅偏离值累计达20%的证券
43,002990,盛视科技,54.41,20.24,2281.07,112578.9184,连续三个交易日内，涨幅偏离值累计达20%的证券
44,600110,诺德股份,15.65,25.44,36053.8583,477619.06,连续三个交易日内，涨幅偏离值累计达20%的证券
45,601020,华钰矿业,25.33,20.69,12682.6982,289050.03,连续三个交易日内，涨幅偏离值累计达20%的证券
46,601696,中银证券,13.3,24.16,48007.8584,603734.36,连续三个交易日内，涨幅偏离值累计达20%的证券
47,603407,长裕集团,62.87,22.78,1607.3085,91415.29,连续三个交易日内，涨幅偏离值累计达20%的证券
48,605198,安德利,78.41,30.47,2320.1596,170716.32,连续三个交易日内，涨幅偏离值累计达20%的证券
49,605289,罗曼股份,130.42,20.56,1839.5348,220025.82,连续三个交易日内，涨幅偏离值累计达20%的证券
50,002976,瑞玛精密,27.09,-22.08,2232.7372,63896.5612,连续三个交易日内，跌幅偏离值累计达20%的证券
51,300145,南方泵业,5.65,20.0,23409.6675,125274.0132,
52,300843,胜蓝股份,117.62,20.0,1080.2016,119203.9146,
53,300964,本川智能,113.06,20.0,873.0707,91785.2343,
54,301099,雅创电子,88.87,20.0,1389.6952,118804.0543,
55,301176,逸豪新材,81.5,20.0,2732.3079,215805.2816,
56,688143,长盈通,218.0,15.22,1019.0632,218477.07,
57,688337,普源精电,79.0,17.56,1269.7366,95519.83,
58,688484,南芯科技,52.67,20.0,3931.9342,194971.71,
59,688635,长进光子,509.99,20.0,569.5644,271452.52,
60,688662,富信科技,134.76,15.31,2211.3815,285563.65,
61,300570,太辰光,263.29,35.41,7110.5535,1691460.7943,
62,300620,光库科技,392.49,30.44,5225.6667,1828413.236,
63,300870,欧陆通,373.0,36.63,2417.0418,764952.9457,
64,688388,嘉元科技,70.9,30.18,18812.0763,1193729.35,
65,688757,胜科纳米,57.55,30.33,3052.1418,160588.41,
66,300706,阿石创,80.7,34.27,3901.1651,289577.2826,
67,301310,鑫宏业,37.02,32.75,1997.2847,71731.3505,
68,301313,凡拓数创,60.69,31.74,2498.304,150686.4958,
69,301630,同宇新材,334.5,34.38,343.7513,111601.8002,
70,301669,高特电子,38.31,38.58,3159.0014,123276.3871,
