序号,名称,代码,涨停统计,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,首次封板时间,炸板次数,振幅,所属行业
1,两面针,600249,2天1板,1.8544936180114746,7.14,7.71,9.45 亿,39.27 亿,39.27 亿,23.284786224365234,0.14025245606899261,092501,1,9.985734939575195,个护用品
2,润都股份,002923,2天1板,0.6380510330200195,17.35,18.96,10.39 亿,44.78 亿,58.10 亿,22.70926856994629,-0.7437070608139038,093027,1,15.081206321716309,化学制药
3,三木集团,000632,0天0板,3.1645569801330566,4.89,5.21,4.13 亿,22.76 亿,22.76 亿,17.934473037719727,0.0,093236,1,8.860759735107422,综合Ⅱ
4,明星电力,600101,0天0板,4.075235366821289,9.96,10.53,7.12 亿,54.57 亿,54.57 亿,12.802606582641602,0.0,093330,1,9.508881568908691,电力
5,中超控股,002471,0天0板,6.122448921203613,9.36,9.7,43.35 亿,125.65 亿,128.12 亿,33.893009185791016,-0.10672358423471451,093609,1,11.224489212036133,电网设备
6,招商轮船,601872,2天1板,8.166666030883789,19.47,19.8,64.28 亿,1572.11 亿,1572.11 亿,4.086767673492432,0.46439626812934875,093755,8,9.222222328186035,航运港口
7,华菱线缆,001208,0天0板,5.296610355377197,19.88,20.77,9.87 亿,52.33 亿,126.90 亿,18.64505386352539,0.0,094433,1,10.540254592895508,电网设备
8,长飞光纤,601869,0天0板,7.951298236846924,332.49,338.8,63.38 亿,1351.03 亿,2752.70 亿,4.728627681732178,0.29864251613616943,095321,2,11.00649356842041,通信设备
9,水晶光电,002273,0天0板,6.976744651794434,24.84,25.54,32.57 亿,338.37 亿,345.43 亿,9.548989295959473,0.16129031777381897,095621,1,10.93884563446045,光学光电
10,弘宇股份,002890,0天0板,4.240506649017334,16.47,17.38,1.60 亿,26.60 亿,27.98 亿,5.883478164672852,0.4881024956703186,095748,1,10.94936752319336,专用设备
11,杰瑞股份,002353,0天0板,7.5590081214904785,108.0,110.45,43.35 亿,748.70 亿,1105.76 亿,5.777942657470703,0.5399366617202759,100330,3,6.981376647949219,专用设备
12,招商南油,601975,0天0板,6.430154800415039,4.8,4.96,29.18 亿,224.66 亿,224.66 亿,12.90714168548584,0.0,100852,4,12.416851043701172,航运港口
13,美诺华,603538,10天6板,6.358381271362305,42.32,43.77,39.05 亿,91.51 亿,93.31 亿,43.7974853515625,0.4033214747905731,104134,1,15.204826354980469,化学制药
14,誉衡药业,002437,0天0板,7.605633735656738,3.82,3.91,18.75 亿,79.69 亿,85.18 亿,23.65118408203125,0.0,104757,1,10.704225540161133,化学制药
15,特发信息,000070,0天0板,4.986449718475342,19.37,20.3,38.75 亿,172.14 亿,174.40 亿,22.74998664855957,0.3107198178768158,105839,1,13.712737083435059,通信设备
16,新宏泰,603016,0天0板,7.533670425415039,51.1,52.27,6.63 亿,75.71 亿,75.71 亿,8.891180992126465,0.7094994187355042,132922,1,12.331649780273438,电网设备
17,衢州东峰,601515,2天1板,4.615384578704834,4.76,5.01,9.00 亿,91.60 亿,91.60 亿,9.739730834960938,0.4219409227371216,142618,1,10.10988998413086,包装印刷
18,德龙汇能,000593,0天0板,8.15286636352539,16.98,17.27,6.12 亿,60.87 亿,60.90 亿,10.382217407226562,0.0,145157,1,11.273885726928711,燃气Ⅱ
