序号,名称,代码,连板数,涨停统计,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,所属行业,涨停价,涨速,振幅
1,津药药业,600488,5.0,5天5板,10.06944465637207,6.34,9433.47 万,69.23 亿,69.23 亿,1.362714409828186,307372095.0,092502,092502,0,化学制药,,,
2,新中港,605162,3.0,3天3板,10.023492813110352,14.05,6.43 亿,56.28 亿,56.28 亿,11.562590599060059,31319740.0,093044,102356,1,电力,,,
3,星辉环材,300834,3.0,3天3板,20.005517959594727,43.49,9.40 亿,83.69 亿,84.25 亿,11.652003288269043,61651510.0,093927,094530,3,塑料,,,
4,通达股份,002560,3.0,3天3板,10.025274276733398,13.06,27.09 亿,59.15 亿,68.66 亿,46.584224700927734,20794132.0,093812,135118,21,电网设备,,,
12,重药控股,000950,1.0,首板,10.0,6.49,4.86 亿,112.16 亿,112.16 亿,4.334339618682861,88943509.0,092500,092500,0,医药商业,,,
14,贝肯能源,002828,1.0,首板,9.968101501464844,13.79,3.82 亿,26.69 亿,27.72 亿,14.489245414733887,65392180.0,093430,093430,0,油服工程,,,
24,中油工程,600339,1.0,首板,10.123456954956055,4.46,9.29 亿,249.01 亿,249.01 亿,3.8536293506622314,60728323.0,130129,134826,2,油服工程,,,
25,合富中国,603122,1.0,4天2板,10.00588607788086,18.69,12.77 亿,74.40 亿,74.40 亿,17.98780632019043,144836286.0,132102,132102,0,医疗服务,,,
