序号,代码,名称,最新价,涨跌额,涨跌幅,昨收,今开,最高,最低,成交量,成交额,成交额(亿元)
1,sh000001,上证指数,3764.1547,-118.258,-3.046,3882.4126,3865.3165,3869.2148,3745.1744,650450984.0,1246445452836,12464.45亿
2,sz399001,深证成指,13706.884,-781.77,-5.396,14488.654,14348.215,14350.468,13586.489,76377039459.0,1408513306057,14085.13亿
3,Total,沪深总成交额,,,,,,,,,2654958758893,26549.59亿
