序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业
1,000020,深华发Ａ,9.98288631439209,19.28,5575.93 万,34.93 亿,54.59 亿,1.596375584602356,531035209,092500,092500,0,3/3,3,光学光电
2,000539,粤电力Ａ,10.0,5.61,1.47 亿,143.36 亿,294.54 亿,1.02633798122406,121819915,092500,092500,0,1/1,1,电力
3,000601,韶能股份,9.967320442199707,6.73,2.11 亿,70.63 亿,71.63 亿,2.981525182723999,351132298,092500,092500,0,1/1,1,电力
4,600396,华电辽能,10.0,5.17,3.31 亿,76.14 亿,76.14 亿,4.347825527191162,224291536,092503,092503,0,3/3,3,电力
5,002323,雅博股份,10.181818008422852,3.03,3.41 亿,64.25 亿,64.26 亿,5.387364387512207,146865627,093015,093015,0,4/3,2,专业工程
6,000037,深南电A,10.02087688446045,10.54,1.38 亿,35.72 亿,63.53 亿,3.872288227081299,48484000,093018,093018,0,1/1,1,电力
7,603387,基蛋生物,9.957627296447754,10.38,3.43 亿,52.64 亿,52.64 亿,6.602631092071533,75511240,093048,093209,1,2/2,2,医疗器械
8,603897,长城科技,9.990043640136719,33.14,6.33 亿,68.41 亿,68.41 亿,9.311802864074707,18935466,093107,093813,3,1/1,1,电网设备
9,600468,百利电气,10.061349868774414,8.97,5.72 亿,97.57 亿,97.57 亿,5.910242557525635,75016863,093215,094833,1,1/1,1,电网设备
10,600666,奥瑞德,9.90099048614502,4.44,10.63 亿,107.44 亿,122.16 亿,9.987582206726074,123694137,093336,095830,3,1/1,1,光学光电
11,600370,三房巷,10.0,3.63,14.69 亿,141.45 亿,141.45 亿,10.65034294128418,18258718,093429,142723,7,5/5,5,化学纤维
12,603088,宁波精达,9.991743087768555,13.32,6.95 亿,58.32 亿,66.92 亿,12.155405044555664,38760187,093900,110836,2,1/1,1,通用设备
13,000990,诚志股份,9.989806175231934,10.79,7.56 亿,131.12 亿,131.12 亿,5.877678871154785,119560062,093930,093930,0,1/1,1,化学原料
14,603489,八方股份,9.98800277709961,36.67,2.71 亿,86.03 亿,86.03 亿,3.216427803039551,70678344,093931,095622,1,1/1,1,电机Ⅱ
15,002339,积成电子,10.026385307312012,12.51,4.56 亿,59.90 亿,63.06 亿,7.816102027893066,110368849,093936,093936,0,1/1,1,电网设备
16,605286,同力天启,9.993579864501953,51.4,1.78 亿,86.35 亿,86.35 亿,2.1180951595306396,150422100,094134,094134,0,1/1,1,专用设备
17,600307,酒钢宏兴,10.0,2.42,14.03 亿,151.57 亿,151.57 亿,9.501340866088867,70799469,094152,100422,2,4/3,2,普钢
18,002445,中南文化,10.0,4.07,18.31 亿,96.31 亿,96.73 亿,19.357664108276367,83606115,094218,095115,6,8/6,1,通用设备
19,603803,瑞斯康达,9.966499328613281,13.13,10.24 亿,55.79 亿,55.79 亿,18.736244201660156,32091033,094244,101614,3,7/4,1,通信设备
20,605058,澳弘电子,10.012399673461914,35.49,3.59 亿,50.72 亿,50.72 亿,7.209508419036865,48337380,094341,110059,2,1/1,1,元件
21,603168,莎普爱思,10.014103889465332,7.8,2.32 亿,29.06 亿,29.18 亿,8.119166374206543,68401920,094515,094515,0,1/1,1,化学制药
22,603601,再升科技,10.0,11.77,24.14 亿,134.45 亿,134.45 亿,18.19329071044922,118489767,094515,100657,3,1/1,1,专业工程
23,603098,森特股份,10.012674331665039,17.36,5.30 亿,93.54 亿,93.69 亿,5.771444797515869,27128836,094648,103506,1,1/1,1,专业工程
24,603316,诚邦股份,10.0,16.39,3.07 亿,43.31 亿,43.31 亿,7.25063943862915,53110156,094942,095727,1,1/1,1,基础建设
25,603912,佳力图,9.989258766174316,10.24,4.59 亿,55.48 亿,55.48 亿,8.444404602050781,85286799,095104,095104,0,1/1,1,通用设备
26,300302,同有科技,20.009666442871094,24.83,19.41 亿,91.58 亿,119.00 亿,22.222042083740234,210133012,095321,100836,2,1/1,1,计算机设
27,603757,大元泵业,10.0045166015625,48.71,4.80 亿,90.87 亿,90.87 亿,5.467665672302246,118146105,095816,095816,0,1/1,1,通用设备
28,000815,美利云,10.025062561035156,17.56,13.35 亿,122.09 亿,122.09 亿,11.32656192779541,219400188,100306,100306,0,1/1,1,IT服务Ⅱ
29,001287,中电港,10.0,24.64,10.31 亿,107.77 亿,187.24 亿,9.765342712402344,147993531,100312,100312,0,1/1,1,其他电子
30,003018,金富科技,10.004034042358398,27.27,3.66 亿,26.72 亿,70.90 亿,14.153376579284668,117116414,101645,101645,0,1/1,1,包装印刷
31,002913,奥士康,10.00216007232666,50.92,4.12 亿,153.62 亿,161.60 亿,2.7839670181274414,138463344,102012,102012,0,1/1,1,元件
32,000048,京基智农,10.020661354064941,21.3,2.92 亿,112.11 亿,112.95 亿,2.6866672039031982,158411997,102509,102509,0,1/1,1,养殖业
33,002667,威领股份,9.996517181396484,31.58,6.54 亿,74.72 亿,82.29 亿,9.0737886428833,112797444,103757,103757,0,1/1,1,专用设备
