序号,名称,代码,涨停统计,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,首次封板时间,炸板次数,振幅,所属行业
1,张江高科,600895,0天0板,3.4736533164978027,35.15,37.37,26.74亿,544.36亿,544.36亿,4.766499042510986,0.0,092502,1,7.594936370849609,房地产开
2,星网锐捷,002396,0天0板,-1.2763020992279053,28.62,31.89,51.85亿,216.77亿,217.67亿,23.502592086791992,0.0,093009,1,16.86788558959961,通信设备
3,厦门信达,000701,0天0板,8.108107566833496,4.8,4.88,2.52亿,32.05亿,32.08亿,8.053380966186523,0.0,093024,1,8.783783912658691,贸易Ⅱ
4,今天国际,300532,0天0板,20.06578826904297,7.3,7.3,4.02亿,44.13亿,46.40亿,9.28307056427002,0.0,093139,3,9.539473533630371,IT服务Ⅱ
5,长江材料,001296,0天0板,6.325474262237549,18.49,19.13,1.19亿,14.26亿,27.66亿,8.27323055267334,0.0,095424,1,10.523289680480957,非金属材
6,同飞股份,300990,0天0板,14.687113761901855,120.41,125.99,18.19亿,93.64亿,206.16亿,19.820453643798828,0.0,095430,2,18.08743667602539,通用设备
7,德冠新材,001378,0天0板,8.290946006774902,21.29,21.63,3.07亿,17.96亿,36.90亿,17.198755264282227,0.0,101933,1,6.866734504699707,塑料
8,科莱瑞迪,920072,0天0板,23.510204315185547,30.26,31.85,1.65亿,4.38亿,23.18亿,38.93016815185547,-0.033036008477211,105028,1,30.000001907348633,医疗器械
9,威尔泰,002058,0天0板,6.780660152435303,18.11,18.66,9387.08万,25.92亿,25.98亿,3.6632535457611084,0.0,130845,2,11.733489990234375,电池
10,中恒集团,600252,0天0板,7.881773471832275,2.19,2.23,3.44亿,69.73亿,69.73亿,5.007321357727051,0.0,131048,1,11.330049514770508,中药Ⅱ
11,麦格米特,002851,0天0板,8.488247871398926,172.16,174.56,86.10亿,788.93亿,1001.61亿,11.227791786193848,0.0,132039,1,11.06559944152832,其他电源
12,宏和科技,603256,0天0板,9.021163940429688,206.05,207.9,32.69亿,1812.68亿,1863.90亿,1.8554646968841553,0.0,132250,2,11.29100513458252,玻璃玻纤
13,鹏鼎控股,002938,0天0板,9.283489227294922,105.24,105.93,65.63亿,2431.91亿,2438.98亿,2.763030767440796,0.0,132403,1,8.857735633850098,元件
14,中国巨石,600176,0天0板,8.757231712341309,54.52,55.14,124.00亿,2165.31亿,2182.51亿,5.915420055389404,0.0,132651,1,10.4528226852417,玻璃玻纤
15,山东玻纤,605006,0天0板,7.893019676208496,16.54,16.86,8.08亿,108.11亿,108.11亿,7.65664529800415,0.0,132803,1,10.502283096313477,玻璃玻纤
16,东材科技,601208,0天0板,9.011920928955078,53.95,54.44,41.81亿,544.99亿,544.99亿,7.972533702850342,0.0,133110,1,10.911295890808105,塑料
17,民爆光电,301362,0天0板,15.15151596069336,152.0,158.4,12.42亿,62.24亿,221.84亿,20.60715103149414,0.0,133157,1,19.234848022460938,照明设备
18,大胜达,603687,0天0板,7.142857551574707,15.45,15.86,7.71亿,84.98亿,84.98亿,9.071070671081543,0.0,133601,1,8.668516159057617,包装印刷
19,宝鼎科技,002552,0天0板,7.162585258483887,58.2,59.74,16.37亿,214.47亿,225.81亿,8.00085163116455,0.0,133836,1,16.258516311645508,元件
20,中国铝业,601600,0天0板,9.247842788696289,8.86,8.92,47.74亿,1169.82亿,1519.93亿,4.212065696716309,0.0,141640,1,9.741060256958008,工业金属
21,鼎际得,603255,0天0板,10.016313552856445,33.72,33.72,1.31亿,20.46亿,45.38亿,6.636432647705078,0.0,142355,6,12.528547286987305,化学制品
