序号,名称,代码,连板数,涨停统计,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,所属行业
1,哈药股份,600664,3,3天3板,9.97304630279541,4.08,17.42亿,102.76亿,102.76亿,17.481904983520508,113639460,094201,103543,1,化学制药
2,宏桥控股,002379,2,2天2板,10.0,17.49,18.28亿,198.75亿,2279.14亿,9.738433837890625,96701475,135451,140851,5,工业金属
3,宿迁联盛,603065,2,6天3板,10.0,23.54,12.28亿,98.62亿,98.62亿,12.983049392700195,52567174,095637,103113,3,化学制品
4,云创退,920305,2,2天2板,29.16666603088379,0.93,1790.30万,7542.38万,1.23亿,25.54829978942871,3131232,094507,130001,8,IT服务Ⅱ
5,恒尚节能,603137,2,11天10板,9.989806175231934,32.37,11.31亿,59.22亿,59.22亿,20.184778213500977,38909549,143643,143643,0,装修装饰
6,信通电子,001388,2,2天2板,10.00339126586914,32.44,1.02亿,27.42亿,51.24亿,3.7996702194213867,64953184,093242,093242,0,电网设备
7,神州高铁,000008,1,首板,10.169490814208984,2.6,3196.65万,70.62亿,70.63亿,0.45263102650642395,90075960,092500,092500,0,轨交设备
8,敦煌种业,600354,1,首板,9.959349632263184,5.41,1.72亿,28.55亿,28.55亿,6.058638572692871,21621497,092502,094603,3,种植业
9,力合科创,002243,1,首板,9.951845169067383,6.85,4669.85万,82.48亿,82.93亿,0.5661540031433105,130136300,092500,092500,0,化妆品
10,淳中科技,603516,1,首板,9.996973991394043,109.04,2.29亿,221.64亿,221.64亿,1.0348973274230957,83472955,093042,093048,1,计算机设
11,八方股份,603489,1,首板,9.983360290527344,26.44,3113.61万,62.03亿,62.03亿,0.5056782364845276,52383985,093046,093046,0,电机Ⅱ
12,泰山石油,000554,1,首板,10.085470199584961,6.44,2.54亿,23.14亿,30.75亿,11.094589233398438,53334424,093209,094430,1,炼化及贸
13,艾艾精工,603580,1,4天3板,10.006518363952637,33.75,2075.35万,44.10亿,44.10亿,0.47057774662971497,245510358,092500,092500,0,塑料
14,金煤科技,600844,1,首板,10.204081535339355,2.7,7347.48万,22.21亿,27.45亿,3.31966495513916,23056920,093027,093239,1,化学原料
15,世茂能源,605028,1,首板,9.98502254486084,22.03,1776.09万,35.25亿,35.25亿,0.5058125257492065,38530470,093028,093028,0,电力
16,华脉科技,603042,1,首板,10.008935928344727,12.31,7528.05万,25.70亿,25.70亿,2.9471871852874756,44605802,093038,093038,0,通信设备
17,江苏索普,600746,1,首板,9.961685180664062,5.74,3276.16万,67.03亿,67.03亿,0.48908179998397827,66511676,093002,093002,0,化学原料
18,鑫科材料,600255,1,首板,10.0,3.08,4.54亿,55.63亿,55.63亿,8.323949813842773,53280618,093611,132320,1,金属新材
19,福斯特,603806,1,首板,10.036900520324707,14.91,4.14亿,388.96亿,388.96亿,1.0746134519577026,87625622,093525,093525,0,光伏设备
20,保隆科技,603197,1,首板,9.988860130310059,29.62,1.67亿,62.54亿,63.39亿,2.6883485317230225,71803323,093401,100504,1,汽车零部
21,中百集团,000759,1,首板,9.934853553771973,6.75,5.02亿,44.26亿,44.72亿,11.448139190673828,58451625,093221,132806,2,一般零售
22,天普股份,605255,1,首板,10.006939888000488,79.26,7606.86万,106.27亿,106.27亿,0.7200939655303955,23223021,093054,093054,0,汽车零部
23,广合科技,001389,1,首板,10.0,186.01,24.85亿,283.40亿,879.29亿,8.953948974609375,285373751,095203,112912,1,元件
24,大有能源,600403,1,首板,10.107526779174805,5.12,1.87亿,122.41亿,122.41亿,1.582468032836914,102094909,094611,094611,0,煤炭开采
25,人民同泰,600829,1,首板,10.03671932220459,8.99,1.02亿,52.13亿,52.13亿,1.9930553436279297,30314271,094001,094055,1,医药商业
26,三峡新材,600293,1,3天2板,9.960159301757812,2.76,1.58亿,32.02亿,32.02亿,5.081697463989258,57756416,095358,095358,0,玻璃玻纤
27,豪鹏科技,001283,1,首板,10.011835098266602,46.48,2.82亿,48.06亿,60.28亿,5.969771385192871,25156602,095451,101218,2,电池
28,贤丰控股,002141,1,首板,9.913793563842773,5.1,4.39亿,52.68亿,52.68亿,8.707375526428223,49402680,095809,095942,2,元件
29,气派科技,688216,1,首板,20.00579071044922,41.45,6.28亿,44.04亿,47.42亿,14.885613441467285,89965525,100306,130006,2,半导体
30,药易购,300937,1,首板,20.01034164428711,23.21,2.40亿,15.05亿,22.20亿,16.846790313720703,39108850,100624,102636,1,医药商业
31,悦心健康,002162,1,首板,10.086455345153809,3.82,1.49亿,35.09亿,35.13亿,4.340864658355713,16076546,101203,140518,2,家居用品
32,生益科技,600183,1,首板,10.003718376159668,147.9,117.80亿,3541.47亿,3592.67亿,3.3809616565704346,1050002295,095306,130003,1,元件
33,蓝焰控股,000968,1,首板,10.0,7.04,4.66亿,68.11亿,68.11亿,6.958366394042969,50169152,093957,131421,4,油气开采
34,富春染织,605189,1,首板,9.976798057556152,14.22,3.09亿,33.88亿,33.88亿,9.436286926269531,133065029,102651,102651,0,纺织制造
35,恒逸石化,000703,1,首板,9.984871864318848,14.54,12.51亿,552.87亿,555.66亿,2.3198249340057373,60913876,103024,103136,1,炼化及贸
36,蔚蓝锂芯,002245,1,首板,10.005266189575195,20.89,34.89亿,335.62亿,356.73亿,10.60155200958252,71633669,103200,130018,1,电池
37,友邦吊顶,002718,1,首板,10.0,109.78,2.28亿,103.17亿,142.11亿,2.2588279247283936,33186494,103851,133139,1,装修建材
38,拓山重工,001226,1,首板,10.009488105773926,46.38,5683.17万,15.74亿,34.63亿,3.721585512161255,28152660,110030,110030,0,工程机械
39,迪哲医药-U,688192,1,首板,20.004261016845703,56.33,4.37亿,259.80亿,262.03亿,1.8612887859344482,123308454,130017,130017,0,化学制药
40,成都路桥,002628,1,首板,10.107526779174805,5.12,2.45亿,38.59亿,38.76亿,6.666315078735352,84662272,130127,130127,0,基础建设
41,东山精密,002384,1,4天2板,10.0,260.37,238.56亿,3609.57亿,4768.96亿,6.886468410491943,1179007694,130339,130339,0,元件
42,九安医疗,002432,1,首板,10.00722599029541,60.9,14.24亿,283.35亿,283.73亿,5.1859450340271,124742444,130339,130339,0,医疗器械
43,博杰股份,002975,1,4天2板,10.0,124.52,14.22亿,171.03亿,259.16亿,8.603184700012207,156893705,130418,130418,0,自动化设
44,联化科技,002250,1,首板,9.98542308807373,15.09,3.44亿,135.05亿,135.79亿,2.6334028244018555,39840618,130430,130430,0,农化制品
