序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,动态市盈率,换手率,封单资金,最后封板时间,板上成交额,连续跌停,开板次数,所属行业
1,001359,平安电工,-9.994834899902344,69.7,4.28亿,42.02亿,168.08亿,67.49362182617188,9.89375114440918,211888,150000,21675306,1,8,塑料
2,002774,快意电梯,-10.020039558410645,13.47,2.17亿,37.95亿,45.35亿,-573.5831909179688,5.367124557495117,502431,145654,23387961,1,3,专用设备
3,001358,兴欣新材,-10.007412910461426,24.28,3.03亿,12.38亿,29.91亿,34.76039123535156,22.81644630432129,682268,144815,12628028,1,0,化学制品
4,603211,晋拓股份,-10.01780891418457,20.21,2.33亿,54.93亿,54.93亿,121.22256469726562,4.124455451965332,1645094,144915,40874725,1,23,汽车零部
5,603757,大元泵业,-10.003560066223145,50.56,4.38亿,94.32亿,94.32亿,205.77389526367188,4.510224342346191,1678592,144930,96155008,1,30,通用设备
6,605111,新洁能,-10.00376033782959,47.86,12.72亿,198.78亿,198.78亿,52.56277847290039,6.177224636077881,3264052,145352,132998243,1,35,半导体
7,002879,长缆科技,-9.983268737792969,16.14,6.75亿,22.13亿,31.17亿,575.0347900390625,28.3237361907959,3618588,145500,30619194,1,1,电网设备
8,002881,美格智能,-10.0,33.93,4.59亿,61.75亿,102.49亿,54.920921325683594,7.169110298156738,3820959,145148,18675071,1,0,通信设备
9,000510,新金路,-9.972298622131348,13.0,7.13亿,78.86亿,84.31亿,-41.49058151245117,8.772284507751465,3927300,144015,142292241,1,32,化学原料
10,600379,宝光股份,-9.974424362182617,10.56,2.25亿,34.87亿,34.87亿,94.52262878417969,6.213810443878174,4026528,150000,6118464,1,2,电网设备
11,002990,盛视科技,-9.988080978393555,37.76,3.71亿,52.12亿,98.88亿,648.88134765625,6.871032238006592,5082496,144530,13389696,1,11,计算机设
12,001229,魅视科技,-10.00285816192627,31.49,1.66亿,23.22亿,45.17亿,-240.96646118164062,6.909582138061523,5317401,142342,19617006,1,32,计算机设
13,002353,杰瑞股份,-10.0,125.73,32.86亿,868.84亿,1287.29亿,54.70827865600586,3.7023708820343018,5771007,144942,492828656,1,56,专用设备
14,003018,金富科技,-9.984399795532227,28.85,4.35亿,82.08亿,90.57亿,109.89885711669922,5.113349914550781,5966151,143627,23797837,1,13,包装印刷
15,002272,川润股份,-9.963898658752441,12.47,4.91亿,50.89亿,60.46亿,-48.954429626464844,9.327475547790527,6308011,144233,26972547,1,1,通用设备
16,603067,振华股份,-10.012714385986328,28.31,9.91亿,213.89亿,213.89亿,43.967620849609375,4.535175323486328,7018049,141126,188893913,1,22,化学原料
