序号,股票代码,股票名称,收盘价,对应值,成交量,成交额,指标
1,000428,华天酒店,3.83,21.31,10865.6162,45262.713,振幅值达15%的证券
2,001358,兴欣新材,24.28,16.76,1163.0982,30257.2509,振幅值达15%的证券
3,002774,快意电梯,13.47,16.7,1512.285,21738.688,振幅值达15%的证券
4,002879,长缆科技,16.14,16.36,3884.2894,67457.9169,振幅值达15%的证券
5,002903,宇环数控,23.1,16.13,2785.6699,67670.506,振幅值达15%的证券
6,600539,狮头股份,14.76,18.52,3703.6903,51009.86,振幅值达15%的证券
7,603163,圣晖集成,69.95,16.11,360.76,26510.48,振幅值达15%的证券
8,603358,华达科技,35.41,17.18,1703.3312,64693.98,振幅值达15%的证券
9,603400,华之杰,45.3,16.49,1075.7698,50693.51,振幅值达15%的证券
10,603580,艾艾精工,56.2,18.3,1728.2635,100799.04,振幅值达15%的证券
11,000566,海南海药,5.95,12.46,36553.9447,212700.7156,涨幅偏离值达7%的证券
12,001309,德明利,390.04,12.46,3063.8735,1136574.6076,涨幅偏离值达7%的证券
13,002258,利尔化学,16.18,12.46,3686.2243,59339.0689,涨幅偏离值达7%的证券
14,002585,双星新材,8.66,12.46,12821.3394,108843.3865,涨幅偏离值达7%的证券
15,002703,浙江世宝,14.61,12.46,4903.1243,70333.9421,涨幅偏离值达7%的证券
16,600228,返利科技,7.33,10.68,2416.1946,17180.66,涨幅偏离值达7%的证券
17,600712,南宁百货,5.25,10.69,2004.08,10338.11,涨幅偏离值达7%的证券
18,601616,广电电气,3.8,10.77,5419.95,20388.77,涨幅偏离值达7%的证券
19,603919,金徽酒,16.89,10.66,2311.8919,37780.0,涨幅偏离值达7%的证券
20,605388,均瑶健康,6.12,10.7,1481.9904,8964.76,涨幅偏离值达7%的证券
21,900916,凤凰B股,0.4,9.73,252.2092,101.89,涨幅偏离值达7%的证券
22,002141,贤丰控股,5.67,31.95,33005.1077,192902.0329,换手率达20%的证券
23,002580,圣阳股份,19.36,30.56,13823.3163,261418.4589,换手率达20%的证券
24,600227,赤天化,3.27,23.09,29496.8568,100655.38,换手率达20%的证券
25,600693,东百集团,9.19,21.08,18316.7882,177908.24,换手率达20%的证券
26,603407,长裕集团,58.17,27.76,997.0376,59691.42,换手率达20%的证券
27,603459,红板科技,85.1,22.61,1787.598,155794.46,换手率达20%的证券
28,920065,千岸科技,40.63,62.75,988.3792,44122.52,换手率达20%的证券
29,920117,龙鑫智能,24.8,33.06,668.2089,17068.96,换手率达20%的证券
30,920176,维琪科技,65.26,66.02,524.6629,37932.55,换手率达20%的证券
31,920222,益坤电气,23.3,38.45,444.5493,11313.04,换手率达20%的证券
32,920238,长鹰硬科,61.01,36.96,717.295,47218.0,换手率达20%的证券
33,000721,西安饮食,6.81,20.73,7325.1,46557.9437,连续三个交易日内，涨幅偏离值累计达20%的证券
34,000948,南天信息,15.38,24.97,11157.6549,168073.824,连续三个交易日内，涨幅偏离值累计达20%的证券
35,001323,慕思股份,17.77,20.11,1969.5859,33003.1575,连续三个交易日内，涨幅偏离值累计达20%的证券
36,002279,久其软件,6.8,20.36,27384.5526,184432.6199,连续三个交易日内，涨幅偏离值累计达20%的证券
37,002702,海欣食品,4.94,22.06,9449.216,43201.472,连续三个交易日内，涨幅偏离值累计达20%的证券
38,002827,高争民爆,31.45,22.57,393.5936,11728.2302,连续三个交易日内，涨幅偏离值累计达20%的证券
39,002882,金龙羽,21.62,22.62,2309.7642,47438.6456,连续三个交易日内，涨幅偏离值累计达20%的证券
40,002946,新乳业,17.8,20.91,4463.6656,76289.0849,连续三个交易日内，涨幅偏离值累计达20%的证券
41,003032,传智教育,8.01,22.56,3565.3501,27458.7189,连续三个交易日内，涨幅偏离值累计达20%的证券
42,600199,金种子酒,8.08,20.4,18834.5091,144484.85,连续三个交易日内，涨幅偏离值累计达20%的证券
43,600418,江淮汽车,24.39,20.78,26935.8589,595709.19,连续三个交易日内，涨幅偏离值累计达20%的证券
44,601003,柳钢股份,4.19,21.33,6793.8703,26541.42,连续三个交易日内，涨幅偏离值累计达20%的证券
45,603556,海兴电力,26.99,21.21,3490.9289,88287.56,连续三个交易日内，涨幅偏离值累计达20%的证券
46,605068,明新旭腾,20.59,21.21,1157.09,22733.7,连续三个交易日内，涨幅偏离值累计达20%的证券
47,000938,紫光股份,33.6,-7.54,25394.5439,875528.34,跌幅偏离值达7%的证券
48,002156,通富微电,55.89,-7.54,16102.2815,919132.0254,跌幅偏离值达7%的证券
49,002185,华天科技,14.91,-7.54,39961.3735,618745.4592,跌幅偏离值达7%的证券
50,002281,光迅科技,152.33,-7.54,3946.2888,614668.4424,跌幅偏离值达7%的证券
51,002384,东山精密,161.8,-7.54,10602.9846,1748707.0725,跌幅偏离值达7%的证券
52,600246,万通发展,10.5,-9.4,13515.9232,146808.98,跌幅偏离值达7%的证券
53,600353,旭光电子,21.56,-9.39,3918.6973,87550.86,跌幅偏离值达7%的证券
54,600396,华电辽能,14.54,-9.4,26939.0001,411050.09,跌幅偏离值达7%的证券
55,603211,晋拓股份,20.21,-9.39,1121.06,23344.82,跌幅偏离值达7%的证券
56,603803,瑞斯康达,8.78,-9.42,3926.8872,35767.97,跌幅偏离值达7%的证券
57,002536,飞龙股份,36.83,-21.58,10940.5359,454938.5737,连续三个交易日内，跌幅偏离值累计达20%的证券
58,002851,麦格米特,96.77,-21.2,9445.0806,1008047.8414,连续三个交易日内，跌幅偏离值累计达20%的证券
59,002965,祥鑫科技,29.54,-22.38,5118.0167,173643.3099,连续三个交易日内，跌幅偏离值累计达20%的证券
60,002980,华盛昌,63.53,-20.1,2804.036,201217.2961,连续三个交易日内，跌幅偏离值累计达20%的证券
61,600206,有研新材,35.87,-22.36,33351.8329,1368847.82,连续三个交易日内，跌幅偏离值累计达20%的证券
62,600584,长电科技,64.51,-20.27,46445.1711,3359255.52,连续三个交易日内，跌幅偏离值累计达20%的证券
63,601133,柏诚股份,23.54,-20.14,5093.1871,134917.72,连续三个交易日内，跌幅偏离值累计达20%的证券
64,601208,东材科技,33.26,-21.74,21360.7229,786848.88,连续三个交易日内，跌幅偏离值累计达20%的证券
65,601869,长飞光纤,262.66,-20.4,4105.7541,1175274.28,连续三个交易日内，跌幅偏离值累计达20%的证券
66,603083,剑桥科技,130.13,-23.72,6764.3568,975065.8,连续三个交易日内，跌幅偏离值累计达20%的证券
