序号,代码,名称,最新价,涨跌额,涨跌幅,昨收,今开,最高,最低,成交量,成交额,成交额(亿元)
1,sh000001,上证指数,3804.6926,-23.776,-0.621,3828.469,3812.111,3839.3407,3767.5033,592298923.0,1106477266462,11064.77亿
2,sz399001,深证成指,13285.801,-372.642,-2.728,13658.443,13531.069,13619.032,13068.558,68698474992.0,1236331989082,12363.32亿
3,Total,沪深总成交额,,,,,,,,,2342809255544,23428.09亿
