序号,名称,代码,连板数,涨停统计,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,所属行业
1,爱丽家居,603221,8,8天8板,9.98389720916748,20.49,6786.19万,49.64亿,49.64亿,1.3670495748519897,307037507,092503,092503,0,家居用品
2,明新旭腾,605068,4,4天4板,9.9893159866333,20.59,1.23亿,33.40亿,33.40亿,3.669207811355591,44192317,093006,093015,1,汽车零部
3,传智教育,003032,4,4天4板,10.027472496032715,8.01,1.97亿,22.79亿,32.24亿,8.79758071899414,108070920,093009,093009,0,教育
4,一鸣食品,605179,3,3天3板,9.993753433227539,17.61,4903.50万,70.62亿,70.62亿,0.6943890452384949,159020061,092501,092501,0,饮料乳品
5,均瑶健康,605388,2,2天2板,10.071942329406738,6.12,8964.76万,36.75亿,36.75亿,2.4679932594299316,25568136,093048,093048,0,饮料乳品
6,柳钢股份,601003,2,2天2板,9.973752975463867,4.19,1.55亿,107.38亿,110.37亿,1.478080153465271,42453591,093329,093329,0,普钢
7,高争民爆,002827,2,2天2板,10.003497123718262,31.45,5227.62万,86.80亿,87.13亿,0.6022491455078125,247369975,092500,092500,0,化学制品
8,金龙羽,002882,2,2天2板,10.025444984436035,21.62,3.31亿,53.35亿,93.59亿,6.290442943572998,55688796,093018,094100,1,电网设备
9,返利科技,600228,2,2天2板,10.060060501098633,7.33,1.72亿,30.50亿,30.54亿,5.80764102935791,63224651,093702,093702,0,数字媒体
10,海兴电力,603556,2,2天2板,9.983699798583984,26.99,6.54亿,131.24亿,131.24亿,5.187302112579346,99655986,134907,134907,0,电网设备
11,神雾节能,000820,1,首板,9.965636253356934,3.2,215.30万,9.50亿,20.69亿,0.22655725479125977,46992640,092500,092500,0,环保设备
12,利尔化学,002258,1,首板,9.993202209472656,16.18,5.93亿,129.30亿,129.51亿,4.612689971923828,93644646,092500,095545,2,农化制品
13,广电电气,601616,1,首板,10.144927024841309,3.8,2.04亿,32.44亿,32.44亿,6.348959445953369,29984660,093154,134433,1,电网设备
14,双星新材,002585,1,首板,10.038119316101074,8.66,10.88亿,76.79亿,98.84亿,14.458688735961914,23449487,093103,134336,3,塑料
15,香江控股,600162,1,首板,9.885931968688965,2.89,3.32亿,94.46亿,94.46亿,3.576462507247925,32862479,093423,093423,0,房地产开
16,普联软件,300996,1,首板,20.030935287475586,15.52,7.05亿,51.70亿,61.43亿,14.033964157104492,24708460,093333,093333,0,软件开发
17,浙江世宝,002703,1,首板,10.015060424804688,14.61,7.03亿,85.62亿,120.19亿,8.366419792175293,93291263,093536,100127,1,汽车零部
18,苏州科达,603660,1,4天2板,9.962639808654785,8.83,2.95亿,50.46亿,50.46亿,5.966933250427246,55055412,093615,132536,2,计算机设
19,恒尚节能,603137,1,23天12板,9.987410545349121,26.21,8.15亿,47.95亿,47.95亿,17.302621841430664,41545471,093727,102533,5,装修装饰
20,亿利达,002686,1,首板,10.03787899017334,5.81,1.19亿,30.37亿,32.90亿,3.9518001079559326,40832099,093030,093524,2,通用设备
21,南宁百货,600712,1,首板,10.06289291381836,5.25,1.03亿,28.28亿,28.59亿,3.720571994781494,31490025,093908,093947,1,一般零售
22,海欣食品,002702,1,首板,10.022271156311035,4.94,1.73亿,22.66亿,27.45亿,7.847228527069092,26584116,093945,093945,0,食品加工
23,舍得酒业,600702,1,首板,10.005867958068848,37.49,5.22亿,124.45亿,124.50亿,4.275607585906982,116826375,094211,094541,1,白酒Ⅱ
24,学大教育,000526,1,首板,9.990917205810547,36.33,2.21亿,44.13亿,44.27亿,5.129784107208252,84107583,094200,094200,0,教育
25,税友股份,603171,1,首板,10.0,41.47,3.62亿,168.32亿,168.51亿,2.2028565406799316,67699609,094422,095325,1,IT服务Ⅱ
26,海南海药,000566,1,12天6板,9.981515884399414,5.95,21.27亿,77.16亿,77.19亿,28.1892032623291,22665930,094609,145318,8,化学制药
27,新芝生物,920685,1,首板,30.000001907348633,13.65,1.46亿,7.96亿,12.49亿,18.918806076049805,2706030,094810,141119,5,通用设备
28,美邦股份,605033,1,首板,10.0,18.7,7648.62万,25.28亿,25.28亿,3.1100592613220215,33721710,094351,094351,0,农化制品
29,联环药业,600513,1,首板,9.973752975463867,16.76,5.26亿,47.84亿,47.84亿,11.223847389221191,58497411,095503,100233,2,化学制药
30,英联股份,002846,1,首板,10.040983200073242,10.74,1.25亿,27.94亿,45.11亿,4.5734543800354,49021698,095715,095733,1,包装印刷
31,弘元绿能,603185,1,首板,10.021474838256836,15.37,2.72亿,104.37亿,104.99亿,2.6871252059936523,106044008,095906,095918,1,光伏设备
32,江淮汽车,600418,1,首板,10.013531684875488,24.39,18.08亿,532.68亿,549.79亿,3.515012502670288,195056586,095922,095958,1,商用车
33,昊创瑞通,301668,1,首板,20.0,37.26,2.01亿,9.06亿,40.99亿,23.321840286254883,31546551,100024,100709,2,电网设备
34,中国宝安,000009,1,首板,10.0,7.15,3.90亿,184.19亿,184.41亿,2.181853771209717,111330984,100415,100415,0,综合Ⅱ
35,大明电子,603376,1,首板,10.020790100097656,26.46,7709.51万,8.47亿,105.84亿,9.332751274108887,31754646,100434,100434,0,汽车零部
36,西安饮食,000721,1,首板,10.016155242919922,6.81,1.93亿,34.89亿,39.08亿,5.687481880187988,44994351,095309,095309,0,酒店餐饮
37,纳百川,301667,1,首板,20.0,65.82,2.54亿,15.62亿,73.50亿,17.30352020263672,73529101,100557,100557,0,汽车零部
38,文灿股份,603348,1,首板,9.98509693145752,14.76,8361.96万,46.42亿,46.42亿,1.852920413017273,39425760,101559,101559,0,汽车零部
39,至信股份,603352,1,首板,10.0,27.06,1.16亿,12.27亿,61.34亿,9.701003074645996,87709199,102509,102509,0,汽车零部
40,华建集团,600629,1,3天2板,10.023677825927734,13.94,5.25亿,160.28亿,160.28亿,3.388404369354248,67366653,101932,101932,0,工程咨询
41,特  力Ａ,000025,1,首板,9.98593521118164,15.64,2.23亿,61.43亿,67.42亿,3.7264046669006348,50568030,103718,103718,0,综合Ⅱ
