序号,代码,名称,最新价,涨跌幅,成交额(亿元)
1,sz002384,东山精密,262.49,0.814,372.58亿
2,sh603986,兆易创新,571.79,-2.089,324.95亿
3,sz300308,中际旭创,1169.31,-1.245,292.82亿
4,sz300502,新易盛,556.0,-2.254,249.52亿
5,sz002156,通富微电,78.71,1.079,234.81亿
6,sh600584,长电科技,92.46,-9.971,229.67亿
7,sz000725,京东方Ａ,6.38,-9.117,197.57亿
8,sh688525,佰维存储,304.4,-15.06,168.00亿
9,sh600487,亨通光电,71.05,-4.477,159.03亿
10,sh603259,药明康德,131.5,3.129,151.81亿
11,sz002185,华天科技,23.11,-10.008,151.05亿
12,sh600183,生益科技,152.43,3.063,146.51亿
13,sh688008,澜起科技,252.68,-6.415,139.02亿
14,sz300750,宁德时代,373.0,2.47,134.40亿
15,sh688256,寒武纪,1347.46,-4.503,129.81亿
16,sh688981,中芯国际,153.64,-4.566,129.24亿
17,sz000977,浪潮信息,84.7,-0.294,127.24亿
18,sz002463,沪电股份,137.23,0.073,120.66亿
19,sz000938,紫光股份,35.53,-3.921,118.07亿
20,sz301308,江波龙,488.0,-9.38,117.04亿
