序号,代码,名称,最新价,涨跌额,涨跌幅,昨收,今开,最高,最低,成交量,成交额,成交额(亿元)
1,sh000001,上证指数,3955.5781,-11.548,-0.291,3967.1262,3963.7267,3981.6716,3943.6953,576209492.0,1226298269897,12262.98亿
2,sz399001,深证成指,14779.396,-145.472,-0.975,14924.868,14970.771,15041.33,14741.801,68891973235.0,1344853096374,13448.53亿
3,Total,沪深总成交额,,,,,,,,,2571151366271,25711.51亿
