序号,名称,代码,连板数,涨停统计,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,所属行业
1,哈药股份,600664,4,4天4板,10.049019813537598,4.49,4.94亿,113.08亿,113.08亿,4.429298400878906,440212742,093039,093039,0,化学制药
2,恒尚节能,603137,3,12天11板,10.009267807006836,35.61,10.43亿,65.14亿,65.14亿,16.802797317504883,37860801,141017,141753,3,装修装饰
3,信通电子,001388,3,3天3板,9.987668991088867,35.68,3.59亿,30.16亿,56.36亿,12.043268203735352,35511376,093130,102518,3,电网设备
4,云创退,920305,3,3天3板,29.032257080078125,1.2,1766.57万,9732.10万,1.59亿,19.141511917114258,5255576,095502,100841,3,IT服务Ⅱ
5,九安医疗,002432,2,2天2板,10.0,66.99,2.18亿,311.69亿,312.10亿,0.6997944712638855,331968945,092500,092500,0,医疗器械
6,艾艾精工,603580,2,5天4板,10.014815330505371,37.13,386.51万,48.52亿,48.52亿,0.07966132462024689,235842482,092503,092503,0,塑料
7,贤丰控股,002141,2,2天2板,10.0,5.61,4.96亿,57.95亿,57.95亿,8.609750747680664,63630864,093015,093833,2,元件
8,人民同泰,600829,2,2天2板,10.011122703552246,9.89,2.37亿,57.35亿,57.35亿,4.241408348083496,53255167,093631,093722,1,医药商业
9,赤天化,600227,2,2天2板,10.188679695129395,2.92,4.79亿,37.31亿,49.31亿,13.279516220092773,44231576,103818,103921,1,农化制品
10,江苏索普,600746,2,2天2板,9.930313110351562,6.31,2.78亿,73.69亿,73.69亿,3.925002098083496,42463593,130359,130359,0,化学原料
11,金煤科技,600844,2,2天2板,10.0,2.97,2.64亿,24.44亿,30.19亿,11.285826683044434,35209795,101011,101138,1,化学原料
12,富春染织,605189,2,2天2板,9.98593521118164,15.64,5.57亿,37.26亿,37.26亿,15.870038032531738,37022460,142308,142308,0,纺织制造
13,迪哲医药-U,688192,2,2天2板,20.00710105895996,67.6,10.57亿,311.78亿,314.45亿,3.424961566925049,103894845,093145,093145,0,化学制药
14,世茂能源,605028,2,2天2板,9.986381530761719,24.23,4869.56万,38.77亿,38.77亿,1.2794687747955322,28917293,093248,093336,1,电力
15,大有能源,600403,2,2天2板,9.9609375,5.63,3.73亿,134.60亿,134.60亿,2.91288161277771,72275688,094740,094740,0,煤炭开采
16,天普股份,605255,2,2天2板,10.005046844482422,87.19,1.02亿,116.90亿,116.90亿,0.8877968192100525,20733607,093230,093230,0,汽车零部
17,中利集团,002309,1,首板,10.0401611328125,2.74,1.21亿,65.93亿,82.41亿,1.8351078033447266,59265591,093000,093000,0,电网设备
18,中嘉博创,000889,1,首板,10.033445358276367,3.29,8495.21万,28.62亿,30.80亿,2.970609188079834,48085324,093000,093000,0,通信服务
19,华盛昌,002980,1,首板,10.00538444519043,102.14,5.18亿,103.45亿,193.45亿,5.0065436363220215,102528132,092500,092500,0,电网设备
20,昭衍新药,603127,1,4天2板,9.995654106140137,50.62,21.91亿,319.08亿,379.32亿,6.928284645080566,371543055,092502,093759,2,医疗服务
21,蓝帆医疗,002382,1,首板,9.963099479675293,5.96,1.92亿,59.47亿,60.05亿,3.2471628189086914,146146286,092500,093357,1,医疗器械
22,智度股份,000676,1,首板,9.922179222106934,5.65,2.71亿,71.14亿,71.18亿,3.8517770767211914,60441835,093215,094345,2,广告营销
