序号,股票代码,股票名称,收盘价,对应值,成交量,成交额,指标
1,000011,深物业A,8.26,22.61,3784.4162,29949.3417,连续三个交易日内，涨幅偏离值累计达20%的证券
2,000533,顺钠股份,9.55,22.71,3693.8926,32294.2289,连续三个交易日内，涨幅偏离值累计达20%的证券
3,000668,荣丰控股,17.67,22.7,1084.5906,17644.2201,连续三个交易日内，涨幅偏离值累计达20%的证券
4,001258,立新能源,13.03,20.02,31159.9465,398367.5959,连续三个交易日内，涨幅偏离值累计达20%的证券
5,002083,孚日股份,11.52,22.68,15233.7364,168023.2098,连续三个交易日内，涨幅偏离值累计达20%的证券
6,002199,东晶电子,11.8,22.7,1437.4617,16148.5818,连续三个交易日内，涨幅偏离值累计达20%的证券
7,002218,拓日新能,4.2,22.71,30203.4161,120538.5072,连续三个交易日内，涨幅偏离值累计达20%的证券
8,002265,建设工业,19.34,21.33,4901.2834,86976.8205,连续三个交易日内，涨幅偏离值累计达20%的证券
9,002298,中电鑫龙,8.1,22.75,8469.5804,65253.782,连续三个交易日内，涨幅偏离值累计达20%的证券
10,002300,太阳电缆,7.1,22.83,11628.8053,77746.3667,连续三个交易日内，涨幅偏离值累计达20%的证券
11,002498,汉缆股份,6.5,22.71,15161.5855,92442.801,连续三个交易日内，涨幅偏离值累计达20%的证券
12,003001,中岩大地,20.39,22.68,6362.2776,121144.1845,连续三个交易日内，涨幅偏离值累计达20%的证券
13,600698,湖南天雁,6.84,22.43,10748.3012,69284.8,连续三个交易日内，涨幅偏离值累计达20%的证券
14,600984,建设机械,4.0,22.21,13568.3762,51676.42,连续三个交易日内，涨幅偏离值累计达20%的证券
15,601606,长城军工,32.05,22.36,6072.6307,180507.39,连续三个交易日内，涨幅偏离值累计达20%的证券
16,603580,艾艾精工,46.3,28.53,4650.2308,192769.89,连续三个交易日内，涨幅偏离值累计达20%的证券
17,603956,威派格,6.31,22.25,4168.8439,24839.94,连续三个交易日内，涨幅偏离值累计达20%的证券
18,605028,世茂能源,27.2,24.1,2240.7752,58514.45,连续三个交易日内，涨幅偏离值累计达20%的证券
19,000539,粤电力A,5.66,-7.42,13995.1934,81590.7662,跌幅偏离值达7%的证券
20,001896,豫能控股,14.39,-7.42,13864.2713,206390.2693,跌幅偏离值达7%的证券
21,002015,协鑫能科,14.5,-7.42,11583.9442,174270.6817,跌幅偏离值达7%的证券
22,002197,证通电子,6.9,-7.42,10381.2516,73319.1197,跌幅偏离值达7%的证券
23,002440,闰土股份,11.85,-7.42,6500.7813,80454.6987,跌幅偏离值达7%的证券
24,600578,京能电力,5.54,-8.45,18775.0769,107615.61,跌幅偏离值达7%的证券
25,600726,华电能源,6.28,-8.41,28260.3865,182252.47,跌幅偏离值达7%的证券
26,601991,大唐发电,6.29,-8.4,62393.2619,406064.6,跌幅偏离值达7%的证券
27,603629,利通电子,108.61,-8.39,4353.946,484721.54,跌幅偏离值达7%的证券
28,603779,威龙股份,6.92,-8.4,4035.3855,28667.73,跌幅偏离值达7%的证券
29,000595,新能股份,6.07,12.58,12048.3185,72700.0475,涨幅偏离值达7%的证券
30,002208,合肥城建,13.6,12.58,6913.9484,90742.9592,涨幅偏离值达7%的证券
31,600617,国新能源,3.39,11.68,4868.2772,15809.51,涨幅偏离值达7%的证券
32,603068,博通集成,37.02,11.63,1051.375,37620.94,涨幅偏离值达7%的证券
33,603690,至纯科技,22.62,11.63,1907.511,42315.72,涨幅偏离值达7%的证券
34,605198,安德利,54.63,11.62,297.82,15459.15,涨幅偏离值达7%的证券
35,000779,甘咨询,9.99,24.08,11192.4396,112107.1774,换手率达20%的证券
36,000815,美利云,16.19,23.6,16408.7835,271898.3811,换手率达20%的证券
37,002141,贤丰控股,5.21,25.5,26344.4971,141664.9046,换手率达20%的证券
38,002412,汉森制药,7.09,23.15,11524.7663,88677.3762,换手率达20%的证券
39,600722,金牛化工,11.43,24.02,16341.1213,184805.82,换手率达20%的证券
40,601678,滨化股份,6.54,25.23,51547.501,346351.77,换手率达20%的证券
41,603318,水发燃气,8.94,22.32,10247.5212,91356.23,换手率达20%的证券
42,603407,长裕集团,59.18,22.99,825.4909,49554.54,换手率达20%的证券
43,603459,红板科技,84.09,24.05,1901.4757,164993.82,换手率达20%的证券
44,920079,乔路铭,15.22,41.98,1888.9462,29778.17,换手率达20%的证券
45,920088,科力股份,53.0,27.79,898.939,49562.89,换手率达20%的证券
46,920117,龙鑫智能,25.91,27.71,560.0889,14691.54,换手率达20%的证券
47,920193,吉和昌,30.58,24.39,614.6545,19375.97,换手率达20%的证券
48,920222,益坤电气,31.6,70.52,815.4144,25359.25,换手率达20%的证券
49,001229,魅视科技,39.18,15.24,842.1363,31428.7587,振幅值达15%的证券
50,600162,香江控股,2.72,15.54,23449.8715,64015.7,振幅值达15%的证券
51,605208,永茂泰,11.48,15.87,2575.5739,31400.58,振幅值达15%的证券
52,605288,凯迪股份,69.24,17.52,186.5653,12543.24,振幅值达15%的证券
53,300045,华力创通,11.46,-20.0,4925.7514,57623.0586,
54,301310,鑫宏业,50.61,-16.61,1376.5674,75027.5621,
55,300062,中能电气,6.8,30.51,16949.9375,112409.7216,
56,300214,日科化学,11.86,40.68,13855.1767,151920.6416,
57,301158,德石股份,15.72,30.66,5397.6545,78829.9978,
58,301357,北方长龙,92.58,30.66,1686.6583,148806.917,
59,301535,浙江华远,16.41,37.6,3192.6006,46351.7853,
60,300164,通源石油,11.94,35.95,20968.8045,262223.7828,
61,301520,万邦医药,53.59,46.67,1526.0912,79677.2086,
62,301583,托伦斯,174.0,43.83,1351.303,219556.9708,
63,300414,中光防雷,11.27,20.0,1327.9036,14451.1475,
64,300480,光力科技,31.66,20.0,3457.8799,102408.6298,
65,301234,五洲医疗,58.75,20.0,87.438,5136.9825,
66,688237,超卓航科,65.45,20.0,759.9543,45518.71,
67,920305,云创退,1.15,0.0,1487.0385,2078.24,退市整理的证券
