序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,动态市盈率,换手率,封单资金,最后封板时间,板上成交额,连续跌停,开板次数,所属行业
1,920305,云创退,-29.447853088378906,1.15,2078.24万,9326.60万,1.52亿,-6.7791361808776855,18.335664749145508,25826,145659,70475996,1,3,IT服务Ⅱ
2,600403,大有能源,-9.932659149169922,5.35,6.76亿,127.91亿,127.91亿,-8.660943984985352,5.078527927398682,1533310,150000,38659635,1,4,煤炭开采
3,001388,信通电子,-9.991602897644043,21.44,3.33亿,26.83亿,50.12亿,-102.46372985839844,12.084761619567871,4727134,143806,30903647,1,1,电网设备
4,000037,深南电A,-10.03009033203125,8.97,3.68亿,30.40亿,54.07亿,112.40245056152344,11.783370018005371,7250451,144257,17633602,1,0,电力
5,001206,依依股份,-9.984479904174805,17.4,2.27亿,18.59亿,32.17亿,29.0511417388916,11.97705364227295,9289164,143942,134996160,1,3,个护用品
6,002015,协鑫能科,-9.993792533874512,14.5,17.43亿,235.38亿,235.38亿,20.4410400390625,7.1359381675720215,13714100,143906,106751752,1,4,电力
7,603779,威龙股份,-10.0130033493042,6.92,2.87亿,22.98亿,22.98亿,-76.60662078857422,12.15174674987793,20817837,133436,27319952,1,0,非白酒
8,000593,德龙汇能,-9.974424362182617,17.6,3.99亿,63.09亿,63.12亿,107.6241455078125,6.130276679992676,27975516,142739,31410825,1,0,燃气Ⅱ
9,603567,珍宝岛,-10.0,5.85,6.33亿,54.96亿,55.00亿,-7.641573905944824,10.873525619506836,28285159,143353,25194780,1,0,中药Ⅱ
10,600578,京能电力,-10.064934730529785,5.54,10.76亿,370.88亿,370.88亿,8.418968200683594,2.80450177192688,32381665,150000,71819690,1,1,电力
11,600821,金开新能,-9.97150993347168,6.32,10.26亿,124.33亿,124.33亿,-161.89817810058594,7.944919586181641,40287472,140130,96550008,1,2,电力
12,002197,证通电子,-10.03911304473877,6.9,7.33亿,36.85亿,42.39亿,592.6128540039062,19.4405460357666,42199710,131824,133824120,1,2,计算机设
13,000539,粤电力Ａ,-10.015897750854492,5.66,8.16亿,144.63亿,297.17亿,-48.98872375488281,5.476741313934326,43421403,141039,66483814,1,0,电力
14,600536,中国软件,-9.985272407531738,30.56,12.07亿,257.82亿,285.37亿,-96.77816772460938,4.537381172180176,45766656,142810,95593419,1,1,IT服务Ⅱ
15,000722,湖南发展,-10.007046699523926,12.77,5.80亿,59.27亿,72.96亿,139.3904571533203,9.556554794311523,46817399,134718,35166025,1,0,电力
16,600664,哈药股份,-10.0,5.4,29.05亿,136.00亿,136.00亿,21.100486755371094,20.864240646362305,47397538,144948,10572461164,1,9,化学制药
17,002440,闰土股份,-10.022778511047363,11.85,8.05亿,112.14亿,133.19亿,18.124250411987305,6.869251728057861,73731896,135751,80354850,1,4,化学制品
18,600644,乐山电力,-9.971237182617188,9.39,5.59亿,54.30亿,54.30亿,394.4299621582031,10.136008262634277,74281473,131937,34258541,1,0,电力
19,001202,炬申股份,-9.986945152282715,13.79,1860.96万,16.11亿,22.99亿,65.26402282714844,1.1551569700241089,87808666,092500,88920678,1,0,物流
20,001896,豫能控股,-10.006254196166992,14.39,20.64亿,219.56亿,219.56亿,187.4701385498047,9.086669921875,95039719,141909,116219812,1,0,电力
21,603629,利通电子,-10.001657485961914,108.61,48.47亿,391.78亿,398.30亿,36.70687484741211,12.070040702819824,95394335,135738,9685824200,1,23,消费电子
22,600726,华电能源,-10.028653144836426,6.28,18.23亿,469.45亿,496.58亿,20.630863189697266,3.7804837226867676,103389398,140242,161016059,1,1,电力
23,600396,华电辽能,-9.993906021118164,14.77,45.09亿,217.52亿,217.52亿,34.48429489135742,19.792510986328125,138213642,142502,222576513,1,0,电力
24,300045,华力创通,-20.02791404724121,11.46,5.76亿,59.17亿,75.94亿,-158.7862091064453,9.540239334106445,186587560,100533,755791546,1,1,军工电子
25,601991,大唐发电,-10.01430606842041,6.29,40.61亿,779.71亿,1164.07亿,10.057650566101074,5.033302307128906,241843008,141455,264960532,1,0,电力
