序号,名称,代码,涨停统计,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,首次封板时间,炸板次数,振幅,所属行业
1,汉森制药,002412,3天2板,-3.929539442062378,7.09,8.12,8.87亿,35.30亿,35.68亿,23.14930534362793,0.0,092500,2,15.311652183532715,中药Ⅱ
2,铁流股份,603926,0天0板,4.16961145401001,14.74,15.57,2.16亿,34.03亿,34.34亿,6.217983722686768,0.0,093440,2,11.448762893676758,汽车零部
3,滨化股份,601678,2天1板,5.1446943283081055,6.54,6.84,34.64亿,133.63亿,157.55亿,25.22712516784668,0.0,093555,8,6.109324932098389,化学原料
4,永太科技,002326,0天0板,4.659289360046387,17.97,18.89,14.33亿,145.30亿,166.25亿,9.684427261352539,0.0,094657,1,7.920792102813721,化学制品
5,立新能源,001258,7天6板,7.597026824951172,13.03,13.32,27.13亿,121.61亿,121.61亿,22.08234405517578,0.0,094900,15,6.771263599395752,电力
6,日科化学,300214,2天1板,15.594541549682617,11.86,12.31,10.37亿,55.14亿,55.14亿,19.01664161682129,0.0,095421,1,14.7173490524292,化学制品
7,通富微电,002156,0天0板,9.767974853515625,76.64,76.8,198.18亿,1162.98亿,1163.09亿,17.358678817749023,0.0,100803,4,12.560871124267578,半导体
8,拓日新能,002218,2天1板,9.947644233703613,4.2,4.2,10.07亿,58.28亿,59.15亿,17.95806884765625,0.0,112806,1,9.685863494873047,电力
9,华亚智能,003043,0天0板,5.331079959869385,68.56,71.6,6.98亿,64.46亿,98.73亿,10.730669975280762,0.0,130406,1,12.920572280883789,半导体
10,甘咨询,000779,0天0板,6.276595592498779,9.99,10.34,11.21亿,46.43亿,46.44亿,24.081518173217773,0.0,133848,1,11.489361763000488,工程咨询
11,金发拉比,002762,2天1板,7.114093780517578,7.98,8.2,9737.95万,16.87亿,28.25亿,5.997598648071289,0.0,142033,3,12.885906219482422,服装家纺
