序号,代码,名称,最新价,涨跌幅,成交额(亿元)
1,sz300308,中际旭创,1046.51,-2.425,229.37亿
2,sh603986,兆易创新,457.0,1.115,228.61亿
3,sz002156,通富微电,76.64,9.768,198.18亿
4,sz300502,新易盛,476.02,-4.279,163.19亿
5,sz000938,紫光股份,41.45,-2.356,152.19亿
6,sz002384,东山精密,199.18,-3.615,146.08亿
7,sh600584,长电科技,82.9,2.586,142.08亿
8,sh688008,澜起科技,233.66,3.619,137.90亿
9,sh601899,紫金矿业,31.51,-4.688,126.02亿
10,sz002371,北方华创,757.0,2.297,120.21亿
11,sh688256,寒武纪,1225.0,-1.922,106.31亿
12,sz001309,德明利,399.89,-8.071,103.56亿
13,sh688012,中微公司,388.5,3.545,101.63亿
14,sz300750,宁德时代,383.01,-0.772,98.23亿
15,sz002185,华天科技,18.59,5.088,96.38亿
16,sz000725,京东方Ａ,5.79,-4.455,91.40亿
17,sz300604,长川科技,303.5,4.21,88.04亿
18,sz000021,深科技,41.99,7.419,85.93亿
19,sz000977,浪潮信息,85.31,-3.013,83.11亿
20,sh600487,亨通光电,52.43,-5.82,77.55亿
