序号,代码,名称,最新价,涨跌幅,成交额(亿元)
1,sh688825,C长鑫,52.95,12.66,448.14亿
2,sz300308,中际旭创,951.0,4.736,435.10亿
3,sh603986,兆易创新,364.03,-6.81,324.39亿
4,sz300502,新易盛,421.2,3.514,269.15亿
5,sz002384,东山精密,179.78,-5.731,226.52亿
6,sh688256,寒武纪,1146.9,1.676,159.92亿
7,sz300750,宁德时代,396.84,1.53,159.26亿
8,sh688012,中微公司,360.0,-6.005,135.54亿
9,sz000938,紫光股份,37.33,-10.005,132.73亿
10,sh688008,XD澜起科,207.5,0.9,128.81亿
11,sz002156,通富微电,62.1,-10.0,124.85亿
12,sh600584,长电科技,71.68,-6.703,120.71亿
13,sz002371,北方华创,706.39,-1.204,109.30亿
14,sz300408,三环集团,108.89,7.994,100.79亿
15,sh600176,中国巨石,38.39,2.128,98.97亿
16,sz000725,京东方Ａ,5.71,2.33,97.23亿
17,sh600183,生益科技,108.18,-4.595,94.77亿
18,sz300274,阳光电源,106.55,-4.934,94.21亿
19,sz301526,国际复材,30.2,4.607,92.39亿
20,sz300604,长川科技,271.0,-1.954,91.17亿
