序号,股票代码,股票名称,收盘价,对应值,成交量,成交额,指标
1,000007,全新好,14.85,-9.37,2617.6183,40695.1342,跌幅偏离值达7%的证券
2,002294,信立泰,38.8,-9.37,6545.5978,255802.829,跌幅偏离值达7%的证券
3,002361,神剑股份,20.25,-8.36,23422.8198,487261.0281,跌幅偏离值达7%的证券
4,002840,华统股份,11.2,-9.37,6160.0006,70746.6166,跌幅偏离值达7%的证券
5,002866,传艺科技,24.89,-9.37,3898.4549,98827.0953,跌幅偏离值达7%的证券
6,600676,交运股份,7.76,-9.73,5023.7215,40512.97,跌幅偏离值达7%的证券
7,600722,金牛化工,12.68,-9.76,10210.7657,133476.52,跌幅偏离值达7%的证券
8,603319,美湖股份,35.35,-9.6,5360.5071,198286.86,跌幅偏离值达7%的证券
9,603876,鼎胜新材,28.38,-7.61,7258.5315,207960.05,跌幅偏离值达7%的证券
10,605287,德才股份,56.03,-9.76,789.47,45663.98,跌幅偏离值达7%的证券
11,000029,深深房A,26.49,20.03,3879.4661,97200.5784,连续三个交易日内，涨幅偏离值累计达20%的证券
12,000672,上峰水泥,17.18,20.0,10007.2647,160791.5502,连续三个交易日内，涨幅偏离值累计达20%的证券
13,001211,双枪科技,53.55,20.03,1222.1008,60757.562,连续三个交易日内，涨幅偏离值累计达20%的证券
14,001259,利仁科技,45.45,20.02,302.1061,12553.9699,连续三个交易日内，涨幅偏离值累计达20%的证券
15,002281,光迅科技,201.5,21.54,24449.1353,4562171.0304,连续三个交易日内，涨幅偏离值累计达20%的证券
16,002428,云南锗业,101.42,25.35,33663.4705,3044144.3883,连续三个交易日内，涨幅偏离值累计达20%的证券
17,002491,通鼎互联,25.0,20.02,21532.356,510746.4698,连续三个交易日内，涨幅偏离值累计达20%的证券
18,002552,宝鼎科技,33.46,20.03,9561.4065,292411.0237,连续三个交易日内，涨幅偏离值累计达20%的证券
19,002918,蒙娜丽莎,14.0,20.02,1169.7515,15401.9255,连续三个交易日内，涨幅偏离值累计达20%的证券
20,600172,黄河旋风,10.76,20.21,42902.9731,435292.53,连续三个交易日内，涨幅偏离值累计达20%的证券
21,600184,光电股份,29.08,20.49,16450.9662,445119.83,连续三个交易日内，涨幅偏离值累计达20%的证券
22,600396,华电辽能,15.05,20.15,56921.954,789168.09,连续三个交易日内，涨幅偏离值累计达20%的证券
23,600488,津药药业,7.26,20.17,35943.8662,238073.39,连续三个交易日内，涨幅偏离值累计达20%的证券
24,600530,交大昂立,7.21,20.35,7515.8752,52891.45,连续三个交易日内，涨幅偏离值累计达20%的证券
25,600869,远东股份,22.9,20.14,19078.0174,402486.26,连续三个交易日内，涨幅偏离值累计达20%的证券
26,601126,四方股份,74.1,21.45,10145.9745,671056.77,连续三个交易日内，涨幅偏离值累计达20%的证券
27,601991,大唐发电,6.7,20.11,96146.0426,620991.24,连续三个交易日内，涨幅偏离值累计达20%的证券
28,603007,花王股份,7.65,21.58,32361.0298,228948.93,连续三个交易日内，涨幅偏离值累计达20%的证券
29,603061,金海通,313.49,20.17,959.8511,276776.83,连续三个交易日内，涨幅偏离值累计达20%的证券
30,603269,海鸥股份,20.42,20.22,3379.8481,64699.37,连续三个交易日内，涨幅偏离值累计达20%的证券
31,001257,盛龙股份,26.16,29.21,4000.9295,105916.8436,换手率达20%的证券
32,002560,通达股份,16.5,25.83,11701.1772,187155.7547,换手率达20%的证券
33,002580,圣阳股份,34.17,29.98,13561.869,468865.6427,换手率达20%的证券
34,002902,铭普光磁,37.18,32.54,6068.0876,230131.3498,换手率达20%的证券
35,600379,宝光股份,17.19,26.28,8678.3505,153824.6,换手率达20%的证券
36,600719,大连热电,10.62,25.87,10468.4968,105424.49,换手率达20%的证券
37,603278,大业股份,15.78,28.41,9710.845,148899.55,换手率达20%的证券
38,603459,红板科技,93.2,56.56,4470.8655,424191.73,换手率达20%的证券
39,920012,创达新材,71.38,43.5,577.1569,42529.04,换手率达20%的证券
40,920036,觅睿科技,51.4,34.38,449.0262,23968.21,换手率达20%的证券
41,920078,族兴新材,33.88,36.67,759.0859,25592.63,换手率达20%的证券
42,920125,鸿仕达,139.01,31.3,515.9104,72273.5,换手率达20%的证券
43,920200,振宏股份,81.33,55.19,1336.5771,101057.38,换手率达20%的证券
44,002066,瑞泰科技,23.93,21.0,3413.3723,88355.1449,振幅值达15%的证券
45,603778,国晟科技,24.89,16.1,10617.2489,246851.29,振幅值达15%的证券
46,605006,山东玻纤,16.99,18.24,12795.8986,208429.57,振幅值达15%的证券
47,002081,金螳螂,7.98,10.63,55354.4747,422502.8901,涨幅偏离值达7%的证券
48,002498,汉缆股份,10.01,10.63,29479.9169,284616.2159,涨幅偏离值达7%的证券
49,600076,康欣新材,4.36,10.35,6109.1068,26576.81,涨幅偏离值达7%的证券
50,600667,太极实业,12.27,10.29,32679.1596,380141.86,涨幅偏离值达7%的证券
51,300004,南风股份,16.22,20.0,8638.7949,131329.7026,
52,300265,通光线缆,23.22,20.0,10010.0482,219495.7989,
53,300959,线上线下,111.49,20.0,263.3191,29357.4465,
54,301196,唯科科技,152.69,20.0,1427.5041,210632.9583,
55,301197,工大科雅,40.64,20.0,690.7351,26609.0259,
56,688037,芯源微,273.74,15.76,1419.9666,375368.94,
57,688300,联瑞新材,112.0,16.56,1598.7882,167133.48,
58,300283,温州宏丰,17.35,36.35,13807.5333,239451.9797,
59,300292,吴通控股,7.04,40.64,45437.8836,318555.5137,
60,300632,光莆股份,28.46,38.22,8699.4477,236462.4427,
61,301599,理奇智能,66.05,43.98,2405.5706,158074.5614,
62,301696,三瑞智能,127.7,39.63,1192.1756,151727.6259,
63,300449,汉邦高科,11.47,41.92,1820.7763,19265.5348,
64,688096,京源环保,11.67,34.94,12627.1761,135011.06,
65,688655,迅捷兴,61.97,30.59,7459.77,425251.66,
66,301310,鑫宏业,51.02,-20.0,766.6364,45065.9248,
