序号,名称,代码,连板数,涨停统计,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,所属行业
1,大唐发电,601991,5,5天5板,10.016420364379883,6.7,45.29 亿,830.54 亿,1239.95 亿,5.5110015869140625,500834802,093402,094605,3,电力
2,通鼎互联,002491,4,4天4板,9.986801147460938,25.0,31.26 亿,294.12 亿,307.50 亿,10.880449295043945,152252750,093954,130409,2,通信设备
3,宝鼎科技,002552,4,4天4板,9.993425369262695,33.46,17.03 亿,123.30 亿,129.82 亿,14.67501449584961,53540483,140754,140936,1,元件
4,康欣新材,600076,3,3天3板,10.1010103225708,4.36,2.66 亿,58.62 亿,58.62 亿,4.5436296463012695,84595911,093101,093101,0,包装印刷
5,交大昂立,600530,3,3天3板,10.076335906982422,7.21,4.39 亿,55.87 亿,55.87 亿,7.917475700378418,25622898,092502,132135,10,食品加工
6,蒙娜丽莎,002918,3,3天3板,9.976433753967285,14.0,5632.95 万,29.99 亿,57.23 亿,1.8784748315811157,94192910,092500,092500,0,家居用品
7,京投发展,600683,3,3天3板,10.026385307312012,20.85,16.64 亿,154.45 亿,154.45 亿,11.481038093566895,10675241,133551,135106,4,房地产开
8,远东股份,600869,2,2天2板,9.990394592285156,22.9,15.02 亿,508.23 亿,508.23 亿,3.027174949645996,167079842,093857,093954,1,电网设备
9,海鸥股份,603269,2,5天3板,10.021552085876465,20.42,2.92 亿,63.05 亿,63.05 亿,4.702019214630127,73612997,093144,093144,0,通用设备
10,利仁科技,001259,2,2天2板,9.995159149169922,45.45,2342.95 万,21.61 亿,33.45 亿,1.0842474699020386,76846860,092500,092500,0,小家电
11,上峰水泥,000672,2,2天2板,9.98719596862793,17.18,9.90 亿,166.54 亿,166.54 亿,6.126328468322754,75571452,105930,110457,3,水泥
12,华电辽能,600396,2,19天10板,10.014619827270508,15.05,47.28 亿,221.64 亿,221.64 亿,22.445322036743164,90233780,144235,144235,0,电力
13,津药药业,600488,2,2天2板,10.0,7.26,14.88 亿,79.27 亿,79.27 亿,19.734169006347656,46803042,130316,130316,0,化学制药
14,黄河旋风,600172,2,2天2板,10.0204496383667,10.76,36.62 亿,137.33 亿,155.18 亿,28.084732055664062,171512506,141214,141214,0,通用设备
15,汉邦高科,300449,2,2天2板,19.97907829284668,11.47,1.12 亿,44.28 亿,44.28 亿,2.521146059036255,270630853,092500,092500,0,计算机设
16,深深房Ａ,000029,2,2天2板,10.008305549621582,26.49,6.63 亿,236.20 亿,267.99 亿,2.864964485168457,14487381,101054,142009,26,房地产开
17,双枪科技,001211,2,2天2板,10.004108428955078,53.55,3.16 亿,35.88 亿,38.56 亿,8.941761016845703,35289450,093309,131427,8,家居用品
18,凯众股份,603037,1,首板,10.0,15.62,2.01 亿,41.57 亿,41.69 亿,4.858545303344727,43591218,093105,093105,0,汽车零部
19,华源控股,002787,1,首板,9.987085342407227,25.55,7.82 亿,64.09 亿,85.64 亿,12.440174102783203,59360315,093827,132354,3,包装印刷
20,可川科技,603052,1,首板,10.002307891845703,95.35,1.67 亿,179.16 亿,179.16 亿,0.9300879836082458,257053111,092501,092501,0,消费电子
21,线上线下,300959,1,首板,19.997846603393555,111.49,2.94 亿,58.34 亿,89.60 亿,5.03206729888916,218242678,092500,092500,0,通信服务
22,花王股份,603007,1,首板,10.071942329406738,7.65,10.83 亿,53.17 亿,67.68 亿,20.922870635986328,79071899,092501,100628,2,汽车零部
23,金海高科,603311,1,首板,-100.0,0.0,0.00,0.00,0.00,0.0,0,000000,000000,0,家电零部
24,众合科技,000925,1,首板,10.0204496383667,10.76,10.98 亿,72.44 亿,72.78 亿,15.37340259552002,163457408,093154,095206,1,轨交设备
25,韶能股份,000601,1,首板,10.068026542663574,8.09,5.74 亿,84.91 亿,86.11 亿,6.895276069641113,124588402,093457,093527,1,电力
26,锦和商管,603682,1,首板,10.011507987976074,9.56,2.57 亿,45.17 亿,45.17 亿,5.757058143615723,26317724,093111,132656,2,一般零售
27,迪贝电气,603320,1,首板,10.0,26.29,9096.05 万,39.21 亿,39.21 亿,2.3884215354919434,16454911,094942,094942,0,电机Ⅱ
28,柘中股份,002346,1,首板,9.989200592041016,20.37,1.95 亿,79.87 亿,89.95 亿,2.51031494140625,69249852,094830,094830,0,电网设备
29,晋拓股份,603211,1,首板,10.007122039794922,30.89,2.87 亿,83.96 亿,83.96 亿,3.4927492141723633,80953423,094658,094658,0,汽车零部
30,浙江众成,002522,1,首板,9.957324981689453,7.73,6.08 亿,69.96 亿,70.02 亿,8.955557823181152,56957732,094321,094615,1,塑料
31,万控智造,603070,1,首板,10.035587310791016,15.46,8668.61 万,61.99 亿,61.99 亿,1.4390778541564941,119853650,094141,094141,0,电网设备
32,工大科雅,301197,1,首板,19.988189697265625,40.64,2.66 亿,44.20 亿,48.99 亿,6.351631164550781,73623342,094003,094003,0,通用设备
33,百达精工,603331,1,首板,10.0,16.28,2.21 亿,32.91 亿,32.91 亿,6.856419563293457,61829649,093910,093910,0,通用设备
34,通光线缆,300265,1,首板,20.0,23.22,21.95 亿,108.51 亿,108.58 亿,21.421022415161133,144399003,095333,095642,1,电网设备
35,晋控电力,000767,1,首板,9.929078102111816,4.65,11.73 亿,135.42 亿,143.08 亿,9.058813095092773,87737218,101106,101342,1,电力
36,重药控股,000950,1,首板,10.016155242919922,6.81,6.14 亿,117.69 亿,117.69 亿,5.434245586395264,72080601,101212,101212,0,医药商业
37,汉缆股份,002498,1,首板,10.0,10.01,28.46 亿,333.01 亿,333.01 亿,8.861353874206543,237914006,101700,101700,0,电网设备
38,太阳能,000591,1,首板,9.962406158447266,5.85,13.98 亿,228.35 亿,229.66 亿,6.266526222229004,112873059,095015,095618,2,电力
39,通达股份,002560,1,首板,10.0,16.5,18.72 亿,74.73 亿,86.75 亿,25.834062576293945,83603074,100009,130021,4,电网设备
40,深振业Ａ,000006,1,首板,10.0,10.45,8.31 亿,141.07 亿,141.07 亿,6.031948566436768,43662043,100024,104333,4,房地产开
41,唯科科技,301196,1,首板,20.001571655273438,152.69,21.06 亿,125.15 亿,191.34 亿,17.41674041748047,6489325,100900,145630,9,塑料
42,太阳电缆,002300,1,首板,10.0,10.67,7.56 亿,77.07 亿,77.07 亿,10.042424201965332,123361663,095115,095115,0,电网设备
43,金海通,603061,1,首板,10.000350952148438,313.49,14.98 亿,272.74 亿,272.74 亿,5.723780632019043,48611640,105532,131420,4,半导体
44,华正新材,603186,1,首板,9.998876571655273,97.91,20.34 亿,153.51 亿,153.51 亿,13.661904335021973,18456035,105212,144106,1,元件
45,大连热电,600719,1,5天3板,10.051814079284668,10.62,10.54 亿,42.97 亿,42.97 亿,25.873720169067383,55233834,102918,134233,4,电力
46,大连电瓷,002606,1,首板,10.0,16.94,8.24 亿,71.34 亿,74.38 亿,11.935577392578125,143720654,101706,101706,0,电网设备
