序号,名称,代码,涨停统计,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,首次封板时间,炸板次数,振幅,所属行业
1,山东墨龙,002490,0天0板,3.9473681449890137,8.69,9.2,11.15亿,47.08亿,71.56亿,23.333452224731445,0.0,092500,1,8.61244010925293,专用设备
2,福建金森,002679,4天3板,-5.189775466918945,12.24,14.2,5.79亿,28.86亿,28.86亿,19.556257247924805,0.0,092500,1,19.90704917907715,林业Ⅱ
3,郑州煤电,600121,3天2板,-1.8518518209457397,5.3,5.94,19.06亿,64.58亿,64.58亿,27.821029663085938,0.0,092500,2,14.44444465637207,煤炭开采
4,新赛股份,600540,5天4板,9.967320442199707,6.73,6.73,14.44亿,39.13亿,39.13亿,37.503726959228516,0.0,092501,6,7.026144027709961,种植业
5,云煤能源,600792,2天1板,-2.7149322032928467,4.3,4.86,6.09亿,47.73亿,47.73亿,12.052165985107422,0.0,093002,1,14.25339412689209,焦炭Ⅱ
6,凤凰航运,000520,0天0板,-0.9456264972686768,4.19,4.65,3.82亿,42.41亿,42.41亿,8.65018081665039,0.0,093006,1,11.111111640930176,航运港口
7,爱丽家居,603221,24天13板,9.230769157409668,33.37,33.61,9.02亿,80.85亿,80.85亿,11.341633796691895,0.0,093306,1,7.004909992218018,家居用品
8,中广天择,603721,3天2板,2.2846262454986572,21.49,23.11,6.65亿,27.94亿,27.94亿,23.23887062072754,0.0,093330,2,13.326987266540527,影视院线
9,宏辉果蔬,603336,0天0板,3.0010719299316406,9.61,10.26,3.33亿,58.50亿,58.50亿,5.592860221862793,0.0,093851,1,12.433012008666992,种植业
10,神开股份,002278,0天0板,5.966587066650391,8.88,9.22,5.40亿,31.86亿,34.51亿,16.74077033996582,0.0,094412,1,9.546539306640625,专用设备
11,豪尔赛,002963,0天0板,1.82741117477417,20.06,21.67,4.10亿,29.96亿,30.16亿,13.329955101013184,0.0,094609,1,11.827411651611328,装修装饰
12,奥康国际,603001,0天0板,3.599550247192383,9.21,9.78,3.75亿,36.93亿,36.93亿,9.863667488098145,0.0,095753,2,10.123734474182129,服装家纺
13,茂硕电源,002660,0天0板,5.069708347320557,8.29,8.68,3.94亿,28.71亿,29.56亿,13.847136497497559,0.0,100624,1,12.547529220581055,消费电子
14,楚天龙,003040,9天6板,7.865169048309326,21.12,21.54,30.52亿,96.49亿,97.39亿,32.32765579223633,0.0,102230,1,12.053115844726562,通信设备
15,大庆华科,000985,0天0板,2.8806583881378174,17.5,18.71,1.76亿,22.69亿,22.69亿,7.608221054077148,0.0,130118,1,11.699000358581543,炼化及贸
