序号,名称,代码,连板数,涨停统计,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,所属行业
1,国芳集团,601086,4,4天4板,10.009910583496094,11.1,6440.22万,73.93亿,73.93亿,0.8711711764335632,306061410,092500,092500,0,一般零售
2,竞业达,003005,4,4天4板,10.011000633239746,20.0,8784.26万,26.84亿,46.28亿,3.2729547023773193,180729380,092500,092500,0,IT服务Ⅱ
3,欢瑞世纪,000892,3,3天3板,9.936574935913086,5.2,1.13亿,36.96亿,51.01亿,3.0641651153564453,394979265,092500,092500,0,影视院线
4,集泰股份,002909,3,3天3板,9.969788551330566,7.28,1.92亿,27.70亿,28.39亿,6.941616058349609,74416742,092500,092500,0,化学制品
5,大晟文化,600892,3,3天3板,10.082304000854492,5.35,6000.45万,29.92亿,29.93亿,2.005258083343506,133568100,092503,092503,0,游戏Ⅱ
6,龙版传媒,605577,3,3天3板,10.017123222351074,12.85,3.26亿,57.11亿,57.11亿,5.99834680557251,74112375,093805,093805,0,出版
7,内蒙一机,600967,2,2天2板,10.008203506469727,13.41,8.46亿,228.21亿,228.21亿,3.8202970027923584,275709036,093445,093445,0,地面兵装
8,英 力 特,000635,2,2天2板,9.972298622131348,7.94,8193.21万,29.13亿,31.29亿,2.81307053565979,93295000,092500,092500,0,化学原料
9,小方制药,603207,2,2天2板,10.0,27.94,3.66亿,15.26亿,45.20亿,24.16107749938965,46511718,093044,095141,1,化学制药
10,香溢融通,600830,2,2天2板,9.967496871948242,10.15,3.81亿,46.11亿,46.11亿,8.365405082702637,53512992,093133,093736,1,多元金融
11,九牧王,601566,2,2天2板,9.978768348693848,10.36,4.92亿,59.53亿,59.53亿,8.50383186340332,46319497,093408,131217,2,服装家纺
12,茂业商业,600828,2,2天2板,10.068650245666504,4.81,2.18亿,83.28亿,83.31亿,2.65641188621521,63942216,092501,094543,1,一般零售
13,恒宝股份,002104,2,2天2板,10.016286849975586,13.51,17.72亿,82.09亿,95.70亿,22.985443115234375,91959868,101942,105345,1,通信设备
14,华昌化工,002274,1,首板,10.046367645263672,7.12,6.57亿,66.77亿,67.81亿,9.904375076293945,82065860,092500,095509,2,化学原料
15,石化机械,000852,1,首板,9.981851577758789,6.06,3.48亿,57.59亿,57.92亿,6.122979164123535,19479003,093221,110315,1,专用设备
16,道明光学,002632,1,首板,10.022271156311035,9.88,3.59亿,56.76亿,61.71亿,6.372147560119629,59452900,093015,093048,1,塑料
17,天禾股份,002999,1,首板,10.060060501098633,7.33,3.87亿,25.27亿,25.48亿,15.442293167114258,23925120,093436,103639,2,农化制品
18,长城军工,601606,1,首板,10.00300407409668,36.62,21.40亿,265.21亿,265.21亿,8.200071334838867,240045125,093557,094636,1,地面兵装
19,深圳新星,603978,1,3天2板,10.024331092834473,22.61,4.15亿,47.73亿,47.73亿,8.871553421020508,101815814,093744,100914,1,金属新材
20,建设工业,002265,1,首板,10.005130767822266,21.44,3.78亿,221.48亿,221.48亿,1.7290620803833008,81598496,093242,093257,1,汽车零部
21,沃特股份,002886,1,9天5板,9.985734939575195,30.84,11.58亿,64.48亿,81.17亿,18.77956199645996,191335585,093830,093830,0,塑料
22,远东股份,600869,1,首板,9.98307991027832,19.5,34.32亿,432.77亿,432.77亿,8.121063232421875,429871455,093913,093943,1,电网设备
23,贵州燃气,600903,1,首板,9.953344345092773,7.07,5.15亿,82.29亿,82.29亿,6.464149475097656,79676072,094412,094412,0,燃气Ⅱ
24,山东玻纤,605006,1,4天2板,9.993108749389648,15.96,9.62亿,104.31亿,104.31亿,9.437015533447266,75733647,094230,100106,2,玻璃玻纤
