序号,名称,代码,涨停统计,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,首次封板时间,炸板次数,振幅,所属行业
1,浙江世宝,002703,0天0板,5.714285850524902,14.43,15.02,9.58亿,84.57亿,118.71亿,11.06132984161377,0.0,093000,1,4.5421247482299805,汽车零部
2,博杰股份,002975,0天0板,8.284435272216797,108.88,110.61,26.18亿,150.54亿,226.61亿,17.71030044555664,0.0,093000,1,7.9065141677856445,自动化设
3,博科测试,301598,0天0板,17.078319549560547,55.46,56.84,1.96亿,10.00亿,32.66亿,19.62732696533203,0.0,093136,1,9.710786819458008,专用设备
4,金钼股份,601958,0天0板,6.153144836425781,23.29,24.13,28.22亿,751.48亿,751.48亿,3.7060842514038086,0.0,093151,2,5.697356700897217,小金属
5,飞龙股份,002536,2天1板,3.896103858947754,48.8,51.67,41.09亿,266.12亿,280.50亿,15.127889633178711,0.0,093157,1,8.643815040588379,汽车零部
6,盛龙股份,001257,0天0板,3.055555582046509,25.97,27.72,10.43亿,35.57亿,476.80亿,28.368200302124023,0.0,093212,2,7.619048118591309,小金属
7,协鑫集成,002506,0天0板,6.5134100914001465,2.78,2.87,20.56亿,162.48亿,162.64亿,12.595871925354004,0.0,093406,3,8.429119110107422,光伏设备
8,键凯科技,688356,3天2板,15.520774841308594,124.0,128.81,18.90亿,75.21亿,75.21亿,24.95543670654297,0.0,093503,5,11.635923385620117,化学制药
9,融捷股份,002192,2天1板,5.985381603240967,76.85,79.76,38.97亿,199.13亿,199.55亿,19.202760696411133,0.0,093515,6,5.185491561889648,能源金属
10,迪贝电气,603320,0天0板,3.3252720832824707,17.09,18.19,1.05亿,25.49亿,25.49亿,4.083755970001221,0.0,095216,1,9.97581672668457,电机Ⅱ
11,恒星科技,002132,0天0板,9.01467514038086,5.2,5.25,10.99亿,72.76亿,72.88亿,15.18297290802002,0.0,100718,1,4.612159252166748,通用设备
12,皮阿诺,002853,0天0板,2.5365853309631348,21.02,22.55,1.65亿,27.05亿,38.45亿,5.894972801208496,0.0,101254,2,10.0,家居用品
13,劲旅环境,001230,0天0板,9.290383338928223,23.41,23.56,4.19亿,25.75亿,43.96亿,16.504657745361328,0.0,101427,3,9.010271072387695,环境治理
14,盛达资源,000603,2天1板,8.877355575561523,39.86,40.27,48.25亿,265.75亿,275.02亿,18.693222045898438,0.0,101903,1,9.69680404663086,贵金属
15,冀衡医药,002742,0天0板,4.679802894592285,4.25,4.47,1.83亿,22.27亿,29.07亿,8.23591423034668,0.0,110257,1,11.330049514770508,化学制药
16,科兴制药,688136,0天0板,14.841848373413086,23.6,24.66,7.13亿,47.67亿,47.67亿,15.064203262329102,0.0,111037,4,16.73965835571289,生物制品
