序号,股票代码,股票名称,收盘价,对应值,成交量,成交额,指标
1,000065,北方国际,9.98,11.67,8308.0105,82579.7033,涨幅偏离值达7%的证券
2,000620,盈新发展,3.47,11.67,42626.5191,145623.0546,涨幅偏离值达7%的证券
3,002580,圣阳股份,21.05,11.67,5802.4544,120584.267,涨幅偏离值达7%的证券
4,002716,湖南白银,11.46,11.67,58827.1885,660884.962,涨幅偏离值达7%的证券
5,003040,楚天龙,14.07,11.67,5095.2541,70050.7535,涨幅偏离值达7%的证券
6,200521,虹美菱B,2.87,9.91,742.6065,1837.6602,涨幅偏离值达7%的证券
7,600508,上海能源,9.88,10.62,3581.6392,34672.82,涨幅偏离值达7%的证券
8,600610,中毅达,8.66,10.63,8503.5881,69679.07,涨幅偏离值达7%的证券
9,603089,正裕工业,10.53,10.63,1078.9366,11110.23,涨幅偏离值达7%的证券
10,603330,天洋新材,10.97,10.63,11692.5955,123397.41,涨幅偏离值达7%的证券
11,603958,哈森股份,22.61,10.62,4368.299,96503.01,涨幅偏离值达7%的证券
12,000506,招金黄金,22.34,22.08,38703.8147,791090.23,连续三个交易日内，涨幅偏离值累计达20%的证券
13,000603,盛达资源,39.86,20.96,21975.5158,818012.2139,连续三个交易日内，涨幅偏离值累计达20%的证券
14,000628,高新发展,47.76,20.95,5999.1914,266868.5347,连续三个交易日内，涨幅偏离值累计达20%的证券
15,002017,东信和平,15.98,22.16,7627.5937,115495.1458,连续三个交易日内，涨幅偏离值累计达20%的证券
16,002104,恒宝股份,11.51,22.85,27825.9388,297302.0947,连续三个交易日内，涨幅偏离值累计达20%的证券
17,002412,汉森制药,11.21,22.25,5903.1053,63347.7153,连续三个交易日内，涨幅偏离值累计达20%的证券
18,600613,神奇制药,9.9,27.57,33405.6395,295461.23,连续三个交易日内，涨幅偏离值累计达20%的证券
19,600785,新华百货,10.71,21.57,2094.1717,21930.1,连续三个交易日内，涨幅偏离值累计达20%的证券
20,601212,白银有色,6.7,21.5,55505.1158,347379.7,连续三个交易日内，涨幅偏离值累计达20%的证券
21,000534,万泽股份,24.33,-8.33,1649.339,41115.2025,跌幅偏离值达7%的证券
22,001317,三羊马,47.97,-8.33,974.3011,49240.5881,跌幅偏离值达7%的证券
23,002038,双鹭药业,6.37,-8.33,12790.7542,84251.5132,跌幅偏离值达7%的证券
24,002487,大金重工,35.26,-8.33,3665.5904,133218.3268,跌幅偏离值达7%的证券
25,002860,星帅尔,15.66,-8.33,1984.0307,31540.9867,跌幅偏离值达7%的证券
26,603118,共进股份,16.01,-9.41,11260.5624,184992.16,跌幅偏离值达7%的证券
27,603156,养元饮品,47.73,-9.4,2320.15,116355.98,跌幅偏离值达7%的证券
28,603657,春光科技,25.17,-9.42,381.37,10006.23,跌幅偏离值达7%的证券
29,603823,百合花,69.98,-9.4,1417.1998,102968.43,跌幅偏离值达7%的证券
30,605179,一鸣食品,28.4,-9.39,2365.4707,68680.89,跌幅偏离值达7%的证券
31,001257,盛龙股份,25.97,28.37,3884.968,104321.5363,换手率达20%的证券
32,002437,誉衡药业,3.94,26.96,56687.9321,231694.2508,换手率达20%的证券
33,002903,宇环数控,32.68,27.22,2927.9859,94980.0095,换手率达20%的证券
34,003032,传智教育,9.99,28.48,8101.6354,81353.4413,换手率达20%的证券
35,600127,金健米业,8.46,41.65,26731.8355,222900.56,换手率达20%的证券
36,600272,开开实业,18.15,31.86,5097.4022,88450.66,换手率达20%的证券
37,600721,百花医药,14.19,32.04,12320.1343,170146.22,换手率达20%的证券
38,603395,红四方,25.95,26.84,1744.3207,45614.04,换手率达20%的证券
39,920059,双英集团,14.96,27.86,900.4082,13689.58,换手率达20%的证券
40,920083,金戈新材,44.5,20.55,781.5542,33709.73,换手率达20%的证券
41,920093,信胜科技,19.39,49.24,1240.9275,24681.21,换手率达20%的证券
42,600769,祥龙电业,14.18,15.38,1959.27,28812.57,振幅值达15%的证券
43,601700,风范股份,7.71,16.82,16560.8511,122149.13,振幅值达15%的证券
44,603333,福华尚纬,9.51,18.47,6468.2646,63569.44,振幅值达15%的证券
45,300097,智云股份,8.78,-17.17,4757.5082,44126.7698,
46,300139,晓程科技,58.33,34.44,8046.9994,459024.8658,
47,300189,神农种业,5.84,32.54,28836.0216,166511.132,
48,301520,万邦医药,77.1,35.61,1164.2563,87350.5798,
49,301591,肯特股份,37.54,31.55,1410.2306,52781.0155,
50,300313,天山生物,15.36,20.0,4636.6631,63950.85,
51,301152,天力锂能,23.32,20.0,1421.1784,32464.5243,
52,301216,万凯新材,19.13,15.87,5133.4709,95122.7662,
53,301598,博科测试,55.46,17.08,353.863,19573.8071,
54,688356,键凯科技,124.0,15.52,1513.5647,189020.08,
55,688419,耐科装备,56.78,16.28,1080.6241,59679.02,
56,300839,博汇股份,14.12,37.77,6210.8992,76450.8416,
57,300864,南大环境,25.69,31.13,2559.184,60062.3388,
58,603382,海阳科技,18.31,-20.52,2703.3095,56669.62,连续三个交易日内，跌幅偏离值累计达20%的证券
