序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率,所属板块
1,605388,均瑶健康,8.87,10.05,0.81,465854.0,4.09 亿,6.08,8.87,8.38,8.4,8.06,7.76,-1686.37,3.1,昨日连板_含一字
2,002297,博云新材,17.69,10.01,1.61,1156934.0,20.08 亿,5.91,17.69,16.74,17.01,16.08,20.19,163.91,4.77,昨日连板_含一字
3,600683,京投发展,11.99,10.0,1.09,272945.0,3.26 亿,2.84,11.99,11.68,11.98,10.9,3.68,-17.82,-68.69,昨日连板_含一字
4,002580,圣阳股份,30.58,10.0,2.78,822376.0,24.97 亿,5.43,30.58,29.07,29.13,27.8,18.18,65.0,5.96,昨日连板_含一字
5,002990,盛视科技,50.95,10.0,4.63,180148.0,9.05 亿,6.22,50.95,48.07,48.07,46.32,13.27,156.38,5.36,昨日连板_含一字
6,605081,*ST太和,7.57,4.7,0.34,68408.0,5162.04 万,5.39,7.59,7.2,7.59,7.23,6.04,-7.8,0.96,昨日连板_含一字
7,000004,*ST国华,3.76,3.3,0.12,204317.0,7591.15 万,9.34,3.82,3.48,3.82,3.64,16.18,-13.78,13.47,昨日连板_含一字
8,688287,*ST观典,2.35,0.0,0.0,,,0.0,,,,2.35,0.0,-4.07,1.39,昨日连板_含一字
9,603687,大胜达,19.25,-2.97,-0.59,1339271.0,26.21 亿,10.08,20.8,18.8,19.38,19.84,24.35,87.34,3.25,昨日连板_含一字
10,002033,丽江股份,10.43,-4.57,-0.5,1053389.0,10.99 亿,6.13,10.93,10.26,10.92,10.93,19.17,26.85,2.24,昨日连板_含一字
11,002468,申通快递,17.18,-4.71,-0.85,875385.0,15.15 亿,5.66,18.08,17.06,18.01,18.03,5.97,19.21,2.4,昨日连板_含一字
12,603268,*ST松发,,,,,,,,,,121.22,0.0,44.33,12.45,昨日连板_含一字
