序号,股票代码,股票名称,收盘价,对应值,成交量,成交额,指标
1,000581,威孚高科,19.19,-8.16,5898.9894,113438.2091,跌幅偏离值达7%的证券
2,000586,汇源通信,19.4,-8.65,4928.1329,97589.9372,跌幅偏离值达7%的证券
3,000978,桂林旅游,7.91,-7.31,6766.949,53939.6973,跌幅偏离值达7%的证券
4,002333,罗普斯金,5.93,-7.57,7630.72,45138.7241,跌幅偏离值达7%的证券
5,002334,英威腾,8.39,-7.25,10584.6616,87335.1224,跌幅偏离值达7%的证券
6,200016,深康佳B,0.74,-8.45,704.39,465.1629,跌幅偏离值达7%的证券
7,200581,苏威孚B,13.2,-7.42,208.6581,2438.5786,跌幅偏离值达7%的证券
8,600486,扬农化工,71.6,-8.25,1236.1277,90925.5,跌幅偏离值达7%的证券
9,600734,实达集团,3.41,-9.93,2671.82,9110.91,跌幅偏离值达7%的证券
10,603189,网达软件,15.25,-9.88,299.64,4569.51,跌幅偏离值达7%的证券
11,603227,雪峰科技,9.13,-7.77,7109.4445,65184.52,跌幅偏离值达7%的证券
12,603778,国晟科技,24.25,-8.04,12946.9107,318298.18,跌幅偏离值达7%的证券
13,000889,中嘉博创,5.29,31.69,27565.3876,142051.8481,换手率达20%的证券
14,002361,神剑股份,18.75,41.02,34640.3548,655307.3325,换手率达20%的证券
15,002560,通达股份,13.88,29.97,13576.324,193400.1566,换手率达20%的证券
16,002565,顺灏股份,18.92,28.85,30577.9936,558006.3026,换手率达20%的证券
17,002771,真视通,18.52,42.66,7704.3293,148014.5914,换手率达20%的证券
18,600666,奥瑞德,7.09,33.81,84610.9767,591688.42,换手率达20%的证券
19,601778,晶科科技,6.91,30.2,109107.3009,774099.53,换手率达20%的证券
20,603459,红板科技,67.29,45.04,3560.1566,244245.18,换手率达20%的证券
21,603538,美诺华,52.5,26.24,5897.5566,316172.86,换手率达20%的证券
22,603687,大胜达,19.25,24.35,13392.7101,262074.27,换手率达20%的证券
23,920011,晨光电机,26.77,37.77,702.4935,18265.33,换手率达20%的证券
24,920012,创达新材,63.83,51.56,684.1475,36733.19,换手率达20%的证券
25,920078,族兴新材,26.18,36.75,760.624,19221.6,换手率达20%的证券
26,920177,恒道科技,40.0,73.06,860.083,32874.07,换手率达20%的证券
27,920181,赛英电子,73.97,49.56,496.6324,34229.63,换手率达20%的证券
28,001299,美能能源,14.86,-21.3,9071.3987,146234.4552,连续三个交易日内，跌幅偏离值累计达20%的证券
29,002281,光迅科技,116.83,9.63,6236.1124,711660.9917,涨幅偏离值达7%的证券
30,002297,博云新材,17.69,9.63,11569.3407,200831.3193,涨幅偏离值达7%的证券
31,002428,云南锗业,62.0,9.63,10052.9253,617023.7622,涨幅偏离值达7%的证券
32,002580,圣阳股份,30.58,9.63,8223.7602,249691.9989,涨幅偏离值达7%的证券
33,002796,世嘉科技,53.35,9.63,3158.9837,162873.8806,涨幅偏离值达7%的证券
34,600208,衢州发展,3.58,10.25,15937.4803,55344.66,涨幅偏离值达7%的证券
35,600552,凯盛科技,15.02,10.14,10013.6617,146131.41,涨幅偏离值达7%的证券
36,600707,彩虹股份,7.79,10.13,11857.1095,90629.94,涨幅偏离值达7%的证券
37,603922,金鸿顺,21.51,10.13,845.352,17618.47,涨幅偏离值达7%的证券
38,605388,均瑶健康,8.87,10.15,4658.5356,40891.72,涨幅偏离值达7%的证券
39,002940,昂利康,39.16,27.11,8186.1519,289689.7524,连续三个交易日内，涨幅偏离值累计达20%的证券
40,600156,华升股份,9.26,20.44,6160.5898,54634.48,连续三个交易日内，涨幅偏离值累计达20%的证券
41,600961,株冶集团,22.09,20.44,3135.3045,63060.51,连续三个交易日内，涨幅偏离值累计达20%的证券
42,603052,可川科技,83.35,20.41,1769.8654,138660.5,连续三个交易日内，涨幅偏离值累计达20%的证券
43,603315,福鞍股份,18.52,20.37,9949.6297,175562.07,连续三个交易日内，涨幅偏离值累计达20%的证券
44,605222,起帆电缆,28.4,20.49,8275.4238,217444.95,连续三个交易日内，涨幅偏离值累计达20%的证券
45,300076,GQY视讯,4.76,-20.0,4422.7339,21412.4103,
46,300344,立方退,0.26,0.0,3963.5915,1029.3044,退市整理的证券
47,300776,帝尔激光,99.36,20.0,1957.8946,188760.0207,
48,300806,斯迪克,65.27,20.0,3550.9069,214559.4827,
49,300905,宝丽迪,55.58,20.0,1615.8398,88646.6236,
50,301237,和顺科技,71.17,20.0,448.1079,30134.6574,
51,301319,唯特偶,68.39,20.0,1427.7945,90782.578,
52,688227,品高股份,101.36,20.0,492.0838,49466.08,
53,688502,茂莱光学,411.11,16.33,326.102,125111.91,
54,688560,明冠新材,17.78,19.97,2969.9946,49836.0,
55,688628,优利德,77.8,20.01,688.7169,51950.28,
56,688807,优迅股份,363.19,20.0,308.2685,107790.46,
57,301157,华塑科技,85.74,41.19,850.8481,71249.1271,
58,301603,乔锋智能,94.5,33.26,1255.0256,116983.8339,
59,301696,三瑞智能,105.28,46.35,1394.329,148054.5445,
60,688530,欧莱新材,35.75,31.8,2155.3897,78101.42,
61,688811,有研复材,19.85,47.31,4358.6358,85310.86,
62,688813,泰金新能,76.36,45.95,1382.1059,98174.18,
63,301513,尚水智能,103.1,0.0,1543.4006,161491.4697,无价格涨跌幅限制的证券
64,600152,维科技术,13.9,15.35,11623.8008,153475.15,振幅值达15%的证券
65,920179,凯德石英,54.2,20.74,912.6954,46887.03,
66,920526,凯华材料,24.73,29.95,402.7242,9188.81,
