序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率,所属板块
1,920179,凯德石英,54.2,20.74,9.31,91270,4.69 亿,27.71,58.0,45.56,46.08,44.89,15.28,174.57,5.41,光通信模块
2,920045,蘅东光,520.0,16.71,74.45,22472,10.98 亿,22.22,556.0,457.0,460.0,445.55,11.16,117.28,32.87,光通信模块
3,301338,凯格精机,180.91,10.93,17.82,82683,14.84 亿,14.09,190.0,167.02,167.8,163.09,13.98,119.06,12.29,光通信模块
4,688048,长光华芯,328.01,10.07,30.01,177604,57.92 亿,12.45,344.04,306.94,307.0,298.0,10.08,3226.91,19.19,光通信模块
5,688498,源杰科技,1445.0,10.05,132.0,35208,49.69 亿,10.67,1460.08,1320.0,1339.26,1313.0,4.15,650.49,53.25,光通信模块
6,600330,天通股份,21.73,10.03,1.98,377584,8.20 亿,0.0,21.73,21.73,21.73,19.75,3.06,350.71,3.34,光通信模块
7,002428,云南锗业,62.0,10.01,5.64,1005293,61.70 亿,5.2,62.0,59.07,60.53,56.36,15.39,1673.45,27.82,光通信模块
8,002281,光迅科技,116.83,10.0,10.62,623611,71.17 亿,6.33,116.83,110.11,110.99,106.21,8.0,98.31,9.64,光通信模块
9,603052,可川科技,83.35,10.0,7.58,112518,9.12 亿,6.96,83.35,78.08,79.0,75.77,5.99,471.61,14.4,光通信模块
10,603083,剑桥科技,145.29,10.0,13.21,235554,33.83 亿,4.76,145.29,139.0,139.0,132.08,8.55,194.46,6.88,光通信模块
11,003031,中瓷电子,112.48,10.0,10.23,145265,15.88 亿,9.34,112.48,102.93,102.93,102.25,4.27,85.84,8.06,光通信模块
12,603738,泰晶科技,30.17,9.99,2.74,628356,18.26 亿,9.73,30.17,27.5,28.11,27.43,16.28,249.31,6.67,光通信模块
13,600703,三安光电,13.34,9.98,1.21,4289269,55.53 亿,10.31,13.34,12.09,12.13,12.13,8.6,563.37,1.88,光通信模块
14,300502,新易盛,589.0,9.58,51.5,416195,238.74 亿,8.92,589.98,542.03,550.0,537.5,4.7,69.4,40.31,光通信模块
15,688313,仕佳光子,125.79,9.49,10.9,518678,65.18 亿,13.33,132.71,117.39,118.0,114.89,11.48,122.35,34.28,光通信模块
