序号,代码,名称,最新价,涨跌额,涨跌幅,昨收,今开,最高,最低,成交量,成交额,成交额(亿元)
1,sh000001,上证指数,4051.4254,-4.121,-0.102,4055.5468,4043.3813,4058.6041,4038.4287,548791406.0,1013520660231,10135.21 亿
2,sz399001,深证成指,14885.416,89.081,0.602,14796.335,14806.28,14916.393,14787.87,69551813982.0,1412052739829,14120.53 亿
3,Total,沪深总成交额,,,,,,,,,2425573400060,24255.73 亿
