序号,名称,代码,涨停统计,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,首次封板时间,炸板次数,振幅,所属行业
1,诚邦股份,603316,0天0板,-4.939024448394775,15.59,18.04,9.24 亿,41.20 亿,41.20 亿,21.234642028808594,0.25723472237586975,093000,1,15.914633750915527,基础建设
2,尚纬股份,603333,0天0板,5.236907482147217,8.44,8.82,3.74 亿,52.46 亿,52.46 亿,7.0136871337890625,0.0,093043,1,6.234414100646973,电网设备
3,利通电子,603629,3天2板,9.993144989013672,144.41,144.42,63.52 亿,370.92 亿,378.82 亿,17.405162811279297,1.077902913093567,093224,1,5.864879131317139,消费电子
4,京投发展,600683,0天0板,5.762217044830322,14.5,15.08,6.34 亿,107.41 亿,107.41 亿,5.790649890899658,-0.06891798973083496,094010,1,7.8774614334106445,房地产开
5,财达证券,600906,0天0板,5.766062259674072,6.42,6.68,6.68 亿,136.38 亿,208.33 亿,4.828964710235596,0.0,094657,1,7.248764514923096,证券Ⅱ
6,建元信托,600816,0天0板,6.5217390060424805,2.94,3.04,9.21 亿,160.79 亿,289.43 亿,5.676792144775391,-0.6756756901741028,094857,2,9.782608985900879,多元金融
7,美之高,920765,0天0板,24.7336368560791,16.39,17.08,1.29 亿,8.66 亿,14.25 亿,15.117971420288086,-0.12187690287828445,095312,1,24.0487060546875,家居用品
8,上海建科,603153,0天0板,6.345332622528076,17.43,18.03,1.70 亿,70.38 亿,71.44 亿,2.414133310317993,-0.17182131111621857,105442,1,10.860280990600586,工程咨询
9,天通股份,600330,0天0板,8.690568923950195,27.89,28.23,79.86 亿,344.00 亿,344.00 亿,23.627674102783203,0.03586800768971443,130221,1,9.547934532165527,电子化学
10,航天电器,002025,0天0板,8.157234191894531,73.19,74.44,30.70 亿,332.19 亿,333.28 亿,9.433085441589355,0.054682161659002304,130309,1,9.59066104888916,军工电子
11,中洲控股,000042,0天0板,8.568206787109375,9.63,9.76,3.49 亿,63.95 亿,64.02 亿,5.491581916809082,0.0,130533,1,7.666290760040283,房地产开
12,光迅科技,002281,0天0板,8.58734130859375,144.28,146.16,113.27 亿,1124.66 亿,1163.87 亿,10.290140151977539,0.006931448355317116,133642,3,8.391661643981934,通信设备
13,迅捷兴,688655,0天0板,18.598594665527344,45.53,46.07,11.00 亿,60.73 亿,60.73 亿,18.660987854003906,0.0,134219,2,17.895286560058594,元件
14,长龄液压,605389,0天0板,9.840375900268555,116.98,117.15,5.01 亿,159.40 亿,168.55 亿,3.244213819503784,0.017099864780902863,145509,1,12.281689643859863,工程机械
