序号,名称,代码,连板数,涨停统计,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,所属行业,涨停价,涨速,振幅
17,鸿仕达,920125,2.0,2天2板,29.994037628173828,87.2,3.81 亿,14.37 亿,48.97 亿,29.69770050048828,34090142.0,104918,104918,0,自动化设,,,
25,中体产业,600158,1.0,首板,10.027854919433594,11.85,7.96 亿,113.70 亿,113.70 亿,7.028494358062744,68594400.0,093132,093411,2,体育Ⅱ,,,
37,粤 传 媒,002181,1.0,4天2板,10.006670951843262,16.49,12.02 亿,187.09 亿,191.46 亿,6.638779640197754,115661519.0,095245,095245,0,出版,,,
39,安妮股份,002235,1.0,首板,10.019646644592285,11.2,11.71 亿,62.00 亿,64.91 亿,19.14518928527832,97542222.0,094542,132518,1,造纸,,,
50,冠豪高新,600433,1.0,4天2板,10.0,4.84,8.12 亿,84.71 亿,84.71 亿,9.82376480102539,40704729.0,095704,102219,4,造纸,,,
59,芯原股份,688521,1.0,首板,19.998291015625,280.88,111.24 亿,1477.19 亿,1477.19 亿,7.777904033660889,347440133.0,110904,110904,0,半导体,,,
70,盛景微,603375,1.0,首板,9.990277290344238,45.25,2.70 亿,28.86 亿,45.55 亿,9.639569282531738,11891700.0,134033,135051,1,半导体,,,
73,寒武纪,688256,1.0,首板,20.000282287597656,1699.96,284.66 亿,7168.48 亿,7168.48 亿,4.2411417961120605,753882961.0,134438,134438,0,半导体,,,
13,迅捷兴,688655,0.0,0天0板,18.598594665527344,45.53,11.00 亿,60.73 亿,60.73 亿,18.660987854003906,,134219,,2,元件,46.07,0.0,17.895286560058594
