序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率,所属板块
1,300820,英杰电气,49.25,12.88,5.62,115069,5.49 亿,14.44,49.49,43.19,43.63,43.63,10.29,75.31,4.24,PLC概念
2,603933,睿能科技,24.44,5.03,1.17,232504,5.60 亿,5.24,24.5,23.28,24.2,23.27,11.2,36.75,3.79,PLC概念
3,002184,海得控制,11.69,4.1,0.46,108864,1.28 亿,7.12,12.1,11.3,11.3,11.23,4.53,336.03,3.24,PLC概念
4,688698,伟创电气,68.24,3.82,2.51,53498,3.62 亿,5.63,69.0,65.3,65.88,65.73,2.5,75.59,6.1,PLC概念
5,603416,信捷电气,54.36,3.78,1.98,31518,1.69 亿,4.77,54.5,52.0,52.0,52.38,2.26,39.28,3.1,PLC概念
6,688777,中控技术,79.29,2.36,1.83,229609,17.93 亿,4.52,79.7,76.2,77.07,77.46,2.92,210.0,6.25,PLC概念
7,300124,汇川技术,68.6,1.49,1.01,557797,38.47 亿,4.42,70.41,67.42,67.67,67.59,2.31,45.82,5.1,PLC概念
8,002979,雷赛智能,43.88,0.94,0.41,72937,3.20 亿,3.01,44.31,43.0,43.5,43.47,3.3,47.93,7.38,PLC概念
9,002334,英威腾,7.8,0.39,0.03,126456,9852.35 万,1.03,7.83,7.75,7.75,7.77,1.72,-52.79,2.1,PLC概念
10,600845,宝信软件,22.68,-0.7,-0.16,148170,3.36 亿,2.28,23.03,22.51,22.88,22.84,0.69,42.69,5.7,PLC概念
