序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率,所属板块
1,688655,迅捷兴,45.53,18.6,7.14,248919.0,11.00 亿,17.9,46.07,39.2,39.2,38.39,18.66,-283.76,9.31,汽车芯片
2,688141,杰华特,92.88,16.79,13.35,307769.0,26.36 亿,20.34,94.98,78.8,79.53,79.53,6.83,-37.86,33.51,汽车芯片
3,688515,裕太微-U,172.6,13.42,20.42,98148.0,15.86 亿,15.77,176.0,152.0,152.0,152.18,19.7,-79.8,9.41,汽车芯片
4,688536,思瑞浦,268.1,12.95,30.74,101091.0,25.96 亿,14.03,272.3,239.0,240.0,237.36,7.45,87.8,5.82,汽车芯片
5,688220,翱捷科技-U,101.46,12.51,11.28,268792.0,26.70 亿,8.87,103.52,95.52,96.22,90.18,7.28,-378.69,7.8,汽车芯片
6,300672,国科微,178.31,11.03,17.71,203747.0,34.82 亿,13.21,180.5,159.29,161.0,160.6,9.69,176.15,10.04,汽车芯片
7,603375,盛景微,45.25,9.99,4.11,61482.0,2.70 亿,10.35,45.25,40.99,40.99,41.14,9.64,461.72,2.94,汽车芯片
8,688123,聚辰股份,123.49,9.96,11.19,174719.0,21.23 亿,12.73,129.8,115.5,115.6,112.3,11.04,158.42,7.3,汽车芯片
9,688173,希荻微,16.8,8.18,1.27,243235.0,4.01 亿,9.79,17.12,15.6,15.7,15.53,5.93,-227.06,4.87,汽车芯片
10,688508,芯朋微,83.9,7.85,6.11,97971.0,7.98 亿,11.4,85.86,76.99,77.6,77.79,7.46,200.68,4.01,汽车芯片
11,301225,恒勃股份,103.62,7.33,7.08,29638.0,3.06 亿,11.02,107.44,96.8,97.02,96.54,9.92,100.7,6.69,汽车芯片
12,300053,航宇微,17.9,6.74,1.13,450528.0,7.92 亿,8.47,18.12,16.7,16.83,16.77,6.92,-166.67,8.82,汽车芯片
13,688110,东芯股份,143.77,6.58,8.87,355003.0,50.19 亿,6.07,145.3,137.11,142.1,134.9,8.03,114.95,17.69,汽车芯片
14,688593,新相微,32.94,5.98,1.86,110658.0,3.56 亿,7.08,33.05,30.85,31.0,31.08,3.43,704.86,9.74,汽车芯片
15,688209,英集芯,24.27,5.43,1.25,188132.0,4.50 亿,7.17,24.53,22.88,23.09,23.02,4.34,58.32,4.71,汽车芯片
