序号,代码,名称,最新价,涨跌额,涨跌幅,昨收,今开,最高,最低,成交量,成交额,成交额(亿元)
1,sh000001,上证指数,4112.1593,4.645,0.113,4107.5144,4107.2974,4118.7552,4100.9656,656912728.0,1276194739058,12761.95 亿
2,sz399001,深证成指,15107.553,-13.37,-0.088,15120.923,15157.067,15186.12,15044.855,73770374281.0,1464716733139,14647.17 亿
3,Total,沪深总成交额,,,,,,,,,2740911472197,27409.11 亿
