序号,名称,代码,涨停统计,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,首次封板时间,炸板次数,振幅,所属行业
1,金一文化,002721,3天2板,4.761904716491699,3.08,3.23,15.42亿,81.91亿,81.91亿,18.487070083618164,0.0,092500,3,9.863945960998535,饰品
2,永安药业,002365,0天0板,7.281177520751953,13.85,14.2,7.70亿,33.97亿,40.81亿,22.7480525970459,0.0,093512,1,10.844306945800781,化学制药
3,立方制药,003020,0天0板,5.1340556144714355,18.43,19.28,4.48亿,31.06亿,42.06亿,14.464347839355469,0.0,094706,1,11.409012794494629,化学制药
4,高争民爆,002827,8天5板,9.991876602172852,54.16,54.16,11.91亿,149.48亿,150.05亿,8.1467924118042,0.0,095421,6,8.042242050170898,化学制品
5,博实股份,002698,0天0板,5.882352828979492,13.68,14.21,8.75亿,115.48亿,139.89亿,7.520338535308838,0.0,101300,2,9.520123481750488,自动化设
6,金安国纪,002636,0天0板,9.018169403076172,65.4,65.99,55.54亿,473.70亿,476.11亿,11.963834762573242,0.0,102627,6,9.151525497436523,元件
7,泰金新能,688813,0天0板,17.691606521606445,128.99,131.52,11.70亿,38.80亿,206.38亿,32.02293014526367,0.0,103218,1,21.3229923248291,专用设备
8,盛视科技,002990,4天2板,7.31410026550293,52.82,54.14,11.82亿,72.90亿,138.31亿,16.513164520263672,0.0,104927,1,10.910199165344238,计算机设
9,江钨装备,600397,4天3板,8.999407768249512,18.41,18.58,38.80亿,182.25亿,182.25亿,21.771820068359375,0.0,105009,3,8.111308097839355,专用设备
10,直真科技,003007,0天0板,5.027638912200928,39.9,41.79,3.13亿,28.96亿,47.71亿,10.814785957336426,0.0,111230,1,13.845748901367188,软件开发
11,智度股份,000676,0天0板,2.133333206176758,7.66,8.25,20.30亿,96.44亿,96.50亿,20.616695404052734,0.0,111821,3,13.866665840148926,广告营销
12,苏博特,603916,0天0板,7.011070251464844,11.6,11.92,2.83亿,48.76亿,48.76亿,5.943426132202148,0.0,112714,1,13.745387077331543,水泥
13,铜冠铜箔,301217,0天0板,16.979799270629883,115.81,118.8,88.37亿,960.08亿,960.08亿,9.57020378112793,0.0,130603,3,18.989898681640625,电池
14,中京电子,002579,4天2板,8.758076667785645,15.15,15.32,26.30亿,88.39亿,92.81亿,31.089710235595703,0.0,130833,11,12.491026878356934,元件
15,贤丰控股,002141,0天0板,6.631762504577637,6.11,6.3,20.07亿,63.11亿,63.11亿,32.14522933959961,0.0,131003,2,11.69284439086914,元件
16,杭州园林,300649,0天0板,17.638553619384766,24.41,24.9,2.79亿,25.90亿,32.32亿,11.248889923095703,0.0,131033,2,20.819276809692383,基础建设
17,中国巨石,600176,0天0板,8.82785701751709,44.38,44.86,154.71亿,1762.59亿,1776.59亿,9.013226509094238,0.0,131059,7,10.69151496887207,玻璃玻纤
18,劲拓股份,300400,0天0板,17.759878158569336,30.7,31.28,10.35亿,74.45亿,74.70亿,14.43656063079834,0.0,131112,1,18.527042388916016,自动化设
19,宏和科技,603256,0天0板,6.763479709625244,158.8,163.61,60.46亿,1397.01亿,1436.48亿,4.408998012542725,0.0,131130,3,11.704988479614258,玻璃玻纤
20,中材科技,002080,4天2板,9.782608985900879,56.56,56.67,46.56亿,949.15亿,949.15亿,5.0850043296813965,0.0,131151,7,10.59782600402832,玻璃玻纤
21,鹏鼎控股,002938,0天0板,8.055407524108887,101.41,103.24,39.75亿,2343.41亿,2350.21亿,1.7082504034042358,0.0,131151,13,8.833244323730469,元件
22,德福科技,301511,0天0板,16.2106876373291,90.9,93.86,59.37亿,340.54亿,572.96亿,18.074499130249023,0.0,132509,8,19.700843811035156,电池
23,光智科技,300489,0天0板,18.81188201904297,240.0,242.4,43.38亿,332.76亿,333.98亿,13.911389350891113,0.0,133257,2,18.014850616455078,光学光电
24,宏昌电子,603002,0天0板,7.193732261657715,15.05,15.44,15.40亿,170.68亿,170.68亿,9.19408130645752,0.0,135152,1,11.894586563110352,电子化学
25,华懋科技,603306,4天2板,8.19259262084961,73.03,74.25,15.74亿,240.63亿,240.63亿,6.717075824737549,0.0,135500,3,11.792593002319336,汽车零部
26,国发股份,600538,0天0板,6.8273091316223145,5.32,5.48,1.63亿,27.89亿,27.89亿,5.922433853149414,0.0,141743,4,11.646586418151855,医疗器械
