序号,代码,名称,最新价,涨跌幅,成交额(亿元)
5,sz000725,京东方Ａ,6.15,10.018,199.50 亿
15,sz002463,沪电股份,140.82,8.49,150.66 亿
18,sz001309,德明利,680.85,10.001,126.89 亿
