序号,股票代码,股票名称,收盘价,对应值,成交量,成交额,指标
1,000582,北部湾港,13.42,-9.59,16461.2367,232712.3555,跌幅偏离值达7%的证券
2,000759,中百集团,5.18,-9.59,7897.462,42201.9757,跌幅偏离值达7%的证券
3,001278,一彬科技,18.13,-9.59,868.6344,16151.8741,跌幅偏离值达7%的证券
4,002866,传艺科技,18.89,-9.59,1997.846,38735.0845,跌幅偏离值达7%的证券
5,002875,安奈儿,19.63,-9.59,1210.58,24357.9571,跌幅偏离值达7%的证券
6,600280,中央商场,3.59,-9.38,15666.415,58477.86,跌幅偏离值达7%的证券
7,601600,中国铝业,10.9,-8.6,53951.5591,600674.41,跌幅偏离值达7%的证券
8,603637,镇海股份,16.98,-8.07,2256.2149,38852.58,跌幅偏离值达7%的证券
9,603829,洛凯股份,20.41,-8.16,966.9365,20088.74,跌幅偏离值达7%的证券
10,605077,华康股份,14.12,-9.13,1681.7049,24419.8,跌幅偏离值达7%的证券
11,000700,模塑科技,17.8,29.3,45431.2143,746591.2758,连续三个交易日内，涨幅偏离值累计达20%的证券
12,002056,横店东磁,29.42,20.3,32810.6443,886428.2987,连续三个交易日内，涨幅偏离值累计达20%的证券
13,002384,东山精密,237.8,23.39,30915.691,6837664.0415,连续三个交易日内，涨幅偏离值累计达20%的证券
14,002484,江海股份,96.35,21.11,16634.5938,1438365.8848,连续三个交易日内，涨幅偏离值累计达20%的证券
15,002645,华宏科技,36.1,25.64,18682.3745,608508.4888,连续三个交易日内，涨幅偏离值累计达20%的证券
16,002787,华源控股,30.42,21.14,6595.8987,186860.9209,连续三个交易日内，涨幅偏离值累计达20%的证券
17,002859,洁美科技,94.39,25.14,9918.4497,833301.6645,连续三个交易日内，涨幅偏离值累计达20%的证券
18,002951,金时科技,24.79,27.16,10384.5671,226623.6418,连续三个交易日内，涨幅偏离值累计达20%的证券
19,002980,华盛昌,127.2,24.17,4052.8258,486522.9234,连续三个交易日内，涨幅偏离值累计达20%的证券
20,600105,永鼎股份,54.29,20.35,56599.7529,2915186.93,连续三个交易日内，涨幅偏离值累计达20%的证券
21,600246,万通发展,18.87,21.23,43975.4997,757928.82,连续三个交易日内，涨幅偏离值累计达20%的证券
22,600367,红星发展,46.98,21.41,8256.26,377881.47,连续三个交易日内，涨幅偏离值累计达20%的证券
23,600403,大有能源,7.4,21.34,12312.7571,83205.72,连续三个交易日内，涨幅偏离值累计达20%的证券
24,600439,瑞贝卡,2.88,21.43,15566.5314,42754.18,连续三个交易日内，涨幅偏离值累计达20%的证券
25,600549,厦门钨业,63.73,20.58,33691.2918,1985408.6,连续三个交易日内，涨幅偏离值累计达20%的证券
26,600667,太极实业,16.36,20.47,95603.7777,1425956.35,连续三个交易日内，涨幅偏离值累计达20%的证券
27,600688,上海石化,3.38,21.57,22115.3532,73330.91,连续三个交易日内，涨幅偏离值累计达20%的证券
28,600696,退市岩石,0.69,25.45,1549.3162,996.47,连续三个交易日内，涨幅偏离值累计达20%的证券
29,601208,东材科技,59.6,24.71,33896.9261,1853804.65,连续三个交易日内，涨幅偏离值累计达20%的证券
30,601869,长飞光纤,455.89,22.69,5999.9796,2598656.12,连续三个交易日内，涨幅偏离值累计达20%的证券
31,603135,中重科技,12.75,21.39,2427.0053,29111.07,连续三个交易日内，涨幅偏离值累计达20%的证券
32,603330,天洋新材,9.41,21.53,10130.1283,90898.25,连续三个交易日内，涨幅偏离值累计达20%的证券
33,605018,长华集团,16.71,20.65,6554.3081,102964.31,连续三个交易日内，涨幅偏离值累计达20%的证券
34,605162,新中港,12.71,21.47,5730.6841,68043.84,连续三个交易日内，涨幅偏离值累计达20%的证券
35,000725,京东方A,6.15,10.41,332299.8819,1995026.5964,涨幅偏离值达7%的证券
36,000733,振华科技,59.31,10.41,7687.5203,438345.0946,涨幅偏离值达7%的证券
37,001309,德明利,680.85,10.41,1916.6124,1268902.3776,涨幅偏离值达7%的证券
38,001896,豫能控股,22.09,10.41,20615.2136,449033.2176,涨幅偏离值达7%的证券
39,002491,通鼎互联,26.83,10.41,22604.5916,578902.462,涨幅偏离值达7%的证券
40,600293,三峡新材,3.6,10.73,7973.7735,27466.63,涨幅偏离值达7%的证券
41,600408,安泰集团,3.47,10.8,15301.3964,50866.66,涨幅偏离值达7%的证券
42,000802,北京文化,4.82,18.08,12072.9843,61215.7321,振幅值达15%的证券
43,002897,意华股份,96.15,15.82,3119.8342,286508.3623,振幅值达15%的证券
44,600726,华电能源,10.39,16.09,56660.4052,575168.16,振幅值达15%的证券
45,601001,晋控煤业,22.69,15.46,6872.1226,152052.04,振幅值达15%的证券
46,603435,嘉德利,84.85,17.85,1400.7342,108469.46,振幅值达15%的证券
47,603773,沃格光电,122.4,18.25,3332.1892,395935.12,振幅值达15%的证券
48,002137,实益达,10.54,39.7,15738.5604,167583.8875,换手率达20%的证券
49,002421,达实智能,4.74,23.98,48835.2354,234378.0916,换手率达20%的证券
50,002579,中京电子,20.61,41.0,23921.118,475600.7943,换手率达20%的证券
51,002735,王子新材,17.12,26.52,7559.5334,127392.3584,换手率达20%的证券
52,002995,天地在线,23.62,24.68,3003.7956,71772.6858,换手率达20%的证券
53,600121,郑州煤电,5.7,25.75,31375.3451,184062.37,换手率达20%的证券
54,600255,鑫科材料,4.83,34.37,62074.621,295945.11,换手率达20%的证券
55,603459,红板科技,106.99,29.96,2368.1255,237441.64,换手率达20%的证券
56,603890,春秋电子,29.36,29.16,13029.7593,377142.11,换手率达20%的证券
57,920078,族兴新材,35.56,26.45,547.6181,18897.49,换手率达20%的证券
58,920096,嘉晨智能,63.6,36.92,598.1254,36008.76,换手率达20%的证券
59,920128,胜业电气,35.58,49.44,1201.4862,40372.36,换手率达20%的证券
60,920161,龙辰科技,57.21,61.42,2266.4445,116400.84,换手率达20%的证券
61,920218,新天力,31.34,54.95,1158.09,34041.97,换手率达20%的证券
62,002606,大连电瓷,13.98,-21.28,18342.3851,280703.101,连续三个交易日内，跌幅偏离值累计达20%的证券
63,003030,祖名股份,20.42,-20.74,1984.8504,45066.6059,连续三个交易日内，跌幅偏离值累计达20%的证券
64,600636,退市国化,1.9,-24.0,9283.6457,19222.12,连续三个交易日内，跌幅偏离值累计达20%的证券
65,300726,宏达电子,79.92,31.22,8105.209,557297.8838,
66,688268,华特气体,203.6,35.8,3367.259,608070.99,
67,688668,鼎通科技,362.4,31.72,1709.5876,529898.92,
68,301123,奕东电子,106.79,20.0,2552.9866,250596.5401,
69,301188,力诺药包,54.54,20.0,3613.9052,177455.0011,
70,301319,唯特偶,137.57,20.0,1710.0076,220126.3757,
71,301468,博盈特焊,51.97,20.0,2208.849,107623.7426,
72,688031,星环科技,152.32,20.0,2233.2484,308033.3,
73,688146,中船特气,219.19,20.0,2002.1258,422690.39,
74,688303,大全能源,22.46,19.98,5119.661,110123.22,
75,688378,奥来德,51.48,20.0,2928.0185,140285.18,
76,301013,利和兴,59.36,32.26,6105.5116,362388.0617,
77,301329,信音电子,32.69,37.94,2274.3267,72177.0054,
78,301563,云汉芯城,224.25,39.8,761.6956,167775.6972,
79,301591,肯特股份,51.21,34.53,1543.4318,76104.0139,
80,600421,退市华嵘,0.33,0.0,1333.3801,442.45,退市整理的证券
81,600599,退市熊猫,0.48,0.0,659.4787,321.37,退市整理的证券
82,688287,退市观典,0.35,0.0,1009.7709,353.95,退市整理的证券
