序号,代码,名称,最新价,涨跌幅,成交额(亿元)
1,sz300308,中际旭创,859.3,0.869,246.65亿
2,sz300502,新易盛,402.81,0.234,150.62亿
3,sh688825,长鑫科技,56.5,-2.603,131.82亿
4,sh600176,中国巨石,43.02,-2.071,128.31亿
5,sz002384,东山精密,188.69,-4.702,119.07亿
6,sh600183,生益科技,144.42,-5.854,115.09亿
7,sh600487,亨通光电,67.34,-0.059,109.52亿
8,sh688256,寒武纪,1109.0,-0.286,107.31亿
9,sh603986,兆易创新,393.0,-3.202,101.64亿
10,sz000977,浪潮信息,85.6,0.493,94.43亿
11,sz300394,天孚通信,251.77,-4.27,83.49亿
12,sz300604,长川科技,284.27,1.878,80.15亿
13,sz000938,紫光股份,38.32,-1.617,73.87亿
14,sz300750,宁德时代,358.1,-1.499,71.30亿
15,sh603893,瑞芯微,203.6,4.63,69.74亿
16,sz002008,大族激光,94.6,-1.847,68.47亿
17,sz300418,昆仑万维,45.94,4.433,66.43亿
18,sz002281,光迅科技,180.72,0.456,64.85亿
19,sz300364,中文在线,28.31,3.776,63.33亿
20,sz300058,蓝色光标,14.03,-0.496,62.79亿
