序号,代码,名称,最新价,涨跌额,涨跌幅,昨收,今开,最高,最低,成交量,成交额,成交额(亿元)
1,sh000001,上证指数,3979.8877,-6.41,-0.161,3986.298,3979.8814,3995.1751,3976.4685,573538949.0,944307561357,9443.08亿
2,sz399001,深证成指,13872.377,-142.62,-1.018,14014.997,14017.418,14018.506,13845.555,68471433103.0,1089095260913,10890.95亿
3,Total,沪深总成交额,,,,,,,,,2033402822270,20334.03亿
