序号,代码,名称,最新价,涨跌额,涨跌幅,昨收,今开,最高,最低,成交量,成交额,成交额(亿元)
1,sh000001,上证指数,3913.794,-82.368,-2.061,3996.1616,3966.0234,3983.0535,3900.6676,590907356.0,1334871933909,13348.72亿
2,sz399001,深证成指,14522.854,-523.816,-3.481,15046.67,14908.984,14997.072,14437.071,73355692544.0,1482880038714,14828.80亿
3,Total,沪深总成交额,,,,,,,,,2817751972623,28177.52亿
