序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,动态市盈率,换手率,封单资金,最后封板时间,板上成交额,连续跌停,开板次数,所属行业
1,603615,茶花股份,-10.0,15.21,1.27亿,36.78亿,36.78亿,183.36573791503906,3.338141679763794,28899,150000,21859812,1,20,家居用品
2,603488,展鹏科技,-9.988776206970215,8.02,8286.07万,23.42亿,23.42亿,-31.374685287475586,3.4140844345092773,137944,150000,13444728,1,3,专用设备
3,603355,莱克电气,-10.014103889465332,25.52,1.21亿,146.33亿,146.33亿,210.7579803466797,0.7931223511695862,140360,150000,6216672,1,2,小家电
4,605069,正和生态,-9.976798057556152,11.64,7924.83万,24.64亿,24.64亿,-47.744056701660156,3.100741147994995,208356,150000,4602456,1,8,环境治理
5,605366,宏柏新材,-9.990301132202148,9.28,3.44亿,71.72亿,71.72亿,-63.980690002441406,4.60506534576416,217152,150000,14586304,1,5,化学制品
6,605287,XD德才股,-9.988492965698242,39.11,1.70亿,54.75亿,54.75亿,40.49736785888672,3.0273571014404297,305058,150000,30681795,1,11,装修装饰
7,002338,奥普光电,-9.994539260864258,49.44,5.51亿,118.66亿,118.66亿,95.39231872558594,4.473291873931885,321360,144954,26860751,1,11,军工电子
8,600984,建设机械,-9.921670913696289,3.45,1.96亿,43.37亿,43.37亿,-3.884768486022949,4.384660720825195,603060,150000,23234054,1,7,工程机械
9,301326,捷邦科技,-19.997333526611328,119.98,5.22亿,86.48亿,87.24亿,-146.06460571289062,5.56899881362915,961399,145354,39881351,1,15,消费电子
10,003037,三和管桩,-10.016155242919922,5.57,6607.54万,33.37亿,33.37亿,38.06179428100586,1.9379546642303467,1063870,144924,7954517,1,6,水泥
11,600501,航天晨光,-9.993674278259277,14.23,2.64亿,60.88亿,60.88亿,-24.562135696411133,4.2331438064575195,1209550,150000,10285358,1,2,专用设备
12,603950,长源东谷,-10.0,64.35,6.01亿,208.41亿,208.58亿,62.941829681396484,2.742462396621704,1312740,150000,5373225,1,1,汽车零部
13,603978,深圳新星,-9.991273880004883,20.63,2.41亿,43.55亿,43.55亿,60.348876953125,5.317911148071289,1462667,150000,11761163,1,2,金属新材
