序号,股票代码,股票名称,收盘价,对应值,成交量,成交额,指标
1,000004,国华退,0.51,0.0,348.8617,177.9195,退市整理的证券
2,002808,恒久退,0.22,0.0,1387.5209,305.8849,退市整理的证券
3,002898,赛隆退,0.38,0.0,1142.338,427.3676,退市整理的证券
4,920305,云创退,0.72,0.0,1464.1888,999.29,退市整理的证券
5,000048,京基智农,22.96,16.93,4575.9236,111979.8947,振幅值达15%的证券
6,000892,欢瑞世纪,3.98,17.86,19344.8806,81391.7299,振幅值达15%的证券
7,000925,众合科技,7.82,17.82,6687.6173,56010.0426,振幅值达15%的证券
8,002674,兴业科技,32.96,16.19,4560.4594,149724.3135,振幅值达15%的证券
9,002768,国恩股份,52.23,21.72,2772.7613,160166.9588,振幅值达15%的证券
10,600353,旭光电子,38.19,19.09,7049.5762,288480.59,振幅值达15%的证券
11,600379,宝光股份,13.55,17.43,3163.5151,44787.72,振幅值达15%的证券
12,600756,浪潮软件,14.85,17.33,3593.3937,51215.53,振幅值达15%的证券
13,603223,恒通股份,12.55,20.39,6086.8363,83527.76,振幅值达15%的证券
14,603949,雪龙集团,16.99,21.72,1521.585,28083.08,振幅值达15%的证券
15,000920,沃顿科技,14.03,14.02,4798.5285,65744.0325,涨幅偏离值达7%的证券
16,000989,九芝堂,8.98,14.02,7577.3143,67006.4701,涨幅偏离值达7%的证券
17,001395,亚联机械,31.49,14.02,1164.0568,35707.2174,涨幅偏离值达7%的证券
18,002379,宏桥控股,15.9,14.02,6093.7678,94747.7175,涨幅偏离值达7%的证券
19,600629,华建集团,14.03,12.1,5084.6487,67828.69,涨幅偏离值达7%的证券
20,600664,哈药股份,3.71,12.15,20136.6438,73770.62,涨幅偏离值达7%的证券
21,600992,贵绳股份,11.72,12.11,544.1826,6377.82,涨幅偏离值达7%的证券
22,603313,梦百合,7.99,12.12,7409.2184,56425.82,涨幅偏离值达7%的证券
23,603318,水发燃气,8.55,12.1,1024.0801,8755.88,涨幅偏离值达7%的证券
24,002185,华天科技,24.13,24.52,81567.6586,2077069.768,换手率达20%的证券
25,002354,天娱数科,8.0,27.38,44546.386,374712.1658,换手率达20%的证券
26,002829,星网宇达,20.49,24.49,3689.7384,75196.741,换手率达20%的证券
27,002842,翔鹭钨业,37.17,25.23,6774.2024,255224.8402,换手率达20%的证券
28,600288,大恒科技,16.64,23.26,10159.509,170743.57,换手率达20%的证券
29,600360,华微电子,17.02,27.25,26169.8367,453529.81,换手率达20%的证券
30,603538,美诺华,33.0,30.13,10152.5264,323553.35,换手率达20%的证券
31,920081,欧伦电气,40.03,44.47,760.4007,31436.03,换手率达20%的证券
32,920088,科力股份,40.9,25.58,827.5588,34558.55,换手率达20%的证券
33,920136,永励精密,21.78,38.0,798.0149,18169.88,换手率达20%的证券
34,920193,吉和昌,40.62,34.53,870.2093,34030.51,换手率达20%的证券
35,920367,新赣江,26.44,23.72,996.0422,25805.75,换手率达20%的证券
36,002038,双鹭药业,6.72,21.07,18835.0067,122082.2281,连续三个交易日内，涨幅偏离值累计达20%的证券
37,002115,三维通信,11.6,21.79,17369.0837,199566.0255,连续三个交易日内，涨幅偏离值累计达20%的证券
38,002208,合肥城建,20.88,23.25,27182.4797,539715.774,连续三个交易日内，涨幅偏离值累计达20%的证券
39,002317,众生药业,31.6,22.9,15796.1406,464820.9584,连续三个交易日内，涨幅偏离值累计达20%的证券
40,600428,中远海特,9.82,23.24,25835.0176,250709.2,连续三个交易日内，涨幅偏离值累计达20%的证券
41,600513,联环药业,17.04,24.07,5963.7303,93129.83,连续三个交易日内，涨幅偏离值累计达20%的证券
42,601608,中信重工,5.54,24.01,28290.677,150003.1,连续三个交易日内，涨幅偏离值累计达20%的证券
43,603137,恒尚节能,29.43,29.9,7966.3158,217629.68,连续三个交易日内，涨幅偏离值累计达20%的证券
44,605090,九丰能源,41.78,24.04,9212.0013,367077.73,连续三个交易日内，涨幅偏离值累计达20%的证券
45,002910,庄园牧场,9.58,-22.46,9130.6427,99900.0647,连续三个交易日内，跌幅偏离值累计达20%的证券
46,603950,长源东谷,64.35,-23.41,3424.9205,257172.86,连续三个交易日内，跌幅偏离值累计达20%的证券
47,300039,上海凯宝,5.2,15.81,9129.8017,45835.7011,
48,300214,日科化学,12.3,20.0,636.0034,7822.8418,
49,300534,陇神戎发,9.0,20.0,5288.81,46197.3284,
50,301310,鑫宏业,68.84,17.39,2383.3446,162150.0851,
51,301520,万邦医药,54.22,20.0,1779.9799,90787.2413,
52,300069,金利华电,40.1,37.4,4825.1467,183134.2062,
53,301092,争光股份,61.28,35.88,3076.0859,176352.9092,
54,688101,三达膜,18.78,31.03,4264.1323,77323.11,
55,688584,上海合晶,46.25,38.9,12566.1745,557792.09,
56,688710,益诺思,84.02,38.24,1561.7055,121095.5,
57,300475,香农芯创,216.8,-20.0,5739.6074,1312376.7058,
58,301307,美利信,75.23,-20.0,1743.5027,143040.3247,
59,301326,捷邦科技,119.98,-20.0,401.3851,52214.4107,
60,301588,美新科技,44.63,-19.48,937.691,44526.1729,
61,688143,长盈通,125.28,-20.0,1588.0855,218890.4,
62,688146,中船特气,244.5,-16.83,2215.1297,585864.44,
63,688319,欧林生物,35.7,-19.56,3213.8587,125152.35,
64,688450,光格科技,43.26,-19.99,601.2702,28035.69,
65,688479,友车科技,29.96,-18.52,807.2336,26350.52,
66,300164,通源石油,9.48,41.96,24472.4312,223543.3928,
67,300522,世名科技,15.5,-31.87,11419.9247,206579.4644,
68,600151,航天机电,10.14,-7.96,4966.259,50985.39,跌幅偏离值达7%的证券
69,600293,三峡新材,2.51,-7.97,8134.1773,21037.94,跌幅偏离值达7%的证券
70,600470,六国化工,6.26,-7.99,5490.5434,35089.72,跌幅偏离值达7%的证券
71,600990,四创电子,17.33,-7.96,951.7099,16964.34,跌幅偏离值达7%的证券
72,603006,联明股份,11.22,-7.96,617.81,7213.58,跌幅偏离值达7%的证券
73,688072,拓荆科技,845.0,33.81,2246.6066,1942682.73,
74,920943,优机股份,18.78,61.11,1276.2078,21953.35,
