序号,名称,代码,涨停统计,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,首次封板时间,炸板次数,振幅,所属行业
1,珠海港,000507,0天0板,5.161290168762207,4.89,5.12,2.35亿,44.13亿,44.98亿,5.158121585845947,0.0,093000,1,5.376344203948975,电力
2,杭氧股份,002430,0天0板,6.040785312652588,27.56,28.59,13.79亿,269.52亿,269.64亿,5.047394275665283,0.0,093109,1,5.34821081161499,化学制品
3,凯美特气,002549,0天0板,9.625996589660645,17.88,17.94,17.72亿,123.79亿,124.33亿,14.576831817626953,0.0,093127,1,5.518086910247803,化学制品
4,星网锐捷,002396,10天5板,5.533308982849121,28.99,30.22,45.00亿,219.57亿,220.48亿,20.242931365966797,0.0,093221,3,9.100837707519531,通信设备
5,国恩股份,002768,0天0板,-8.126648902893066,52.23,62.54,16.02亿,135.06亿,231.30亿,10.722731590270996,0.0,093254,1,19.630605697631836,塑料
6,中远海特,600428,2天1板,9.232481002807617,9.82,9.89,21.44亿,240.13亿,269.45亿,8.911355018615723,0.0,093854,18,8.231368064880371,航运港口
7,安邦护卫,603373,0天0板,3.7455410957336426,34.9,37.0,1.99亿,22.20亿,52.54亿,8.843544006347656,0.0,094026,2,10.582639694213867,专业服务
8,四川长虹,600839,0天0板,8.052708625793457,7.38,7.51,25.93亿,340.58亿,340.68亿,7.62431526184082,0.0,094305,1,9.809662818908691,黑色家电
9,兴业科技,002674,0天0板,7.01298713684082,32.96,33.88,14.97亿,96.43亿,97.41亿,15.587922096252441,0.0,094906,3,15.324676513671875,纺织制造
10,赛隆退,002898,0天0板,8.571429252624512,0.38,0.39,427.37万,3847.97万,6688.00万,11.280962944030762,0.0,095348,1,11.428571701049805,化学制药
11,安妮股份,002235,0天0板,5.645161151885986,9.17,9.55,7.58亿,50.76亿,53.15亿,14.665801048278809,0.0,095409,1,9.21658992767334,造纸
12,万邦医药,301520,0天0板,20.008853912353516,54.22,54.22,9.08亿,17.73亿,50.52亿,54.43622970581055,0.0,100048,3,19.809650421142578,医疗服务
13,鑫宏业,301310,0天0板,17.394269943237305,68.84,70.37,16.22亿,41.98亿,131.46亿,39.08024215698242,0.0,103009,12,17.1043643951416,汽车零部
14,浪潮软件,600756,0天0板,6.757728099822998,14.85,15.3,5.12亿,48.13亿,51.92亿,11.087342262268066,0.0,133700,1,16.247303009033203,IT服务Ⅱ
