序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率,所属板块
1,688336,三生国健,49.75,20.0,8.29,200030,9.36亿,21.92,49.75,40.66,41.15,41.46,2.24,62.58,5.34,单抗概念
2,300204,舒泰神,23.28,20.0,3.88,557300,12.13亿,22.16,23.28,18.98,19.4,19.4,12.28,-329.78,13.73,单抗概念
3,688180,君实生物-U,33.96,14.42,4.28,368488,12.07亿,17.15,34.3,29.21,29.68,29.68,4.81,-423.88,5.91,单抗概念
4,300485,赛升药业,9.67,13.63,1.16,275270,2.56亿,17.04,9.75,8.3,8.53,8.51,10.05,249.7,1.39,单抗概念
5,300558,贝达药业,64.44,11.33,6.56,321708,20.31亿,13.86,66.0,57.98,58.65,57.88,7.67,28.73,4.03,单抗概念
6,688062,迈威生物-U,28.47,10.26,2.65,159089,4.38亿,14.14,28.78,25.13,26.05,25.82,7.79,-13.14,119.07,单抗概念
7,688235,百济神州,255.9,10.25,23.8,95852,23.71亿,13.43,258.93,227.75,231.85,232.1,8.33,61.33,11.94,单抗概念
8,002038,双鹭药业,5.58,10.06,0.51,356772,1.89亿,13.41,5.58,4.9,5.2,5.07,4.19,-16.64,1.13,单抗概念
9,300142,沃森生物,12.84,10.03,1.17,1056858,13.13亿,11.57,12.85,11.5,11.61,11.67,6.7,46.39,2.85,单抗概念
10,002653,海思科,61.06,10.0,5.55,75361,4.52亿,9.13,61.06,55.99,55.99,55.51,1.4,30.82,15.04,单抗概念
11,000566,海南海药,4.54,9.93,0.41,983439,4.22亿,14.77,4.54,3.93,4.02,4.13,7.58,-19.26,1324.37,单抗概念
12,002294,信立泰,32.9,9.12,2.75,409135,13.16亿,12.37,33.17,29.44,29.96,30.15,3.67,40.7,4.3,单抗概念
13,688443,智翔金泰-U,23.38,9.1,1.95,78803,1.79亿,11.62,23.49,21.0,21.0,21.43,5.5,-14.35,5.97,单抗概念
14,000963,华东医药,28.72,8.75,2.31,379374,10.52亿,11.78,28.74,25.63,26.07,26.41,2.16,12.56,2.04,单抗概念
15,600276,恒瑞医药,52.93,8.75,4.26,1727562,89.59亿,10.03,53.31,48.43,49.01,48.67,2.71,38.48,5.63,单抗概念
